,rn,iteration
845,"('R01385', 'reverse')",1
846,"('R02484', 'forward')",1
847,"('R09941', 'reverse')",1
848,"('R01611', 'forward')",1
849,"('R01876', 'reverse')",1
850,"('R08196', 'reverse')",1
851,"('R05850', 'forward')",1
852,"('R09752', 'forward')",1
853,"('R02036', 'reverse')",1
854,"('R04422', 'reverse')",1
855,"('R00760', 'forward')",1
856,"('R02037', 'forward')",1
857,"('R05326', 'forward')",1
858,"('R00397', 'reverse')",1
859,"('R01821', 'reverse')",1
860,"('R00753', 'forward')",1
861,"('R00217', 'reverse')",1
862,"('R00181', 'reverse')",1
863,"('R01072', 'reverse')",1
864,"('R01086', 'forward')",1
865,"('R10088', 'forward')",1
866,"('R02866', 'forward')",1
867,"('R00802', 'forward')",1
868,"('R10619', 'reverse')",1
869,"('R01983', 'forward')",1
870,"('R02427', 'forward')",1
871,"('R00435', 'reverse')",1
872,"('R01826', 'forward')",1
873,"('R09664', 'forward')",1
874,"('R01325', 'forward')",1
875,"('R05329', 'reverse')",1
876,"('R00767', 'forward')",1
877,"('R01804', 'forward')",1
878,"('R01082', 'reverse')",1
879,"('R04425', 'forward')",1
880,"('R00075', 'reverse')",1
881,"('R02410', 'reverse')",1
882,"('R02743', 'reverse')",1
883,"('R04177', 'forward')",1
884,"('R08193', 'forward')",1
885,"('R00345', 'forward')",1
886,"('R01105', 'reverse')",1
887,"('R03801', 'forward')",1
888,"('R09532', 'forward')",1
889,"('R00006', 'forward')",1
890,"('R01471', 'forward')",1
891,"('R01549', 'reverse')",1
892,"('R00141', 'reverse')",1
893,"('R08514', 'reverse')",1
894,"('R00656', 'reverse')",1
895,"('R00801', 'reverse')",1
896,"('R01327', 'reverse')",1
897,"('R00470', 'reverse')",1
898,"('R09374', 'reverse')",1
899,"('R01512', 'forward')",1
900,"('R00218', 'forward')",1
901,"('R02664', 'forward')",1
902,"('R00005', 'forward')",1
903,"('R00484', 'reverse')",1
904,"('R00516', 'reverse')",1
905,"('R01516', 'forward')",1
906,"('R02097', 'forward')",1
907,"('R01647', 'forward')",1
908,"('R01982', 'forward')",1
909,"('R03315', 'reverse')",1
910,"('R00964', 'reverse')",1
911,"('R00376', 'reverse')",1
912,"('R01900', 'forward')",1
913,"('R02867', 'reverse')",1
914,"('R06514', 'forward')",1
915,"('R00150', 'reverse')",1
916,"('R01117', 'reverse')",1
917,"('R02110', 'forward')",1
918,"('R05804', 'reverse')",1
919,"('R04286', 'forward')",1
920,"('R09086', 'reverse')",1
921,"('R09697', 'forward')",1
922,"('R01052', 'forward')",1
923,"('R00340', 'reverse')",1
924,"('R01517', 'forward')",1
925,"('R01529', 'reverse')",1
926,"('R00409', 'forward')",1
927,"('R08555', 'forward')",1
928,"('R01561', 'reverse')",1
929,"('R00770', 'forward')",1
930,"('R00761', 'reverse')",1
931,"('R00208', 'forward')",1
932,"('R03351', 'forward')",1
933,"('R00838', 'reverse')",1
934,"('R02868', 'forward')",1
935,"('R09943', 'reverse')",1
936,"('R00337', 'reverse')",1
937,"('R00658', 'reverse')",1
938,"('R01381', 'reverse')",1
939,"('R03239', 'forward')",1
940,"('R03387', 'forward')",1
941,"('R08600', 'reverse')",1
942,"('R00291', 'reverse')",1
943,"('R10010', 'forward')",1
944,"('R00378', 'reverse')",1
945,"('R01070', 'reverse')",1
946,"('R07256', 'reverse')",1
947,"('R00762', 'forward')",1
948,"('R01666', 'forward')",1
949,"('R00974', 'reverse')",1
950,"('R01645', 'reverse')",1
951,"('R00963', 'reverse')",1
952,"('R01081', 'reverse')",1
953,"('R01152', 'forward')",1
954,"('R00022', 'forward')",1
955,"('R01069', 'reverse')",1
956,"('R09663', 'reverse')",1
957,"('R01484', 'forward')",1
958,"('R00905', 'reverse')",1
959,"('R02563', 'reverse')",1
960,"('R00438', 'reverse')",1
961,"('R00377', 'reverse')",1
962,"('R01408', 'forward')",1
963,"('R00503', 'reverse')",1
964,"('R07300', 'reverse')",1
965,"('R04435', 'reverse')",1
966,"('R10089', 'forward')",1
967,"('R08548', 'forward')",1
968,"('R01987', 'forward')",1
969,"('R10061', 'reverse')",1
970,"('R08616', 'reverse')",1
971,"('R01874', 'forward')",1
972,"('R09771', 'forward')",1
973,"('R01085', 'reverse')",1
974,"('R01664', 'reverse')",1
975,"('R01432', 'reverse')",1
976,"('R00474', 'forward')",1
977,"('R01267', 'reverse')",1
978,"('R02636', 'reverse')",1
979,"('R00883', 'forward')",1
980,"('R02088', 'forward')",1
981,"('R03131', 'forward')",1
982,"('R01026', 'reverse')",1
983,"('R09107', 'reverse')",1
984,"('R01870', 'forward')",1
985,"('R00651', 'forward')",1
986,"('R00380', 'forward')",1
987,"('R01051', 'forward')",1
988,"('R02603', 'forward')",1
989,"('R02604', 'reverse')",1
990,"('R07413', 'reverse')",1
991,"('R01100', 'forward')",1
992,"('R00809', 'forward')",1
993,"('R03236', 'reverse')",1
994,"('R08572', 'forward')",1
995,"('R10062', 'reverse')",1
996,"('R10525', 'forward')",1
997,"('R00891', 'forward')",1
998,"('R00308', 'reverse')",1
999,"('R00966', 'reverse')",1
1000,"('R05339', 'forward')",1
1001,"('R01127', 'reverse')",1
1002,"('R02429', 'forward')",1
1003,"('R02887', 'reverse')",1
1004,"('R01441', 'reverse')",1
1005,"('R05048', 'forward')",1
1006,"('R09084', 'forward')",1
1007,"('R01518', 'forward')",1
1008,"('R04779', 'reverse')",1
1009,"('R00574', 'reverse')",1
1010,"('R02750', 'reverse')",1
1011,"('R10784', 'forward')",1
1012,"('R02099', 'forward')",1
1013,"('R01829', 'forward')",1
1014,"('R01021', 'reverse')",1
1015,"('R00416', 'reverse')",1
1016,"('R01920', 'forward')",1
1017,"('R00959', 'reverse')",1
1018,"('R00461', 'reverse')",1
1019,"('R02439', 'reverse')",1
1020,"('R01201', 'reverse')",1
1021,"('R01064', 'reverse')",1
1022,"('R09796', 'reverse')",1
1023,"('R00504', 'forward')",1
1024,"('R00526', 'reverse')",1
1025,"('R00827', 'reverse')",1
1026,"('R07282', 'forward')",1
1027,"('R10829', 'forward')",1
1028,"('R05805', 'reverse')",1
1029,"('R00782', 'reverse')",1
1030,"('R07678', 'reverse')",1
1031,"('R01662', 'forward')",1
1032,"('R00425', 'reverse')",1
1033,"('R06979', 'forward')",1
1034,"('R01830', 'forward')",1
1035,"('R00502', 'reverse')",1
1036,"('R01083', 'reverse')",1
1037,"('R01200', 'reverse')",1
1038,"('R05549', 'reverse')",1
1039,"('R00772', 'forward')",1
1040,"('R06870', 'reverse')",1
1041,"('R02428', 'forward')",1
1042,"('R07419', 'reverse')",1
1043,"('R02984', 'reverse')",1
1044,"('R04343', 'forward')",1
1045,"('R00478', 'forward')",1
1046,"('R00999', 'forward')",1
1047,"('R07479', 'forward')",1
1048,"('R01548', 'forward')",1
1049,"('R00660', 'reverse')",1
1050,"('R01901', 'forward')",1
1051,"('R04346', 'forward')",1
1052,"('R05797', 'reverse')",1
1053,"('R00822', 'forward')",1
1054,"('R00346', 'reverse')",1
1055,"('R07261', 'reverse')",1
1056,"('R00039', 'reverse')",1
1057,"('R00837', 'reverse')",1
1058,"('R10285', 'reverse')",1
1059,"('R08617', 'reverse')",1
1060,"('R09718', 'reverse')",1
1061,"('R00261', 'reverse')",1
1062,"('R01067', 'reverse')",1
1063,"('R02749', 'reverse')",1
1064,"('R07281', 'reverse')",1
1065,"('R01468', 'reverse')",1
1066,"('R01576', 'forward')",1
1067,"('R02059', 'reverse')",1
1068,"('R09186', 'reverse')",1
1069,"('R10838', 'reverse')",1
1070,"('R01290', 'forward')",1
1071,"('R00954', 'forward')",1
1072,"('R01627', 'reverse')",1
1073,"('R00653', 'reverse')",1
1074,"('R00967', 'reverse')",1
1075,"('R01966', 'reverse')",1
1076,"('R00649', 'reverse')",1
1077,"('R01867', 'forward')",1
1078,"('R02568', 'forward')",1
1079,"('R04781', 'reverse')",1
1080,"('R02060', 'reverse')",1
1081,"('R02328', 'reverse')",1
1082,"('R08503', 'reverse')",1
1083,"('R00462', 'reverse')",1
1084,"('R10776', 'reverse')",1
1085,"('R04194', 'reverse')",1
1086,"('R00661', 'forward')",1
1087,"('R01473', 'forward')",1
1088,"('R05644', 'forward')",1
1089,"('R09959', 'forward')",1
1090,"('R00089', 'reverse')",1
1091,"('R01562', 'reverse')",1
1092,"('R10283', 'reverse')",1
1093,"('R00272', 'forward')",1
1094,"('R01993', 'reverse')",1
1095,"('R00805', 'forward')",1
1096,"('R02778', 'forward')",1
1097,"('R07480', 'forward')",1
1098,"('R06871', 'reverse')",1
1099,"('R01649', 'reverse')",1
1100,"('R02752', 'forward')",1
1101,"('R00325', 'forward')",1
1102,"('R00525', 'forward')",1
1103,"('R02329', 'forward')",1
1104,"('R02526', 'forward')",1
1105,"('R02740', 'reverse')",1
1106,"('R09665', 'forward')",1
1107,"('R00962', 'reverse')",1
1108,"('R02139', 'reverse')",1
1109,"('R01890', 'reverse')",1
1110,"('R10338', 'forward')",1
1111,"('R00995', 'forward')",1
1112,"('R01483', 'reverse')",1
1113,"('R02278', 'forward')",1
1114,"('R05796', 'reverse')",1
1115,"('R00522', 'forward')",1
1116,"('R10616', 'reverse')",1
1117,"('R01417', 'reverse')",1
1118,"('R00441', 'forward')",1
1119,"('R01538', 'reverse')",1
1120,"('R07456', 'forward')",1
1121,"('R03693', 'forward')",1
1122,"('R07059', 'reverse')",1
1123,"('R01620', 'reverse')",1
1124,"('R02321', 'forward')",1
1125,"('R02485', 'forward')",1
1126,"('R02109', 'forward')",1
1127,"('R00956', 'forward')",1
1128,"('R01621', 'reverse')",1
1129,"('R00725', 'reverse')",1
1130,"('R01541', 'forward')",1
1131,"('R00947', 'forward')",1
1132,"('R06531', 'forward')",1
1133,"('R01445', 'reverse')",1
1134,"('R01132', 'reverse')",1
1135,"('R07393', 'forward')",1
1136,"('R00008', 'forward')",1
1137,"('R02421', 'reverse')",1
1138,"('R08359', 'forward')",1
1139,"('R08515', 'reverse')",1
1140,"('R00889', 'reverse')",1
1141,"('R02096', 'forward')",1
1142,"('R08612', 'forward')",1
1143,"('R00751', 'forward')",1
1144,"('R08057', 'reverse')",1
1145,"('R04053', 'forward')",1
1146,"('R02087', 'reverse')",1
1147,"('R06513', 'reverse')",1
1148,"('R01786', 'reverse')",1
1149,"('R00299', 'reverse')",1
1150,"('R08982', 'reverse')",1
1151,"('R03256', 'forward')",1
1152,"('R01805', 'reverse')",1
1153,"('R02927', 'forward')",1
1154,"('R02846', 'reverse')",1
1155,"('R01878', 'forward')",1
1156,"('R00289', 'forward')",1
1157,"('R00650', 'reverse')",1
1158,"('R01968', 'forward')",1
1159,"('R00126', 'forward')",1
1160,"('R05338', 'reverse')",1
1161,"('R02602', 'reverse')",1
1162,"('R00321', 'reverse')",1
1163,"('R00254', 'forward')",1
1164,"('R00256', 'forward')",1
1165,"('R05563', 'forward')",1
1166,"('R00821', 'reverse')",1
1167,"('R00239', 'forward')",1
1168,"('R03321', 'forward')",1
1169,"('R01761', 'reverse')",1
1170,"('R05763', 'forward')",1
1171,"('R10002', 'forward')",1
1172,"('R05380', 'forward')",1
1173,"('R09946', 'forward')",1
1174,"('R01635', 'forward')",1
1175,"('R00191', 'forward')",1
1176,"('R03819', 'reverse')",1
1177,"('R10832', 'forward')",1
1178,"('R00174', 'reverse')",1
1179,"('R02821', 'reverse')",1
1180,"('R01156', 'reverse')",1
1181,"('R01504', 'reverse')",1
1182,"('R00948', 'reverse')",1
1183,"('R01718', 'reverse')",1
1184,"('R05176', 'reverse')",1
1185,"('R03238', 'forward')",1
1186,"('R01881', 'reverse')",1
1187,"('R02279', 'reverse')",1
1188,"('R02508', 'reverse')",1
1189,"('R00876', 'forward')",1
1190,"('R01880', 'forward')",1
1191,"('R02091', 'reverse')",1
1192,"('R01877', 'reverse')",1
1193,"('R02360', 'reverse')",1
1194,"('R08056', 'forward')",1
1195,"('R00909', 'reverse')",1
1196,"('R09800', 'reverse')",1
1197,"('R01153', 'reverse')",1
1198,"('R05046', 'reverse')",1
1199,"('R01819', 'forward')",1
1200,"('R05166', 'forward')",1
1201,"('R05767', 'reverse')",1
1202,"('R00251', 'reverse')",1
1203,"('R06869', 'forward')",1
1204,"('R01641', 'reverse')",1
1205,"('R03375', 'reverse')",1
1206,"('R05135', 'reverse')",1
1207,"('R01560', 'reverse')",1
1208,"('R01790', 'reverse')",1
1209,"('R02280', 'forward')",1
1210,"('R03635', 'reverse')",1
1211,"('R07285', 'forward')",1
1212,"('R00554', 'forward')",1
1213,"('R02325', 'forward')",1
1214,"('R03034', 'reverse')",1
1215,"('R09717', 'reverse')",1
1216,"('R00320', 'reverse')",1
1217,"('R00965', 'forward')",1
1218,"('R10050', 'reverse')",1
1219,"('R09648', 'forward')",1
1220,"('R00670', 'reverse')",1
1221,"('R02320', 'reverse')",1
1222,"('R02038', 'forward')",1
1223,"('R03244', 'reverse')",1
1224,"('R03127', 'reverse')",1
1225,"('R00015', 'reverse')",1
1226,"('R03920', 'forward')",1
1227,"('R00306', 'reverse')",1
1228,"('R01440', 'forward')",1
1229,"('R01961', 'forward')",1
1230,"('R00659', 'forward')",1
1231,"('R09770', 'forward')",1
1232,"('R00338', 'forward')",1
1233,"('R05465', 'reverse')",1
1234,"('R03350', 'reverse')",1
1235,"('R00200', 'forward')",1
1236,"('R05141', 'reverse')",1
1237,"('R00341', 'forward')",1
1238,"('R00304', 'forward')",1
1239,"('R05378', 'forward')",1
1240,"('R00439', 'forward')",1
1241,"('R10305', 'forward')",1
1242,"('R03921', 'reverse')",1
1243,"('R10183', 'reverse')",1
1244,"('R05605', 'forward')",1
1245,"('R00803', 'forward')",1
1246,"('R03537', 'forward')",1
1247,"('R01514', 'forward')",1
1248,"('R02332', 'reverse')",1
1249,"('R01393', 'reverse')",1
1250,"('R03217', 'reverse')",1
1251,"('R01751', 'reverse')",1
1252,"('R00178', 'forward')",1
1253,"('R02120', 'forward')",1
1254,"('R03852', 'reverse')",1
1255,"('R07307', 'forward')",1
1256,"('R01762', 'forward')",1
1257,"('R00013', 'forward')",1
1258,"('R02168', 'reverse')",1
1259,"('R00131', 'reverse')",1
1260,"('R02071', 'reverse')",1
1261,"('R00418', 'reverse')",1
1262,"('R02297', 'forward')",1
1263,"('R10049', 'reverse')",1
1264,"('R01329', 'forward')",1
1265,"('R00303', 'reverse')",1
1266,"('R05069', 'reverse')",1
1267,"('R00123', 'forward')",1
1268,"('R07650', 'forward')",1
1269,"('R00524', 'forward')",1
1270,"('R00572', 'reverse')",1
1271,"('R01001', 'reverse')",1
1272,"('R02705', 'forward')",1
1273,"('R00513', 'forward')",1
1274,"('R02817', 'reverse')",1
1275,"('R07265', 'forward')",1
1276,"('R02754', 'reverse')",1
1277,"('R05071', 'forward')",1
1278,"('R01283', 'reverse')",1
1279,"('R00747', 'reverse')",1
1280,"('R01324', 'reverse')",1
1281,"('R02731', 'forward')",1
1282,"('R07392', 'reverse')",1
1283,"('R01138', 'forward')",1
1284,"('R01234', 'forward')",1
1285,"('R03929', 'forward')",1
1286,"('R06973', 'reverse')",1
1287,"('R01091', 'reverse')",1
1288,"('R01437', 'reverse')",1
1289,"('R08601', 'reverse')",1
1290,"('R02121', 'reverse')",1
1291,"('R09942', 'reverse')",1
1292,"('R01754', 'reverse')",1
1293,"('R01784', 'forward')",1
1294,"('R01573', 'reverse')",1
1295,"('R03083', 'reverse')",1
1296,"('R08195', 'forward')",1
1297,"('R00451', 'forward')",1
1298,"('R00878', 'reverse')",1
1299,"('R03115', 'reverse')",1
1300,"('R00911', 'forward')",1
1301,"('R01207', 'reverse')",1
1302,"('R08639', 'reverse')",1
1303,"('R00469', 'forward')",1
1304,"('R00802', 'reverse')",1
1305,"('R02089', 'forward')",1
1306,"('R01057', 'forward')",1
1307,"('R07264', 'forward')",1
1308,"('R04143', 'forward')",1
1309,"('R01983', 'reverse')",1
1310,"('R07674', 'forward')",1
1311,"('R09085', 'forward')",1
1312,"('R00362', 'forward')",1
1313,"('R08946', 'forward')",1
1314,"('R01394', 'reverse')",1
1315,"('R04620', 'reverse')",1
1316,"('R09483', 'forward')",1
1317,"('R03802', 'reverse')",1
1318,"('R00518', 'forward')",1
1319,"('R03928', 'reverse')",1
1320,"('R00327', 'forward')",1
1321,"('R01227', 'reverse')",1
1322,"('R02335', 'forward')",1
1323,"('R04425', 'reverse')",1
1324,"('R01540', 'forward')",1
1325,"('R00424', 'forward')",1
1326,"('R04277', 'reverse')",1
1327,"('R02185', 'reverse')",1
1328,"('R03277', 'reverse')",1
1329,"('R08193', 'reverse')",1
1330,"('R01395', 'reverse')",1
1331,"('R00488', 'reverse')",1
1332,"('R01016', 'forward')",1
1333,"('R00006', 'reverse')",1
1334,"('R01466', 'forward')",1
1335,"('R01905', 'reverse')",1
1336,"('R00458', 'reverse')",1
1337,"('R05518', 'reverse')",1
1338,"('R00517', 'forward')",1
1339,"('R00318', 'forward')",1
1340,"('R02739', 'forward')",1
1341,"('R00726', 'reverse')",1
1342,"('R01139', 'forward')",1
1343,"('R02575', 'forward')",1
1344,"('R01244', 'forward')",1
1345,"('R00485', 'forward')",1
1346,"('R01737', 'forward')",1
1347,"('R02426', 'reverse')",1
1348,"('R08947', 'forward')",1
1349,"('R00769', 'forward')",1
1350,"('R00511', 'forward')",1
1351,"('R00177', 'reverse')",1
1352,"('R01010', 'forward')",1
1353,"('R03459', 'reverse')",1
1354,"('R01634', 'forward')",1
1355,"('R02649', 'reverse')",1
1356,"('R01898', 'forward')",1
1357,"('R02142', 'reverse')",1
1358,"('R08603', 'reverse')",1
1359,"('R03240', 'reverse')",1
1360,"('R09666', 'reverse')",1
1361,"('R08632', 'reverse')",1
1362,"('R00657', 'forward')",1
1363,"('R00226', 'forward')",1
1364,"('R08648', 'forward')",1
1365,"('R02148', 'reverse')",1
1366,"('R05646', 'forward')",1
1367,"('R00180', 'forward')",1
1368,"('R02243', 'forward')",1
1369,"('R01748', 'forward')",1
1370,"('R03003', 'reverse')",1
1371,"('R10342', 'reverse')",1
1372,"('R01818', 'reverse')",1
1373,"('R00414', 'forward')",1
1374,"('R09952', 'reverse')",1
1375,"('R02102', 'forward')",1
1376,"('R01602', 'reverse')",1
1377,"('R07316', 'reverse')",1
1378,"('R02112', 'forward')",1
1379,"('R00957', 'reverse')",1
1380,"('R02833', 'reverse')",1
1381,"('R08555', 'reverse')",1
1382,"('R02073', 'reverse')",1
1383,"('R03275', 'forward')",1
1384,"('R00444', 'forward')",1
1385,"('R02737', 'reverse')",1
1386,"('R03351', 'reverse')",1
1387,"('R10205', 'forward')",1
1388,"('R02707', 'reverse')",1
1389,"('R09394', 'reverse')",1
1390,"('R01205', 'forward')",1
1391,"('R01519', 'forward')",1
1392,"('R01015', 'reverse')",1
1393,"('R02782', 'forward')",1
1394,"('R01600', 'forward')",1
1395,"('R01444', 'forward')",1
1396,"('R01447', 'reverse')",1
1397,"('R01967', 'reverse')",1
1398,"('R08570', 'forward')",1
1399,"('R01103', 'forward')",1
1400,"('R00262', 'forward')",1
1401,"('R02372', 'forward')",1
1402,"('R01326', 'reverse')",1
1403,"('R04320', 'forward')",1
1404,"('R09769', 'reverse')",1
1405,"('R07306', 'forward')",1
1406,"('R00434', 'forward')",1
1407,"('R03504', 'forward')",1
1408,"('R00897', 'reverse')",1
1409,"('R01810', 'reverse')",1
1410,"('R00188', 'forward')",1
1411,"('R01678', 'forward')",1
1412,"('R09531', 'reverse')",1
1413,"('R07917', 'forward')",1
1414,"('R09780', 'forward')",1
1415,"('R00953', 'reverse')",1
1416,"('R00669', 'forward')",1
1417,"('R01969', 'forward')",1
1418,"('R08548', 'reverse')",1
1419,"('R00806', 'forward')",1
1420,"('R01286', 'forward')",1
1421,"('R01577', 'reverse')",1
1422,"('R05768', 'reverse')",1
1423,"('R01206', 'forward')",1
1424,"('R02147', 'forward')",1
1425,"('R07672', 'forward')",1
1426,"('R01874', 'reverse')",1
1427,"('R06428', 'reverse')",1
1428,"('R00339', 'forward')",1
1429,"('R02714', 'reverse')",1
1430,"('R00839', 'reverse')",1
1431,"('R02035', 'forward')",1
1432,"('R05806', 'forward')",1
1433,"('R00952', 'reverse')",1
1434,"('R05636', 'reverse')",1
1435,"('R10060', 'reverse')",1
1436,"('R02145', 'forward')",1
1437,"('R00463', 'reverse')",1
1438,"('R01676', 'forward')",1
1439,"('R02948', 'forward')",1
1440,"('R09660', 'forward')",1
1441,"('R01100', 'reverse')",1
1442,"('R02187', 'reverse')",1
1443,"('R10266', 'reverse')",1
1444,"('R00132', 'reverse')",1
1445,"('R01101', 'forward')",1
1446,"('R00173', 'reverse')",1
1447,"('R10486', 'reverse')",1
1448,"('R01482', 'reverse')",1
1449,"('R04168', 'forward')",1
1450,"('R07274', 'reverse')",1
1451,"('R08575', 'forward')",1
1452,"('R02557', 'forward')",1
1453,"('R03187', 'forward')",1
1454,"('R09768', 'forward')",1
1455,"('R01068', 'reverse')",1
1456,"('R06171', 'reverse')",1
1457,"('R05339', 'reverse')",1
1458,"('R00442', 'forward')",1
1459,"('R00866', 'forward')",1
1460,"('R02732', 'reverse')",1
1461,"('R03634', 'reverse')",1
1462,"('R04420', 'reverse')",1
1463,"('R09772', 'reverse')",1
1464,"('R01228', 'forward')",1
1465,"('R09009', 'reverse')",1
1466,"('R02099', 'reverse')",1
1467,"('R02284', 'reverse')",1
1468,"('R00480', 'forward')",1
1469,"('R01092', 'reverse')",1
1470,"('R02296', 'reverse')",1
1471,"('R00293', 'reverse')",1
1472,"('R00949', 'reverse')",1
1473,"('R10344', 'forward')",1
1474,"('R02727', 'forward')",1
1475,"('R05790', 'forward')",1
1476,"('R00431', 'reverse')",1
1477,"('R06979', 'reverse')",1
1478,"('R02269', 'reverse')",1
1479,"('R07125', 'reverse')",1
1480,"('R02748', 'reverse')",1
1481,"('R01526', 'reverse')",1
1482,"('R08968', 'forward')",1
1483,"('R05138', 'reverse')",1
1484,"('R10691', 'reverse')",1
1485,"('R10153', 'forward')",1
1486,"('R01059', 'reverse')",1
1487,"('R01844', 'forward')",1
1488,"('R00771', 'reverse')",1
1489,"('R00772', 'reverse')",1
1490,"('R08615', 'reverse')",1
1491,"('R10345', 'forward')",1
1492,"('R00665', 'reverse')",1
1493,"('R00778', 'forward')",1
1494,"('R09667', 'forward')",1
1495,"('R01140', 'reverse')",1
1496,"('R01901', 'reverse')",1
1497,"('R00764', 'forward')",1
1498,"('R02751', 'reverse')",1
1499,"('R10809', 'forward')",1
1500,"('R01384', 'forward')",1
1501,"('R01965', 'reverse')",1
1502,"('R05606', 'forward')",1
1503,"('R05661', 'forward')",1
1504,"('R01576', 'reverse')",1
1505,"('R00477', 'forward')",1
1506,"('R02327', 'reverse')",1
1507,"('R00479', 'reverse')",1
1508,"('R00224', 'forward')",1
1509,"('R00437', 'reverse')",1
1510,"('R02522', 'reverse')",1
1511,"('R01660', 'forward')",1
1512,"('R00888', 'reverse')",1
1513,"('R00973', 'forward')",1
1514,"('R10818', 'reverse')",1
1515,"('R00324', 'reverse')",1
1516,"('R00028', 'reverse')",1
1517,"('R06437', 'reverse')",1
1518,"('R02730', 'reverse')",1
1519,"('R00269', 'reverse')",1
1520,"('R00568', 'forward')",1
1521,"('R01563', 'forward')",1
1522,"('R00292', 'forward')",1
1523,"('R00026', 'reverse')",1
1524,"('R01071', 'forward')",1
1525,"('R03118', 'forward')",1
1526,"('R07244', 'reverse')",1
1527,"('R08676', 'forward')",1
1528,"('R03260', 'reverse')",1
1529,"('R02888', 'reverse')",1
1530,"('R04858', 'reverse')",1
1531,"('R10092', 'forward')",1
1532,"('R08967', 'reverse')",1
1533,"('R03546', 'reverse')",1
1534,"('R05816', 'reverse')",1
1535,"('R00272', 'reverse')",1
1536,"('R01791', 'forward')",1
1537,"('R04478', 'forward')",1
1538,"('R03254', 'reverse')",1
1539,"('R01811', 'reverse')",1
1540,"('R02371', 'reverse')",1
1541,"('R00874', 'forward')",1
1542,"('R02556', 'forward')",1
1543,"('R10622', 'forward')",1
1544,"('R00505', 'reverse')",1
1545,"('R01385', 'forward')",1
1546,"('R00443', 'reverse')",1
1547,"('R09941', 'forward')",1
1548,"('R01876', 'forward')",1
1549,"('R01530', 'reverse')",1
1550,"('R00018', 'reverse')",1
1551,"('R03237', 'reverse')",1
1552,"('R00877', 'reverse')",1
1553,"('R02036', 'forward')",1
1554,"('R00525', 'reverse')",1
1555,"('R04422', 'forward')",1
1556,"('R00397', 'forward')",1
1557,"('R01821', 'forward')",1
1558,"('R09665', 'reverse')",1
1559,"('R00217', 'forward')",1
1560,"('R00181', 'forward')",1
1561,"('R01523', 'reverse')",1
1562,"('R10836', 'reverse')",1
1563,"('R00307', 'reverse')",1
1564,"('R01072', 'forward')",1
1565,"('R10619', 'forward')",1
1566,"('R02111', 'forward')",1
1567,"('R05608', 'reverse')",1
1568,"('R00440', 'reverse')",1
1569,"('R00435', 'forward')",1
1570,"('R05329', 'forward')",1
1571,"('R01056', 'reverse')",1
1572,"('R09668', 'reverse')",1
1573,"('R01082', 'forward')",1
1574,"('R01557', 'forward')",1
1575,"('R00075', 'forward')",1
1576,"('R02410', 'forward')",1
1577,"('R02743', 'forward')",1
1578,"('R07629', 'reverse')",1
1579,"('R00010', 'reverse')",1
1580,"('R01012', 'reverse')",1
1581,"('R02728', 'reverse')",1
1582,"('R00756', 'reverse')",1
1583,"('R01105', 'forward')",1
1584,"('R01511', 'forward')",1
1585,"('R00367', 'reverse')",1
1586,"('R00970', 'reverse')",1
1587,"('R00582', 'reverse')",1
1588,"('R01919', 'reverse')",1
1589,"('R00489', 'reverse')",1
1590,"('R00885', 'reverse')",1
1591,"('R02926', 'reverse')",1
1592,"('R00836', 'reverse')",1
1593,"('R00955', 'reverse')",1
1594,"('R01785', 'forward')",1
1595,"('R00350', 'reverse')",1
1596,"('R01131', 'reverse')",1
1597,"('R00960', 'reverse')",1
1598,"('R01549', 'forward')",1
1599,"('R00141', 'forward')",1
1600,"('R01289', 'reverse')",1
1601,"('R08514', 'forward')",1
1602,"('R00656', 'forward')",1
1603,"('R00411', 'reverse')",1
1604,"('R01327', 'forward')",1
1605,"('R00470', 'forward')",1
1606,"('R00289', 'reverse')",1
1607,"('R09374', 'forward')",1
1608,"('R00776', 'reverse')",1
1609,"('R00088', 'reverse')",1
1610,"('R00484', 'forward')",1
1611,"('R05142', 'reverse')",1
1612,"('R00471', 'reverse')",1
1613,"('R00516', 'forward')",1
1614,"('R00268', 'forward')",1
1615,"('R02189', 'reverse')",1
1616,"('R01288', 'reverse')",1
1617,"('R03315', 'forward')",1
1618,"('R00964', 'forward')",1
1619,"('R00376', 'forward')",1
1620,"('R06789', 'reverse')",1
1621,"('R02867', 'forward')",1
1622,"('R00750', 'reverse')",1
1623,"('R04482', 'reverse')",1
1624,"('R00748', 'reverse')",1
1625,"('R00150', 'forward')",1
1626,"('R01117', 'forward')",1
1627,"('R07395', 'reverse')",1
1628,"('R05804', 'forward')",1
1629,"('R01827', 'reverse')",1
1630,"('R00654', 'reverse')",1
1631,"('R09086', 'forward')",1
1632,"('R02719', 'reverse')",1
1633,"('R01055', 'reverse')",1
1634,"('R01863', 'reverse')",1
1635,"('R00340', 'forward')",1
1636,"('R08056', 'reverse')",1
1637,"('R02922', 'reverse')",1
1638,"('R01529', 'forward')",1
1639,"('R01561', 'forward')",1
1640,"('R03052', 'reverse')",1
1641,"('R01782', 'reverse')",1
1642,"('R00761', 'forward')",1
1643,"('R04639', 'reverse')",1
1644,"('R00838', 'forward')",1
1645,"('R09943', 'forward')",1
1646,"('R00337', 'forward')",1
1647,"('R00658', 'forward')",1
1648,"('R10555', 'forward')",1
1649,"('R01381', 'forward')",1
1650,"('R02865', 'reverse')",1
