rxn	iter
('R05779', 'forward')	1
('R04559', 'reverse')	1
('R01135', 'reverse')	1
('R01231', 'forward')	1
('R00332', 'reverse')	1
('R01080', 'reverse')	1
('R01514', 'forward')	1
('R07921', 'forward')	1
('R02148', 'forward')	1
('R03105', 'reverse')	1
('R10622', 'reverse')	1
('R02090', 'reverse')	1
('R00022', 'forward')	1
('R00650', 'reverse')	1
('R00434', 'reverse')	1
('R01243', 'forward')	1
('R03634', 'reverse')	1
('R10079', 'reverse')	1
('R01992', 'forward')	1
('R00526', 'reverse')	1
('R02283', 'reverse')	1
('R02370', 'reverse')	1
('R03118', 'reverse')	1
('R00369', 'reverse')	1
('R08947', 'reverse')	1
('R00499', 'reverse')	1
('R10338', 'forward')	1
('R03188', 'forward')	1
('R01216', 'reverse')	1
('R00969', 'forward')	1
('R01713', 'reverse')	1
('R05304', 'forward')	1
('R02649', 'forward')	1
('R05339', 'reverse')	1
('R00959', 'forward')	1
('R07256', 'reverse')	1
('R01676', 'forward')	1
('R03430', 'reverse')	1
('R03920', 'reverse')	1
('R02189', 'forward')	1
('R05768', 'reverse')	1
('R01566', 'forward')	1
('R07633', 'reverse')	1
('R04372', 'reverse')	1
('R01830', 'reverse')	1
('R02409', 'forward')	1
('R03801', 'forward')	1
('R00652', 'reverse')	1
('R00306', 'reverse')	1
('R01532', 'reverse')	1
('R00774', 'forward')	1
('R04029', 'reverse')	1
('R04177', 'reverse')	1
('R06836', 'reverse')	1
('R00569', 'forward')	1
('R00966', 'forward')	1
('R03996', 'reverse')	1
('R00602', 'reverse')	1
('R00658', 'forward')	1
('R01511', 'reverse')	1
('R00667', 'forward')	1
('R02557', 'forward')	1
('R02996', 'forward')	1
('R05790', 'reverse')	1
('R10523', 'forward')	1
('R06973', 'forward')	1
('R00867', 'reverse')	1
('R02320', 'reverse')	1
('R00178', 'forward')	1
('R03428', 'reverse')	1
('R07479', 'reverse')	1
('R09186', 'forward')	1
('R02636', 'forward')	1
('R02728', 'forward')	1
('R07918', 'reverse')	1
('R10049', 'reverse')	1
('R00181', 'reverse')	1
('R00220', 'forward')	1
('R05839', 'reverse')	1
('R08648', 'forward')	1
('R00088', 'reverse')	1
('R02890', 'forward')	1
('R00516', 'reverse')	1
('R00327', 'reverse')	1
('R01214', 'reverse')	1
('R10205', 'reverse')	1
('R00767', 'reverse')	1
('R02087', 'reverse')	1
('R02677', 'forward')	1
('R02749', 'forward')	1
('R07408', 'forward')	1
('R03540', 'forward')	1
('R02296', 'forward')	1
('R02948', 'forward')	1
('R09882', 'reverse')	1
('R01713', 'forward')	1
('R00261', 'reverse')	1
('R04639', 'reverse')	1
('R04780', 'reverse')	1
('R06514', 'reverse')	1
('R00509', 'forward')	1
('R10555', 'forward')	1
('R01215', 'reverse')	1
('R02360', 'forward')	1
('R07650', 'reverse')	1
('R08548', 'reverse')	1
('R03430', 'forward')	1
('R03920', 'forward')	1
('R07678', 'forward')	1
('R00039', 'reverse')	1
('R01064', 'reverse')	1
('R00527', 'reverse')	1
('R03003', 'forward')	1
('R03546', 'reverse')	1
('R01148', 'forward')	1
('R08967', 'reverse')	1
('R01011', 'reverse')	1
('R10345', 'forward')	1
('R01703', 'forward')	1
('R09680', 'reverse')	1
('R00336', 'reverse')	1
('R00905', 'forward')	1
('R00756', 'reverse')	1
('R00770', 'forward')	1
('R02806', 'reverse')	1
('R01432', 'forward')	1
('R01069', 'forward')	1
('R01440', 'forward')	1
('R01482', 'forward')	1
('R03887', 'forward')	1
('R01445', 'reverse')	1
('R00966', 'reverse')	1
('R10266', 'forward')	1
('R08991', 'reverse')	1
('R09664', 'forward')	1
('R02733', 'reverse')	1
('R00420', 'reverse')	1
('R01188', 'reverse')	1
('R01292', 'reverse')	1
('R02748', 'forward')	1
('R10838', 'forward')	1
('R10065', 'forward')	1
('R01548', 'reverse')	1
('R01399', 'reverse')	1
('R00761', 'forward')	1
('R00337', 'reverse')	1
('R00401', 'reverse')	1
('R02282', 'forward')	1
('R02754', 'forward')	1
('R04860', 'forward')	1
('R04532', 'forward')	1
('R05465', 'reverse')	1
('R02752', 'forward')	1
('R03928', 'reverse')	1
('R00339', 'forward')	1
('R00775', 'forward')	1
('R00026', 'forward')	1
('R10089', 'reverse')	1
('R09107', 'reverse')	1
('R01790', 'forward')	1
('R03929', 'forward')	1
('R01085', 'forward')	1
('R00967', 'reverse')	1
('R02714', 'reverse')	1
('R08616', 'reverse')	1
('R01583', 'forward')	1
('R01255', 'forward')	1
('R00175', 'forward')	1
('R00584', 'forward')	1
('R08694', 'reverse')	1
('R03457', 'reverse')	1
('R05071', 'forward')	1
('R00223', 'forward')	1
('R01987', 'reverse')	1
('R01819', 'reverse')	1
('R05070', 'reverse')	1
('R00554', 'forward')	1
('R01666', 'reverse')	1
('R05651', 'forward')	1
('R01244', 'reverse')	1
('R02361', 'reverse')	1
('R06171', 'reverse')	1
('R08615', 'reverse')	1
('R08982', 'forward')	1
('R09697', 'reverse')	1
('R09879', 'forward')	1
('R00479', 'forward')	1
('R01156', 'forward')	1
('R00461', 'forward')	1
('R04053', 'reverse')	1
('R00894', 'reverse')	1
('R00654', 'reverse')	1
('R08196', 'forward')	1
('R00132', 'reverse')	1
('R04152', 'reverse')	1
('R00948', 'forward')	1
('R00317', 'reverse')	1
('R10774', 'forward')	1
('R07414', 'reverse')	1
('R03122', 'reverse')	1
('R04425', 'forward')	1
('R01053', 'reverse')	1
('R00191', 'forward')	1
('R04378', 'reverse')	1
('R01529', 'forward')	1
('R01515', 'reverse')	1
('R02504', 'forward')	1
('R01014', 'forward')	1
('R09531', 'reverse')	1
('R01621', 'reverse')	1
('R05378', 'reverse')	1
('R09663', 'reverse')	1
('R02097', 'reverse')	1
('R02330', 'forward')	1
('R01993', 'forward')	1
('R00569', 'reverse')	1
('R02425', 'forward')	1
('R10442', 'forward')	1
('R00123', 'forward')	1
('R00959', 'reverse')	1
('R00552', 'reverse')	1
('R02604', 'forward')	1
('R02720', 'forward')	1
('R01829', 'reverse')	1
('R05304', 'reverse')	1
('R07392', 'forward')	1
('R00451', 'forward')	1
('R02731', 'reverse')	1
('R02189', 'reverse')	1
('R01190', 'reverse')	1
('R04208', 'reverse')	1
('R00515', 'forward')	1
('R01566', 'reverse')	1
('R00425', 'forward')	1
('R02530', 'forward')	1
('R04779', 'forward')	1
('R01684', 'forward')	1
('R00438', 'reverse')	1
('R00659', 'forward')	1
('R05141', 'forward')	1
('R01718', 'forward')	1
('R07404', 'forward')	1
('R00157', 'forward')	1
('R05799', 'reverse')	1
('R04143', 'reverse')	1
('R01804', 'forward')	1
('R00488', 'forward')	1
('R02735', 'forward')	1
('R03553', 'forward')	1
('R02187', 'reverse')	1
('R01611', 'reverse')	1
('R01092', 'forward')	1
('R01514', 'reverse')	1
('R04438', 'forward')	1
('R00502', 'reverse')	1
('R00340', 'forward')	1
('R02411', 'forward')	1
('R03801', 'reverse')	1
