ECNumber	PfamDomain	ConfidenceScore	Type	InInterPro
6.5.1.2	PF00533	0.8437549111	GOLD	No
2.4.2.18	PF00591	0.8427548889	GOLD	No
3.5.1.96	PF04952	0.8421017222	GOLD	No
2.7.1.35	PF08543	0.841699	GOLD	No
2.4.1.180	PF03808	0.8413113222	SILVER	Yes
3.4.13.21	PF03575	0.8399900556	SILVER	Yes
3.1.4.4	PF00614	0.8399641111	GOLD	No
2.7.11.21	PF00659	0.8395078889	GOLD	Yes
2.4.2.18	PF02885	0.8390011667	GOLD	No
6.1.1.19	PF05746	0.8389251667	GOLD	No
3.2.1.18	PF00064	0.8377314444	GOLD	Yes
1.14.16.2	PF12549	0.8373783889	GOLD	Yes
3.5.1.9	PF04199	0.8363655	GOLD	Yes
3.6.4.13	PF00270	0.8340612778	GOLD	Yes
3.2.2.8	PF01156	0.8326195	GOLD	No
3.4.25.1	PF00227	0.8311804444	GOLD	Yes
1.1.1.17	PF08125	0.8309814444	GOLD	No
3.6.1.54	PF12850	0.8305779444	GOLD	No
2.3.1.181	PF03099	0.8303383167	SILVER	Yes
2.5.1.18	PF02798	0.8302942778	GOLD	No
1.1.1.18	PF01408	0.8302538889	GOLD	No
3.1.26.5	PF00825	0.8300546111	GOLD	Yes
1.3.1.98	PF01565	0.8299628889	GOLD	Yes
2.4.2.31	PF01129	0.8297086667	GOLD	Yes
2.7.8.13	PF10555	0.8292775556	GOLD	Yes
2.7.7.61	PF03802	0.8290492222	GOLD	Yes
2.7.1.30	PF02782	0.8283460556	GOLD	No
1.2.1.12	PF02800	0.8282833889	GOLD	No
3.6.3.8	PF00689	0.828146	GOLD	No
4.1.99.17	PF13667	0.8276796111	GOLD	Yes
1.1.1.17	PF01232	0.827549	GOLD	No
1.3.3.11	PF03070	0.8264831667	GOLD	No
3.6.4.13	PF00271	0.826426	GOLD	Yes
1.18.1.3	PF14759	0.8261879444	GOLD	No
1.2.1.12	PF00044	0.825612	GOLD	No
1.5.1.42	PF01613	0.8244741667	GOLD	No
2.3.1.39	PF00698	0.8227513889	GOLD	No
2.7.1.107	PF00781	0.8219033889	GOLD	No
4.3.1.3	PF00221	0.8218549444	GOLD	No
2.7.1.107	PF00609	0.8210783333	GOLD	Yes
4.1.1.50	PF02675	0.8198336667	GOLD	Yes
3.6.1.22	PF09296	0.8194148889	GOLD	Yes
1.13.11.16	PF02900	0.8192327222	GOLD	No
3.2.1.99	PF04616	0.8186792778	GOLD	No
2.3.1.199	PF01151	0.8184235	GOLD	Yes
3.1.3.37	PF03320	0.8183283889	GOLD	No
4.1.2.13	PF00274	0.8168121111	GOLD	Yes
2.1.1.41	PF08498	0.8166629444	GOLD	No
2.8.1.4	PF02926	0.8164604444	GOLD	No
1.1.1.31	PF14833	0.8145647222	GOLD	No
1.21.4.3	PF04723	0.8142150556	GOLD	Yes
1.6.5.2	PF03358	0.8141331667	GOLD	No
4.3.1.19	PF00585	0.8134041667	GOLD	Yes
1.21.4.4	PF04723	0.8131369444	GOLD	Yes
3.5.1.110	PF00857	0.8122893333	GOLD	No
2.7.2.11	PF01472	0.8118981667	GOLD	No
6.3.4.18	PF02222	0.8112332222	GOLD	No
6.1.1.1	PF00579	0.8109522778	GOLD	No
2.4.1.12	PF03552	0.8088407222	GOLD	No
2.4.2.43	PF02366	0.8086844444	GOLD	No
6.2.1.5	PF08442	0.808405	GOLD	Yes
1.1.1.18	PF02894	0.807786	GOLD	No
1.7.99.4	PF01568	0.8060089444	GOLD	No
2.7.7.42	PF08335	0.8051591111	GOLD	No
3.1.5.1	PF13286	0.8042918889	GOLD	No
1.16.3.1	PF00210	0.8034076111	GOLD	No
3.6.3.49	PF14396	0.8024992222	GOLD	Yes
3.5.4.2	PF13382	0.7987471667	GOLD	Yes
2.1.2.9	PF00551	0.7971929444	GOLD	Yes
2.6.1.87	PF01041	0.7960276667	GOLD	No
6.1.1.10	PF09334	0.7946040556	GOLD	No
5.3.4.1	PF00085	0.7938392778	GOLD	No
3.5.1.2	PF04960	0.7930570556	GOLD	Yes
1.11.1.21	PF00141	0.7920729278	GOLD	No
3.2.1.39	PF00332	0.7919106111	GOLD	Yes
1.1.99.1	PF00732	0.7909365	GOLD	No
3.1.1.61	PF00072	0.7908340556	GOLD	No
2.5.1.55	PF00793	0.7907153889	GOLD	Yes
4.2.1.10	PF01220	0.7899699444	GOLD	Yes
5.4.99.18	PF00731	0.7897522778	GOLD	No
1.1.1.130	PF02615	0.7895975556	GOLD	No
2.4.1.207	PF00722	0.7887630556	GOLD	No
6.3.2.3	PF02955	0.7885678333	GOLD	Yes
3.4.19.12	PF00443	0.7869687778	GOLD	Yes
1.7.99.4	PF04879	0.7867951111	GOLD	No
6.3.2.3	PF02951	0.7850795	GOLD	Yes
2.7.3.2	PF02807	0.7847658889	GOLD	No
5.3.1.28	PF13580	0.7843076667	GOLD	No
1.1.1.37	PF00056	0.7842342222	GOLD	No
2.7.1.166	PF06293	0.7837293333	GOLD	No
2.4.1.315	PF06925	0.783015	GOLD	No
4.2.2.2	PF00544	0.7819922222	GOLD	No
1.1.99.1	PF05199	0.7814079444	GOLD	No
3.4.21.105	PF12122	0.7805346667	GOLD	Yes
2.7.1.78	PF03205	0.7799178056	SILVER	No
2.3.1.193	PF13725	0.7798296111	SILVER	No
2.7.1.33	PF03309	0.7793666667	GOLD	Yes
2.9.1.1	PF12390	0.7780834444	GOLD	Yes
4.2.1.136	PF01256	0.7758832222	GOLD	No
2.4.1.21	PF00534	0.7756915	GOLD	No
3.2.1.132	PF07335	0.7752433333	GOLD	Yes
2.6.1.16	PF01380	0.7751068889	GOLD	No
2.1.1.201	PF01209	0.7735686111	GOLD	No
1.1.1.44	PF03446	0.7719910556	GOLD	No
2.4.1.12	PF14569	0.7696853333	SILVER	Yes
2.7.7.8	PF01138	0.7694344444	GOLD	No
2.7.7.8	PF03725	0.7691785	GOLD	No
5.4.2.12	PF01676	0.7684493333	GOLD	No
4.6.1.2	PF00211	0.7679342778	GOLD	No
3.6.1.23	PF00692	0.7679226667	GOLD	No
2.2.1.7	PF02780	0.7675962222	GOLD	No
3.6.3.8	PF00690	0.7665677222	GOLD	No
2.3.1.12	PF02817	0.7657867778	GOLD	No
1.3.7.7	PF00148	0.7651563944	GOLD	No
6.3.5.11	PF07685	0.7649553333	GOLD	No
6.3.2.8	PF01225	0.7643225556	GOLD	No
2.7.7.8	PF00575	0.7637104444	GOLD	No
6.1.1.15	PF04073	0.7633305556	GOLD	Yes
5.1.3.13	PF00908	0.7629377222	GOLD	No
4.3.2.2	PF10397	0.7628998889	GOLD	Yes
1.1.1.85	PF00180	0.7623541111	GOLD	No
4.1.1.3	PF03737	0.7621757889	GOLD	No
1.21.4.2	PF04723	0.7617575556	GOLD	Yes
2.7.7.72	PF01743	0.7613570556	GOLD	Yes
1.15.1.1	PF02777	0.7598495	GOLD	Yes
1.15.1.1	PF00081	0.7577605	GOLD	Yes
1.9.3.1	PF00115	0.7552040556	GOLD	Yes
1.1.1.37	PF02866	0.7551405556	GOLD	No
2.5.1.31	PF01255	0.7545703333	GOLD	No
6.3.2.2	PF04107	0.7542320556	GOLD	Yes
5.4.2.8	PF03332	0.7536923889	GOLD	Yes
2.3.1.31	PF00561	0.7514331111	GOLD	No
4.1.3.27	PF04715	0.7511436111	GOLD	Yes
3.3.2.6	PF01433	0.7501527778	GOLD	No
3.2.1.139	PF07477	0.748473	GOLD	Yes
3.2.1.14	PF00704	0.7481051667	GOLD	No
3.2.1.139	PF07488	0.7477087778	GOLD	Yes
1.7.99.4	PF00384	0.7467159444	GOLD	No
2.4.1.281	PF04041	0.7446890556	GOLD	No
6.1.1.20	PF01409	0.7431588889	GOLD	Yes
2.1.1.43	PF00856	0.7428503889	GOLD	No
6.3.5.11	PF01656	0.7423093333	GOLD	No
4.6.1.2	PF01094	0.7418512778	SILVER	No
4.2.1.109	PF00596	0.7407663889	GOLD	No
3.1.1.77	PF09411	0.7402533333	GOLD	No
3.1.13.5	PF00570	0.7390381111	SILVER	No
1.1.1.205	PF00571	0.7386985556	GOLD	No
4.1.3.27	PF00425	0.7380066111	GOLD	No
3.1.4.37	PF05881	0.7376472778	GOLD	Yes
2.7.3.9	PF02896	0.7371317778	GOLD	No
3.5.4.4	PF00962	0.7369883333	GOLD	No
4.2.3.12	PF01242	0.7366772778	GOLD	No
6.1.1.3	PF02824	0.7357673333	GOLD	Yes
2.1.1.113	PF01555	0.7349822222	SILVER	No
3.1.1.31	PF10282	0.7349195056	SILVER	No
3.4.21.53	PF00004	0.7349018389	GOLD	No
1.13.12.3	PF02027	0.7342711111	GOLD	No
2.3.1.12	PF00198	0.7341436667	GOLD	No
3.1.26.4	PF01351	0.7332955556	GOLD	Yes
4.3.2.1	PF00206	0.7301755556	GOLD	No
2.3.3.13	PF00682	0.7293082222	GOLD	No
2.1.3.2	PF00185	0.7290858333	GOLD	No
2.1.3.2	PF02729	0.7284033889	GOLD	No
3.1.4.4	PF12357	0.7280172778	GOLD	Yes
1.1.1.290	PF00389	0.7272991667	GOLD	No
2.7.13.3	PF00512	0.7272945556	GOLD	Yes
2.8.3.5	PF01144	0.7268031667	GOLD	No
1.14.14.1	PF00067	0.7257821111	GOLD	No
3.5.4.16	PF01227	0.7254689444	GOLD	Yes
1.11.1.15	PF00578	0.7250633333	GOLD	Yes
3.4.11.18	PF00557	0.7248017778	GOLD	No
2.2.1.7	PF02779	0.7243971111	GOLD	No
1.17.4.1	PF02867	0.7229415	GOLD	Yes
3.6.3.25	PF12857	0.7216100556	GOLD	Yes
2.7.7.50	PF01331	0.7215337778	GOLD	Yes
3.5.1.103	PF02585	0.7209601111	GOLD	No
2.1.1.178	PF01189	0.7202721667	GOLD	No
2.7.1.78	PF06807	0.7196731278	SILVER	No
6.1.1.7	PF07973	0.7190992222	GOLD	No
3.2.1.45	PF02055	0.7176663333	GOLD	No
3.4.21.88	PF00717	0.7173600556	GOLD	No
4.2.1.20	PF00290	0.7157676667	GOLD	Yes
2.7.1.147	PF04587	0.7150658889	GOLD	No
1.8.1.2	PF01077	0.7148985556	GOLD	Yes
2.7.14.1	PF00217	0.7143099444	SILVER	No
2.5.1.19	PF00275	0.7141118889	GOLD	No
1.1.1.205	PF00478	0.7138791667	GOLD	No
4.2.1.80	PF01557	0.7137222222	GOLD	No
2.1.1.166	PF01728	0.7135389444	GOLD	No
2.4.1.38	PF13733	0.7134396111	GOLD	No
1.6.1.2	PF02233	0.7133958333	GOLD	Yes
6.2.1.1	PF13193	0.7125630556	GOLD	No
2.7.1.146	PF04587	0.7124318889	GOLD	No
5.2.1.8	PF00254	0.7116548889	GOLD	Yes
2.7.8.20	PF00884	0.7115735556	GOLD	No
3.2.1.139	PF03648	0.7112622778	GOLD	Yes
1.3.5.1	PF13085	0.7107547778	GOLD	Yes
2.7.9.2	PF01326	0.7093553889	SILVER	No
6.3.5.5	PF00988	0.7090147222	GOLD	Yes
3.2.1.8	PF00331	0.7074087222	GOLD	Yes
1.2.1.38	PF01118	0.7070661667	GOLD	No
1.7.1.13	PF14819	0.7059304444	GOLD	Yes
1.17.4.1	PF00317	0.7057473333	GOLD	Yes
2.7.11.32	PF03618	0.7052708889	GOLD	No
3.1.11.6	PF02601	0.7042563333	GOLD	Yes
2.1.1.63	PF02870	0.7038507778	GOLD	Yes
4.99.1.3	PF01903	0.7036313889	GOLD	Yes
2.7.1.137	PF00792	0.7031876111	GOLD	No
6.3.4.19	PF11734	0.702197	GOLD	Yes
1.2.1.31	PF07993	0.7017735556	GOLD	No
2.9.1.2	PF05889	0.7005702778	GOLD	No
2.8.3.16	PF02515	0.6994803889	GOLD	No
1.2.1.38	PF02774	0.6991382778	GOLD	Yes
1.1.1.3	PF03447	0.6990739444	GOLD	No
6.4.1.2	PF01039	0.697369	GOLD	Yes
2.7.1.137	PF00613	0.6959448889	GOLD	No
3.6.3.31	PF08402	0.6942136667	GOLD	No
3.2.2.23	PF06827	0.6931081111	GOLD	No
1.4.1.13	PF01645	0.6928691667	GOLD	No
5.3.3.2	PF01070	0.6922595556	GOLD	No
2.1.1.191	PF10672	0.6915508333	SILVER	No
2.1.1.37	PF01426	0.6909507722	GOLD	No
1.13.11.12	PF00305	0.690511	GOLD	No
2.7.1.48	PF00485	0.6886956667	GOLD	No
2.7.1.26	PF06574	0.6881771111	GOLD	Yes
2.8.4.3	PF00919	0.6867973889	GOLD	No
3.6.1.1	PF00719	0.6860403889	GOLD	Yes
1.10.2.2	PF02921	0.6850875	GOLD	Yes
4.3.3.6	PF01174	0.6844987778	GOLD	Yes
2.5.1.7	PF00275	0.6837658889	GOLD	No
3.1.11.6	PF02609	0.6833049444	GOLD	Yes
2.3.1.8	PF07085	0.682713	GOLD	Yes
2.1.1.72	PF02086	0.6825708333	GOLD	Yes
4.2.1.1	PF00484	0.6824476111	GOLD	Yes
5.99.1.3	PF00521	0.6820907778	GOLD	Yes
2.7.3.9	PF00391	0.6817871111	GOLD	No
2.3.1.20	PF03007	0.681174	GOLD	Yes
3.1.1.11	PF04043	0.6805400556	GOLD	Yes
3.1.13.5	PF01612	0.6799087778	SILVER	No
6.1.1.20	PF02912	0.6795615	GOLD	Yes
2.7.7.77	PF12804	0.6788518333	GOLD	No
3.1.11.6	PF13742	0.6784716111	GOLD	Yes
5.4.3.8	PF00202	0.6771276667	GOLD	No
3.1.3.48	PF00102	0.6746135556	GOLD	Yes
1.11.1.15	PF10417	0.6731525	GOLD	Yes
2.7.4.27	PF03618	0.6727973889	GOLD	No
1.1.1.25	PF01488	0.6719463333	GOLD	No
2.7.7.49	PF00078	0.6714868889	GOLD	Yes
3.1.1.5	PF01734	0.6710475	GOLD	No
4.2.1.130	PF01965	0.670923	GOLD	No
2.8.4.3	PF01938	0.6699289444	GOLD	No
2.1.1.56	PF03291	0.6686597778	GOLD	Yes
1.3.1.80	PF06405	0.6666666667	GOLD	No
2.3.2.15	PF05023	0.6666666667	GOLD	Yes
2.1.1.248	PF05369	0.6666666667	GOLD	Yes
3.4.24.77	PF02031	0.6666666667	GOLD	Yes
3.6.1.59	PF05652	0.6666666667	GOLD	Yes
5.1.3.17	PF06662	0.6666666667	GOLD	Yes
4.2.1.94	PF02982	0.6666666667	GOLD	Yes
1.13.99.1	PF05153	0.6666666667	GOLD	Yes
2.4.1.135	PF03360	0.6666666667	GOLD	No
1.13.11.55	PF07682	0.6666666667	GOLD	No
5.3.99.6	PF06351	0.6666666667	GOLD	Yes
3.4.24.36	PF01457	0.6665121111	GOLD	No
3.4.17.19	PF02074	0.66648	GOLD	Yes
4.4.1.19	PF02679	0.6664266667	GOLD	Yes
1.3.7.7	PF08369	0.6663402778	GOLD	Yes
2.7.1.58	PF05035	0.666195	GOLD	No
4.3.1.2	PF07476	0.6661897778	GOLD	Yes
4.3.1.2	PF05034	0.6659497778	GOLD	Yes
2.1.1.178	PF13636	0.665832	GOLD	Yes
3.2.1.106	PF03200	0.6653592778	GOLD	Yes
2.7.7.50	PF03919	0.6652504444	GOLD	Yes
4.4.1.5	PF00903	0.6651901111	GOLD	No
5.4.99.1	PF06368	0.6650043333	SILVER	Yes
2.7.7.85	PF02457	0.6643015	GOLD	Yes
2.4.1.101	PF03071	0.6640196111	GOLD	No
2.7.1.158	PF06090	0.6638888889	GOLD	Yes
1.5.5.1	PF05187	0.6638626667	GOLD	Yes
3.1.31.1	PF00565	0.6638365	GOLD	No
3.1.2.22	PF02089	0.6638157222	GOLD	No
5.5.1.4	PF07994	0.6636416667	GOLD	Yes
2.1.1.11	PF07109	0.6634921667	GOLD	Yes
3.4.22.34	PF01650	0.6631821667	GOLD	No
5.5.1.4	PF01658	0.6631091667	GOLD	Yes
1.3.7.5	PF05996	0.6630280556	GOLD	No
3.2.1.97	PF12905	0.6628663333	GOLD	Yes
1.4.1.1	PF05222	0.6627145	GOLD	No
3.5.1.18	PF01546	0.6626102778	GOLD	No
2.1.1.90	PF12176	0.6625455556	GOLD	No
3.5.3.15	PF03068	0.6624970556	GOLD	Yes
2.7.2.4	PF13840	0.6623505	GOLD	No
2.7.1.176	PF06414	0.6618261667	GOLD	No
2.1.2.5	PF07837	0.661647	GOLD	Yes
2.1.2.5	PF02971	0.6612658333	GOLD	Yes
3.2.1.46	PF02057	0.6611111111	GOLD	Yes
3.2.1.4	PF00759	0.6609492222	GOLD	Yes
2.3.2.2	PF01019	0.6608807778	GOLD	Yes
6.3.5.5	PF02787	0.6608558889	GOLD	Yes
3.2.1.32	PF11606	0.6608015	GOLD	Yes
3.1.25.1	PF03013	0.6608015	GOLD	No
1.14.14.5	PF00296	0.6607138333	GOLD	No
2.4.2.1	PF01048	0.6605723889	GOLD	No
4.1.1.9	PF05292	0.6602444444	GOLD	Yes
4.3.3.2	PF03088	0.6601882222	GOLD	No
1.2.1.41	PF00171	0.6593588889	GOLD	No
5.99.1.3	PF00204	0.6591142778	GOLD	Yes
1.5.99.12	PF09265	0.6583242778	GOLD	Yes
3.4.24.40	PF08548	0.6580402778	GOLD	Yes
3.4.23.52	PF06847	0.6575922222	GOLD	Yes
6.3.2.5	PF04127	0.6568930556	GOLD	Yes
3.4.21.106	PF09272	0.6564720556	GOLD	Yes
1.13.11.52	PF01231	0.6561357222	GOLD	No
4.1.99.1	PF01212	0.6559591111	GOLD	No
2.3.1.169	PF03598	0.6557287778	GOLD	No
3.4.22.40	PF03051	0.6556138333	GOLD	Yes
2.7.1.148	PF00288	0.6555206111	GOLD	No
1.8.1.4	PF02852	0.6553765556	GOLD	No
1.6.1.2	PF12769	0.6552756667	GOLD	Yes
5.4.99.2	PF01642	0.6551073333	GOLD	Yes
2.8.1.1	PF00581	0.6550222778	GOLD	No
2.4.1.221	PF10250	0.6547596667	GOLD	Yes
3.4.22.10	PF01640	0.6542141667	GOLD	Yes
2.7.1.164	PF08433	0.6541442778	GOLD	No
3.4.21.109	PF01390	0.6540833333	GOLD	No
2.3.1.164	PF03417	0.6540041111	GOLD	No
2.1.1.260	PF03587	0.6536485556	GOLD	No
2.10.1.1	PF03453	0.6534463333	GOLD	Yes
2.1.2.3	PF01808	0.653185	GOLD	Yes
2.1.1.190	PF05958	0.6528409444	GOLD	No
2.10.1.1	PF03454	0.6525715	GOLD	Yes
2.7.1.156	PF02283	0.6522031111	GOLD	Yes
2.7.6.2	PF04263	0.6521491667	GOLD	Yes
2.7.11.30	PF08515	0.6519627778	GOLD	Yes
2.3.1.15	PF01553	0.6518256111	GOLD	No
2.3.3.10	PF01154	0.6517052222	GOLD	No
6.3.5.2	PF02540	0.6513838889	GOLD	No
3.1.13.4	PF13423	0.651298	GOLD	Yes
2.3.3.10	PF08540	0.6512464444	GOLD	Yes
1.4.1.1	PF01262	0.6504185556	GOLD	No
4.1.1.5	PF03306	0.6502862222	GOLD	Yes
3.1.27.5	PF00074	0.6495055556	GOLD	No
3.4.17.21	PF04253	0.6494704444	GOLD	No
2.4.1.217	PF09488	0.6493944444	GOLD	Yes
3.6.3.16	PF02374	0.6493878889	GOLD	No
3.4.22.10	PF13734	0.6493425	GOLD	Yes
3.6.5.5	PF01031	0.6493388333	GOLD	No
3.4.22.68	PF02902	0.6491247222	GOLD	No
2.4.2.17	PF08029	0.6488314444	GOLD	Yes
3.4.24.84	PF01435	0.6485701667	GOLD	No
2.7.1.159	PF05770	0.6485666667	GOLD	Yes
2.3.1.81	PF02522	0.6483693333	GOLD	Yes
3.5.2.6	PF00144	0.6479355556	GOLD	No
3.1.1.45	PF01738	0.6476846667	GOLD	No
3.1.26.11	PF13691	0.6472304444	GOLD	Yes
6.1.1.20	PF03484	0.6468121111	GOLD	Yes
2.7.7.3	PF01467	0.6466623333	GOLD	No
2.1.1.13	PF02607	0.6461774444	GOLD	No
1.17.4.1	PF00268	0.6458907778	GOLD	Yes
1.1.1.290	PF02826	0.6455447778	GOLD	No
2.4.1.18	PF00128	0.6453485	GOLD	No
1.7.1.7	PF00478	0.6448473889	GOLD	No
3.4.21.102	PF03572	0.6446970556	GOLD	No
3.5.1.18	PF07687	0.6443152778	GOLD	No
1.8.4.8	PF01507	0.6438702778	GOLD	No
4.3.3.6	PF01680	0.6438396111	GOLD	Yes
2.2.1.9	PF02776	0.6437833333	GOLD	No
3.4.17.14	PF08291	0.6435531667	GOLD	No
4.2.1.147	PF08714	0.6431861111	GOLD	Yes
4.2.1.75	PF02602	0.6430653333	GOLD	Yes
3.7.1.2	PF09298	0.6429835	GOLD	Yes
1.3.1.76	PF13241	0.6425690556	GOLD	Yes
4.2.1.113	PF01188	0.6424565	GOLD	No
3.4.14.1	PF08773	0.6423890556	GOLD	No
3.2.1.101	PF03663	0.6418261111	GOLD	Yes
2.7.6.2	PF04265	0.6412771111	GOLD	Yes
3.4.24.20	PF14521	0.6406007222	GOLD	No
1.2.1.70	PF01488	0.6405401111	GOLD	No
4.2.2.23	PF09284	0.6402002222	GOLD	Yes
4.2.2.23	PF14686	0.6402002222	GOLD	No
4.2.2.23	PF14683	0.6402002222	GOLD	No
3.6.5.5	PF02212	0.6401807778	GOLD	No
4.2.1.53	PF06100	0.6401479444	GOLD	Yes
4.2.1.103	PF13278	0.6398141667	GOLD	No
3.5.3.15	PF08527	0.6396296667	GOLD	Yes
3.4.14.5	PF00930	0.6394895556	GOLD	Yes
3.1.1.41	PF05448	0.6393016667	GOLD	No
5.5.1.6	PF02431	0.6392813333	GOLD	No
6.3.4.15	PF02237	0.6392392778	GOLD	Yes
3.4.22.48	PF05543	0.6388888889	SILVER	No
2.5.1.108	PF01866	0.6388888889	GOLD	No
2.1.3.3	PF02729	0.6386565	GOLD	No
2.3.1.48	PF01853	0.638653	GOLD	Yes
2.1.3.3	PF00185	0.6385551667	GOLD	No
2.2.1.6	PF00205	0.6383380556	GOLD	No
1.5.1.5	PF02882	0.6381987222	GOLD	Yes
3.2.1.185	PF07944	0.6369316111	GOLD	No
3.2.1.129	PF12219	0.6368688333	GOLD	No
3.2.1.129	PF12217	0.6368688333	GOLD	No
3.2.1.129	PF12218	0.6368688333	GOLD	No
3.4.23.51	PF01750	0.6368688333	GOLD	No
2.4.2.6	PF05014	0.6364810556	GOLD	No
3.2.1.60	PF09081	0.6362370556	GOLD	No
1.3.1.44	PF07055	0.6360626111	GOLD	No
1.1.5.2	PF07995	0.6356275556	GOLD	No
2.7.7.46	PF10706	0.6354113333	GOLD	No
2.1.1.13	PF02965	0.6349272778	GOLD	Yes
3.4.24.3	PF01752	0.6346377222	GOLD	Yes
3.2.1.8	PF00457	0.6344541667	GOLD	Yes
1.5.1.5	PF00763	0.6342232222	GOLD	Yes
6.3.2.19	PF00179	0.6340005	GOLD	No
1.4.3.16	PF02910	0.6339920556	GOLD	No
2.5.1.73	PF05889	0.6338755556	GOLD	No
3.5.4.9	PF02882	0.6334786667	GOLD	Yes
2.4.99.12	PF04413	0.63346	GOLD	Yes
2.4.2.30	PF00644	0.6330862222	GOLD	No
2.7.6.3	PF01288	0.6327965	GOLD	Yes
1.15.1.2	PF01880	0.6327062778	GOLD	Yes
2.7.7.27	PF00483	0.6325517778	GOLD	No
3.4.24.83	PF09156	0.6325315	GOLD	No
3.4.21.98	PF02907	0.6324065	GOLD	Yes
3.1.3.27	PF04608	0.6323076111	GOLD	No
4.6.1.2	PF07701	0.6322925556	GOLD	Yes
6.1.1.20	PF03483	0.6319961667	GOLD	Yes
3.4.24.3	PF08453	0.6311324444	GOLD	Yes
3.4.21.97	PF00716	0.6308968889	GOLD	Yes
3.5.4.9	PF00763	0.6304248333	GOLD	Yes
2.1.1.179	PF07091	0.6296296111	GOLD	Yes
2.7.7.2	PF06574	0.6296211111	GOLD	Yes
3.2.1.113	PF01532	0.6295772778	GOLD	No
1.3.1.44	PF12241	0.6294053889	GOLD	No
2.7.11.13	PF00130	0.6287166111	GOLD	No
3.4.11.1	PF02789	0.6286336111	GOLD	No
2.4.2.48	PF14810	0.6283731111	SILVER	Yes
2.7.1.105	PF01591	0.6280747778	GOLD	Yes
2.8.4.4	PF00919	0.6279648889	GOLD	No
2.7.4.28	PF03618	0.6278612778	GOLD	No
2.7.11.33	PF03618	0.6278612778	GOLD	No
1.13.11.49	PF06778	0.6278089444	GOLD	No
4.1.1.15	PF00282	0.6273537222	GOLD	No
2.1.1.35	PF05958	0.6273370556	GOLD	No
6.1.1.14	PF02092	0.6272571667	GOLD	Yes
3.1.4.11	PF00168	0.6271988389	GOLD	No
3.2.1.50	PF05089	0.62718	SILVER	No
3.2.1.50	PF12972	0.62718	SILVER	No
4.1.3.1	PF00463	0.6266723889	GOLD	Yes
3.2.1.50	PF12971	0.626668	SILVER	No
3.5.4.10	PF01808	0.6263899444	GOLD	Yes
3.1.2.28	PF03061	0.6261914444	GOLD	No
2.7.1.29	PF02733	0.6250957222	GOLD	No
3.2.1.23	PF01301	0.6250765	GOLD	Yes
6.1.1.1	PF01479	0.6248981222	SILVER	No
3.4.21.89	PF00717	0.6246911111	GOLD	No
5.3.3.17	PF02567	0.6245349444	GOLD	No
6.2.1.1	PF00501	0.6240301111	GOLD	No
3.5.3.15	PF08526	0.6237859444	GOLD	Yes
6.4.1.1	PF02785	0.6235861111	GOLD	No
3.4.22.47	PF07675	0.6232628333	GOLD	No
6.3.3.1	PF02769	0.6231868889	GOLD	No
3.4.14.10	PF12580	0.6229058889	GOLD	Yes
3.2.1.15	PF00295	0.6228797778	GOLD	No
2.6.1.9	PF00155	0.6228684444	GOLD	No
1.14.13.9	PF01494	0.6228047222	GOLD	No
1.6.5.8	PF02508	0.6216802778	GOLD	No
3.4.22.51	PF12131	0.6214936667	SILVER	No
6.3.4.19	PF09179	0.6209016667	GOLD	Yes
2.4.1.11	PF05693	0.6208007778	GOLD	Yes
2.3.1.5	PF00797	0.6207622778	GOLD	Yes
3.4.21.72	PF03212	0.6207216667	GOLD	No
1.2.4.2	PF00676	0.6207148333	GOLD	No
2.4.2.53	PF00535	0.6205481111	GOLD	No
3.1.30.1	PF02265	0.6204337778	GOLD	Yes
3.4.21.72	PF02395	0.6201732778	GOLD	No
3.1.27.3	PF00545	0.6201047778	GOLD	No
1.3.1.24	PF09166	0.6193987778	GOLD	Yes
2.7.13.3	PF02518	0.6193494444	GOLD	No
2.7.1.148	PF08544	0.6190767222	GOLD	No
1.2.7.1	PF01558	0.6188448889	GOLD	No
4.1.99.3	PF00875	0.6185822778	GOLD	No
2.1.1.176	PF01189	0.618557	SILVER	No
2.3.1.35	PF01960	0.6185193889	GOLD	Yes
2.7.11.13	PF00433	0.6181211111	GOLD	No
4.1.1.20	PF02784	0.6178148333	GOLD	No
2.7.11.1	PF00069	0.6176018333	GOLD	Yes
5.4.2.7	PF01676	0.6172821667	GOLD	No
1.11.1.19	PF04261	0.6170412778	GOLD	No
1.3.1.44	PF12242	0.6168012778	GOLD	No
2.7.1.29	PF02734	0.6165343889	GOLD	No
3.5.1.5	PF00449	0.6154056667	GOLD	Yes
1.13.11.24	PF02678	0.6144516111	GOLD	No
3.4.11.21	PF02127	0.6144038889	GOLD	No
6.3.2.8	PF02875	0.6140852778	GOLD	No
1.15.1.1	PF00080	0.613713	GOLD	Yes
2.7.7.85	PF10635	0.6136981667	GOLD	Yes
3.4.24.69	PF01742	0.61364	GOLD	No
3.2.1.21	PF01915	0.6122927778	GOLD	No
6.3.1.5	PF02540	0.6117532778	GOLD	No
1.10.2.2	PF00355	0.6117025556	GOLD	No
6.4.1.2	PF03255	0.6113841667	GOLD	Yes
4.2.1.154	PF04673	0.6111111111	GOLD	No
1.4.3.13	PF01186	0.6111111111	GOLD	No
6.3.3.6	PF09147	0.6111111111	GOLD	No
2.1.1.211	PF07757	0.6111111111	GOLD	Yes
2.4.1.256	PF04922	0.6111111111	GOLD	Yes
4.2.2.6	PF14583	0.6111111111	GOLD	No
