ec	rxn
1.16.8.1	R05218
2.1.1.152	R05219
2.5.1.17	R05220
2.7.1.156	R05221
2.7.7.62	R05221
2.7.1.156	R05222
2.7.7.62	R05222
2.7.8.26	R05223
6.3.5.9	R05224
6.3.5.11	R05224
6.3.5.10	R05225
3.5.1.90	R05226
6.6.1.2	R05227
1.14.11.26	R05229
2.1.3.7	R05230
1.1.1.2	R05231
1.1.1.1	R05233
1.1.1.284	R05233
1.2.1.10	R05233
1.1.1.1	R05234
1.1.1.284	R05234
1.2.1.10	R05234
1.2.1.29	R05235
1.2.1.61	R05236
1.2.1.3	R05237
1.2.1.3	R05238
1.3.1.56	R05239
1.3.1.58	R05240
1.3.1.56	R05241
1.6.5.6	R05244
1.13.11.39	R05245
1.13.11.66	R05246
1.18.1.3	R05247
1.13.11.14	R05248
1.14.13.7	R05249
1.14.13.167	R05258
1.6.2.4	R05259
1.14.14.1	R05259
1.14.12.18	R05261
1.18.1.3	R05261
1.14.12.18	R05262
1.18.1.3	R05262
1.14.12.18	R05263
1.18.1.3	R05263
1.14.12.18	R05264
1.18.1.3	R05264
1.18.1.3	R05266
1.14.13.188	R05270
1.1.1.257	R05271
1.2.1.62	R05272
1.2.3.9	R05273
1.14.13.82	R05274
1.3.1.64	R05275
1.3.1.63	R05276
1.1.1.90	R05282
1.1.1.258	R05283
3.8.1.5	R05284
1.1.2.8	R05285
1.2.1.3	R05286
3.8.1.2	R05287
3.8.1.3	R05287
1.18.1.3	R05288
1.2.1.7	R05289
1.2.1.28	R05289
1.14.12.10	R05290
1.14.12.10	R05291
1.3.1.25	R05292
1.3.1.67	R05292
1.3.1.25	R05293
1.3.1.67	R05293
1.14.12.14	R05294
1.13.11.2	R05295
3.7.1.9	R05296
4.2.1.80	R05297
4.1.3.39	R05298
4.1.3.43	R05298
1.13.11.1	R05299
5.5.1.1	R05300
1.14.20.1	R05301
2.7.1.77	R05304
1.1.1.35	R05305
1.1.1.259	R05305
4.2.1.17	R05305
5.1.2.3	R05305
5.3.3.8	R05305
1.3.1.57	R05308
1.3.1.25	R05309
1.3.1.60	R05310
1.3.1.62	R05311
1.3.1.65	R05312
1.3.1.66	R05313
1.3.1.25	R05314
1.3.1.68	R05314
1.1.1.166	R05315
1.3.7.9	R05316
1.3.3.10	R05317
1.9.98.1	R05318
1.14.11.17	R05320
1.14.99.31	R05321
1.14.99.32	R05322
2.1.1.82	R05323
2.4.1.209	R05324
2.4.1.210	R05325
2.4.1.211	R05326
2.4.1.212	R05327
2.4.1.213	R05328
2.5.1.46	R05329
2.3.1.154	R05330
2.3.1.156	R05331
2.3.1.157	R05332
2.7.7.23	R05332
2.3.1.158	R05333
1.4.3.10	R05334
1.4.3.21	R05334
1.4.3.10	R05335
4.1.2.43	R05338
4.2.1.147	R05338
5.3.1.27	R05338
4.1.2.43	R05339
5.3.1.27	R05339
2.5.1.32	R05341
5.5.1.19	R05341
1.1.1.90	R05347
1.1.1.90	R05348
1.1.1.256	R05349
1.1.1.256	R05350
1.1.1.311	R05352
1.2.1.32	R05353
1.2.1.85	R05353
1.3.1.19	R05354
1.3.1.32	R05355
3.5.3.22	R05357
3.5.5.7	R05358
3.7.1.8	R05359
3.7.1.8	R05360
3.7.1.8	R05361
3.7.1.9	R05362
3.7.1.13	R05365
3.8.1.5	R05367
3.8.1.5	R05368
3.8.1.5	R05369
3.8.1.5	R05370
4.1.1.9	R05373
4.1.1.77	R05374
4.1.1.55	R05375
4.1.2.29	R05378
4.2.1.84	R05379
4.2.1.112	R05380
5.4.4.1	R05383
5.3.2.6	R05389
5.5.1.1	R05390
5.5.1.7	R05391
5.5.1.7	R05392
5.5.1.11	R05393
1.6.5.7	R05399
1.13.11.2	R05404
1.13.11.74	R05405
1.13.11.76	R05405
1.13.11.2	R05406
1.14.12.22	R05414
3.1.1.92	R05420
3.1.1.2	R05421
3.1.8.1	R05421
1.14.12.12	R05422
1.18.1.7	R05422
1.14.12.12	R05423
1.18.1.7	R05423
1.14.12.12	R05424
1.18.1.7	R05424
1.14.12.12	R05425
1.18.1.7	R05425
1.14.12.12	R05426
1.18.1.7	R05426
1.14.12.12	R05427
1.18.1.7	R05427
1.14.12.10	R05428
1.14.13.20	R05441
1.18.1.3	R05442
1.18.1.3	R05443
1.14.13.69	R05444
1.5.1.37	R05446
1.5.1.37	R05447
1.5.1.37	R05449
6.4.1.8	R05453
2.5.1.66	R05465
1.14.11.21	R05466
6.3.3.4	R05467
1.14.11.21	R05468
1.14.11.21	R05469
1.14.14.11	R05488
1.18.6.1	R05496
1.97.1.8	R05499
1.97.1.8	R05500
1.97.1.8	R05501
2.3.1.16	R05506
2.8.3.1	R05508
2.8.3.12	R05509
3.1.1.45	R05510
3.1.1.45	R05511
2.1.1.254	R05520
1.14.13.154	R05521
1.14.13.154	R05522
1.1.1.384	R05526
2.4.1.328	R05530
2.4.1.278	R05531
2.1.1.254	R05532
3.1.1.2	R05548
3.1.8.1	R05548
3.2.1.22	R05549
3.5.1.4	R05551
2.6.1.85	R05553
4.1.3.38	R05553
3.5.3.26	R05554
2.5.1.87	R05556
3.8.1.8	R05558
3.5.99.3	R05559
3.5.99.4	R05560
3.5.2.15	R05561
3.5.1.84	R05562
3.5.1.84	R05563
2.4.1.187	R05566
2.7.1.69	R05570
1.1.1.251	R05571
1.1.1.35	R05575
1.1.1.157	R05576
6.1.1.12	R05577
6.1.1.23	R05577
6.1.1.15	R05578
6.1.1.17	R05578
6.1.1.24	R05578
1.3.99.32	R05579
2.4.99.1	R05580
1.1.1.368	R05581
1.3.8.3	R05584
2.3.1.16	R05586
2.8.3.15	R05588
3.5.1.4	R05590
3.5.5.1	R05591
3.7.1.21	R05593
3.7.1.21	R05594
1.1.1.35	R05595
1.1.1.211	R05595
4.2.1.17	R05595
5.3.3.8	R05595
4.2.1.84	R05596
4.2.1.100	R05597
4.1.99.11	R05598
1.1.1.11	R05604
4.1.2.14	R05605
4.1.2.55	R05605
4.1.3.42	R05605
4.2.1.8	R05606
1.1.1.140	R05607
4.2.1.42	R05608
2.1.1.64	R05614
2.1.1.222	R05614
2.5.1.39	R05615
2.5.1.39	R05616
2.5.1.74	R05617
3.1.1.14	R05618
1.14.12.10	R05621
1.14.12.10	R05622
1.14.13.148	R05623
3.2.1.65	R05624
2.7.1.66	R05626
3.6.1.27	R05627
2.7.8.13	R05629
2.7.8.13	R05630
2.4.1.79	R05631
1.14.13.1	R05632
1.14.13.135	R05632
2.7.7.60	R05633
4.6.1.12	R05633
2.7.1.148	R05634
3.5.1.88	R05635
2.2.1.7	R05636
2.7.7.60	R05637
4.6.1.12	R05637
1.3.1.70	R05639
1.14.13.70	R05640
1.3.1.71	R05641
1.2.1.78	R05643
2.7.1.167	R05644
2.7.7.70	R05644
5.3.1.28	R05645
2.7.1.167	R05646
2.7.7.70	R05646
3.1.3.82	R05647
3.1.3.83	R05647
2.3.3.15	R05651
2.6.1.77	R05652
4.2.1.44	R05659
2.7.1.92	R05661
2.4.1.227	R05662
1.2.1.7	R05663
1.2.1.28	R05663
1.2.1.7	R05664
1.2.1.28	R05664
1.14.12.10	R05665
1.18.1.3	R05666
2.1.1.38	R05676
1.1.1.260	R05678
1.1.1.261	R05679
1.1.1.261	R05680
1.1.1.262	R05681
1.1.1.263	R05682
1.1.1.264	R05683
1.1.1.366	R05683
1.1.1.264	R05684
1.1.1.265	R05685
1.1.1.265	R05686
1.1.1.266	R05687
1.1.1.267	R05688
1.1.1.268	R05689
1.1.1.269	R05690
1.1.1.270	R05691
1.1.1.271	R05692
1.1.1.310	R05693
1.1.3.39	R05695
1.1.3.39	R05696
1.1.3.39	R05697
1.1.3.40	R05698
1.2.1.67	R05699
1.2.1.68	R05700
1.2.1.68	R05701
1.3.1.69	R05702
1.3.1.72	R05703
1.4.99.5	R05704
1.5.1.39	R05705
1.5.1.41	R05705
1.5.1.42	R05705
1.16.1.3	R05705
1.5.1.38	R05706
1.5.1.39	R05706
1.3.1.24	R05707
1.5.1.30	R05707
1.5.1.41	R05707
1.5.99.12	R05708
1.7.1.6	R05711
1.7.2.2	R05712
1.8.1.5	R05713
1.8.1.10	R05714
1.8.1.15	R05715
1.8.1.15	R05716
1.8.4.9	R05717
1.13.11.45	R05718
1.13.11.47	R05719
1.13.11.48	R05720
1.13.11.49	R05721
1.14.11.18	R05722
1.14.11.19	R05723
1.14.12.17	R05724
1.14.12.17	R05725
1.14.13.67	R05727
1.14.13.68	R05728
1.14.13.69	R05729
1.14.13.69	R05730
1.14.13.70	R05731
1.14.13.71	R05732
1.14.13.72	R05733
1.14.13.72	R05734
6.4.1.6	R05735
1.14.13.72	R05736
1.14.13.72	R05737
1.14.13.72	R05738
1.14.15.7	R05739
1.14.99.33	R05740
1.14.99.34	R05741
1.14.99.35	R05742
1.15.1.2	R05743
6.2.1.34	R05744
1.17.99.2	R05745
1.20.1.1	R05746
1.20.4.1	R05747
1.20.4.2	R05748
4.3.3.4	R05749
4.3.3.3	R05750
1.20.9.1	R05751
1.20.99.1	R05752
1.97.1.8	R05753
2.1.1.136	R05754
2.1.1.137	R05755
2.1.1.137	R05756
2.1.1.139	R05757
4.3.1.16	R05758
2.1.1.141	R05759
2.1.1.142	R05760
4.4.1.23	R05761
4.4.1.23	R05762
2.1.1.144	R05763
2.1.1.145	R05764
4.2.3.119	R05765
4.2.3.120	R05765
4.2.3.119	R05766
4.2.3.120	R05766
2.4.1.216	R05767
2.4.1.217	R05768
2.4.1.218	R05769
4.2.1.103	R05771
4.1.2.41	R05772
4.2.1.101	R05772
4.1.2.41	R05773
4.2.1.101	R05773
4.1.1.79	R05774
3.13.1.1	R05775
2.1.1.143	R05776
3.6.1.52	R05777
1.13.11.46	R05778
3.6.1.52	R05779
3.5.5.8	R05780
3.5.2.16	R05781
3.5.1.87	R05782
3.5.1.86	R05783
3.3.2.8	R05784
3.2.1.149	R05788
3.1.3.71	R05789
3.1.3.70	R05790
3.1.3.69	R05791
3.1.1.77	R05792
3.1.1.74	R05793
2.7.8.24	R05794
2.7.1.154	R05795
3.1.1.76	R05796
3.1.1.75	R05797
2.8.2.23	R05798
2.8.2.29	R05798
2.8.2.30	R05798
2.7.4.24	R05799
2.7.1.140	R05800
2.7.1.151	R05800
2.7.1.140	R05801
2.7.1.151	R05801
2.7.1.150	R05802
2.7.1.149	R05803
2.7.1.147	R05804
2.7.1.146	R05805
2.7.1.147	R05805
2.7.1.145	R05806
4.99.1.3	R05807
2.1.1.130	R05808
2.1.1.131	R05808
2.1.1.151	R05808
2.1.1.130	R05809
2.1.1.131	R05809
3.7.1.12	R05809
2.1.1.133	R05810
2.1.1.271	R05810
1.3.1.54	R05812
1.3.1.106	R05812
2.1.1.196	R05813
2.1.1.289	R05813
5.4.99.60	R05814
5.4.99.61	R05814
6.3.5.9	R05815
6.3.5.11	R05815
3.2.1.77	R05816
3.2.1.137	R05816
1.3.7.5	R05817
1.3.7.2	R05818
1.3.7.3	R05819
2.7.1.69	R05820
1.1.3.28	R05821
1.1.3.28	R05822
1.1.1.274	R05823
3.2.1.105	R05824
3.1.1.78	R05825
1.1.1.273	R05827
1.14.13.91	R05828
1.17.4.5	R05830
1.1.1.15	R05831
1.14.13.74	R05832
1.3.3.9	R05833
2.1.1.50	R05834
3.5.1.24	R05835
1.1.1.262	R05837
2.6.99.2	R05838
2.6.1.54	R05839
2.3.1.13	R05841
2.3.1.192	R05841
3.1.3.76	R05842
3.3.2.10	R05842
3.2.1.105	R05844
3.2.1.105	R05845
3.2.1.105	R05846
5.1.3.4	R05850
1.14.13.73	R05855
1.14.11.20	R05857
1.4.3.3	R05861
1.4.3.19	R05861
1.4.3.19	R05862
1.4.3.19	R05863
4.2.1.80	R05864
4.2.1.132	R05864
3.7.1.9	R05865
1.18.1.3	R05875
2.3.1.160	R05876
1.14.13.75	R05877
1.5.1.32	R05878
1.3.1.73	R05879
3.1.1.80	R05880
2.4.1.219	R05882
1.17.1.2	R05884
2.1.1.94	R05885
4.3.3.4	R05887
4.3.3.3	R05889
2.4.1.146	R05901
2.4.1.152	R05904
2.4.99.1	R05905
2.4.99.1	R05906
2.4.1.41	R05907
2.4.1.122	R05908
2.4.1.147	R05909
2.4.1.102	R05910
2.4.1.148	R05910
2.4.99.3	R05911
2.4.1.102	R05912
2.4.99.4	R05913
2.4.99.3	R05914
2.4.1.148	R05915
2.4.1.198	R05916
3.5.1.89	R05917
2.4.2.26	R05925
2.4.1.133	R05926
2.4.1.134	R05927
2.4.1.135	R05928
2.4.1.174	R05929
2.4.1.175	R05929
2.4.1.223	R05930
2.4.1.224	R05930
2.4.1.175	R05931
2.4.1.226	R05931
2.4.1.175	R05932
2.4.1.226	R05932
2.4.1.175	R05933
2.4.1.226	R05933
2.4.1.175	R05934
2.4.1.226	R05934
2.4.1.224	R05935
2.4.1.225	R05935
2.4.1.223	R05936
2.4.1.224	R05936
2.4.99.9	R05937
2.4.1.92	R05938
2.4.1.92	R05939
2.4.99.8	R05940
2.4.1.62	R05941
2.4.99.2	R05942
2.4.99.4	R05942
2.4.1.92	R05946
2.4.99.8	R05947
2.4.1.62	R05948
2.4.99.4	R05949
2.4.1.92	R05952
2.4.1.62	R05953
2.4.1.62	R05956
2.4.99.4	R05957
2.4.99.7	R05959
2.4.1.228	R05960
3.2.1.22	R05961
3.2.1.47	R05961
2.4.1.79	R05962
3.2.1.52	R05963
2.4.1.88	R05965
3.2.1.49	R05966
2.4.99.4	R05967
2.4.1.69	R05968
2.7.8.15	R05969
2.4.1.141	R05970
2.4.1.206	R05971
2.4.1.142	R05972
2.4.1.132	R05973
2.4.1.257	R05973
2.4.1.149	R05974
2.4.1.149	R05975
2.4.1.163	R05975
2.4.99.18	R05976
2.4.1.22	R05977
2.4.1.38	R05977
2.4.1.90	R05977
2.4.1.275	R05977
2.4.1.87	R05978
3.2.1.106	R05979
3.2.1.84	R05980
3.2.1.84	R05981
3.2.1.113	R05982
2.4.1.101	R05983
3.2.1.114	R05984
2.4.1.143	R05985
2.4.1.144	R05986
2.4.1.145	R05987
2.4.1.68	R05988
2.4.1.22	R05989
2.4.1.38	R05989
2.4.1.90	R05989
2.4.99.1	R05990
2.4.1.155	R05991
2.4.1.145	R05992
2.4.1.201	R05992
3.2.1.23	R05994
2.4.99.8	R05995
3.2.1.18	R05996
3.2.1.18	R05998
3.2.1.18	R05999
2.4.99.8	R06000
3.2.1.52	R06001
2.4.99.9	R06003
3.2.1.52	R06004
2.4.99.8	R06005
2.4.1.86	R06006
2.4.99.9	R06007
2.4.99.8	R06009
3.2.1.23	R06010
2.4.1.165	R06011
3.2.1.18	R06012
2.4.1.163	R06013
2.4.1.164	R06013
2.4.1.138	R06014
2.4.1.214	R06015
2.4.2.38	R06016
2.4.1.30	R06018
2.4.1.97	R06018
2.4.1.34	R06020
2.4.1.49	R06022
2.4.1.12	R06023
2.4.1.69	R06024
2.4.1.65	R06025
2.4.1.152	R06025
2.4.99.10	R06026
2.4.1.69	R06027
2.4.1.16	R06028
2.4.1.37	R06029
2.4.1.40	R06029
2.4.1.29	R06030
2.4.1.69	R06031
2.4.99.8	R06032
2.4.1.22	R06033
2.4.1.38	R06033
2.4.1.90	R06033
2.4.1.275	R06033
2.4.1.7	R06034
2.4.1.69	R06035
2.4.1.13	R06036
2.4.99.10	R06037
2.4.1.65	R06038
2.4.1.152	R06038
2.4.1.65	R06039
2.4.1.152	R06039
2.4.1.8	R06040
2.4.1.69	R06041
2.4.1.67	R06042
2.4.1.15	R06043
2.4.1.216	R06044
2.4.1.183	R06045
2.4.1.199	R06046
2.4.1.188	R06047
2.4.1.220	R06048
2.4.1.21	R06049
2.4.1.1	R06050
2.4.1.11	R06051
2.4.1.4	R06052
2.4.1.64	R06053
3.2.1.144	R06054
2.4.1.90	R06055
2.4.1.20	R06056
2.4.1.211	R06057
2.4.1.31	R06058
2.4.1.9	R06059
2.4.1.139	R06061
2.4.1.188	R06062
2.4.1.5	R06066
2.4.1.125	R06066
2.4.1.22	R06067
2.4.1.212	R06068
2.4.1.25	R06069
3.2.1.22	R06070
2.4.1.82	R06071
2.4.1.43	R06072
2.4.1.14	R06073
2.4.1.199	R06074
2.4.1.65	R06075
2.4.1.152	R06075
2.4.1.65	R06076
2.4.1.152	R06076
3.2.1.21	R06077
3.2.1.58	R06078
2.4.1.10	R06079
3.2.1.10	R06080
3.2.1.14	R06081
3.2.1.14	R06082
2.4.2.24	R06083
3.2.1.20	R06084
2.4.1.69	R06085
2.4.1.69	R06086
3.2.1.3	R06087
3.2.1.10	R06087
3.2.1.20	R06087
3.2.1.48	R06087
3.2.1.3	R06088
3.2.1.10	R06088
3.2.1.20	R06088
3.2.1.26	R06088
3.2.1.48	R06088
2.4.1.69	R06089
2.4.1.69	R06090
3.2.1.22	R06091
3.2.1.21	R06092
3.2.1.22	R06093
3.2.1.22	R06094
2.4.1.65	R06095
2.4.1.152	R06095
3.2.1.22	R06096
3.2.1.23	R06098
3.2.1.108	R06098
3.2.1.23	R06099
3.2.1.26	R06100
3.2.1.26	R06101
3.2.1.26	R06102
3.2.1.28	R06103
3.2.1.21	R06104
3.2.1.74	R06104
3.2.1.74	R06105
3.2.1.74	R06106
3.2.1.74	R06107
3.2.1.74	R06108
3.2.1.74	R06109
3.2.1.85	R06110
3.2.1.86	R06112
3.2.1.93	R06113
3.2.1.122	R06113
3.2.1.23	R06114
3.2.1.62	R06114
3.2.1.108	R06114
3.2.1.122	R06115
3.2.1.140	R06116
1.1.1.275	R06117
3.2.1.63	R06118
1.14.13.80	R06119
4.2.3.20	R06120
2.4.99.11	R06121
2.8.2.11	R06122
1.4.3.1	R06124
1.4.3.2	R06124
1.4.3.3	R06124
1.4.3.7	R06124
1.4.3.11	R06124
2.4.1.36	R06125
1.1.1.276	R06126
2.4.1.131	R06127
2.4.1.131	R06128
2.4.1.187	R06129
2.4.1.167	R06130
4.3.1.17	R06131
4.3.1.18	R06131
4.3.1.19	R06131
4.3.1.20	R06131
4.3.1.3	R06132
4.3.1.6	R06132
4.3.1.7	R06132
4.3.1.9	R06132
4.3.1.10	R06132
4.3.1.23	R06132
4.3.1.24	R06132
4.3.1.25	R06132
1.4.3.4	R06133
1.4.3.5	R06133
1.4.3.8	R06133
1.4.3.10	R06133
1.4.3.12	R06133
1.4.3.22	R06133
3.5.1.1	R06134
3.5.1.2	R06134
3.5.1.3	R06134
3.5.1.4	R06134
3.5.1.5	R06134
3.5.1.6	R06134
3.5.1.12	R06134
3.5.1.19	R06134
3.5.1.20	R06134
3.5.1.29	R06134
3.5.1.30	R06134
3.5.1.35	R06134
3.5.1.38	R06134
3.5.1.42	R06134
3.5.1.43	R06134
3.5.1.44	R06134
2.4.1.99	R06135
3.2.1.47	R06136
3.5.3.5	R06138
3.5.3.6	R06138
3.5.3.9	R06138
3.5.3.12	R06138
3.5.3.13	R06138
2.4.1.166	R06139
3.2.1.97	R06140
3.2.1.52	R06141
3.2.1.22	R06142
3.2.1.56	R06143
3.2.1.23	R06144
2.4.1.87	R06145
3.2.1.18	R06147
3.2.1.137	R06149
3.2.1.77	R06150
3.2.1.137	R06150
3.2.1.77	R06151
3.2.1.22	R06152
2.4.99.4	R06153
2.4.99.6	R06153
1.4.3.21	R06154
2.4.1.65	R06155
2.4.1.69	R06156
3.2.1.123	R06157
3.2.1.33	R06158
3.2.1.2	R06159
3.2.1.54	R06160
3.2.1.134	R06161
2.4.1.65	R06162
2.4.1.65	R06163
2.4.1.65	R06164
2.4.1.65	R06165
1.1.1.277	R06166
2.4.1.37	R06167
2.4.1.40	R06167
2.4.1.37	R06168
2.4.1.40	R06168
2.4.1.87	R06169
2.4.1.69	R06170
4.1.2.5	R06171
4.1.2.49	R06171
2.4.1.227	R06172
2.4.1.227	R06173
2.4.1.227	R06174
3.2.1.132	R06175
2.7.1.85	R06176
2.4.1.129	R06177
2.4.1.129	R06178
2.4.1.129	R06179
1.1.1.83	R06180
1.1.1.93	R06180
4.1.1.73	R06180
2.4.1.53	R06181
2.4.1.70	R06182
2.4.1.100	R06183
2.4.1.2	R06184
2.4.1.1	R06185
2.4.1.18	R06186
2.4.1.37	R06187
2.4.1.40	R06187
2.4.99.1	R06188
2.4.1.150	R06189
2.4.1.37	R06190
2.4.1.40	R06190
2.4.1.37	R06191
2.4.1.40	R06191
2.4.1.37	R06193
2.4.1.40	R06193
2.4.1.37	R06197
2.4.1.40	R06197
3.2.1.3	R06199
3.2.1.10	R06199
3.2.1.20	R06199
3.2.1.48	R06199
3.2.1.4	R06200
3.2.1.91	R06200
3.2.1.15	R06201
3.2.1.67	R06201
3.2.1.23	R06202
3.2.1.37	R06203
3.2.1.39	R06204
3.2.1.65	R06206
3.2.1.25	R06207
3.2.1.80	R06208
3.2.1.1	R06209
3.1.3.24	R06211
2.7.1.69	R06212
2.4.1.123	R06214
5.4.99.11	R06217
5.4.99.16	R06218
1.1.99.13	R06219
2.4.1.65	R06221
2.4.1.152	R06221
2.4.1.65	R06222
2.4.1.152	R06222
2.5.1.21	R06223
2.4.1.65	R06224
2.4.1.152	R06224
3.2.1.165	R06225
2.4.1.15	R06226
2.4.1.65	R06227
2.4.1.152	R06227
3.1.3.12	R06228
2.7.1.69	R06229
2.4.1.65	R06230
2.4.1.152	R06230
1.1.99.13	R06233
2.7.8.14	R06235
2.7.1.69	R06236
2.7.1.69	R06237
2.4.1.132	R06238
2.4.1.257	R06238
3.2.1.15	R06239
4.2.2.2	R06240
4.2.2.9	R06240
3.5.1.41	R06241
4.2.2.1	R06242
5.4.99.15	R06243
1.1.99.18	R06244
5.1.3.11	R06245
1.1.99.18	R06246
1.1.99.18	R06247
4.2.2.6	R06249
3.1.1.11	R06250
2.3.1.79	R06251
3.2.1.18	R06253
2.4.1.258	R06258
2.4.1.259	R06259
2.4.1.261	R06259
2.4.1.260	R06260
2.4.1.259	R06261
2.4.1.261	R06261
2.4.1.267	R06262
2.4.1.265	R06263
2.4.1.256	R06264
1.14.13.81	R06265
1.14.13.81	R06266
1.14.13.81	R06267
1.3.1.75	R06272
2.4.99.3	R06273
2.4.1.80	R06275
2.4.1.274	R06276
2.4.1.45	R06277
2.4.1.47	R06277
2.4.1.43	R06278
2.8.2.11	R06279
3.1.6.1	R06280
3.1.6.8	R06280
1.3.7.7	R06282
3.2.1.123	R06283
2.5.1.62	R06284
2.4.99.13	R06285
1.3.1.33	R06286
1.8.1.15	R06289
1.8.1.15	R06290
1.14.13.78	R06291
1.14.13.78	R06292
1.14.13.78	R06293
1.14.13.79	R06294
1.14.13.79	R06295
1.14.13.79	R06296
1.14.13.79	R06297
4.2.3.18	R06298
4.2.3.32	R06298
4.2.3.44	R06298
4.2.3.131	R06298
5.5.1.12	R06298
4.2.3.147	R06299
4.2.3.18	R06301
5.5.1.12	R06301
4.2.3.32	R06302
5.5.1.12	R06302
4.2.3.32	R06303
4.2.3.132	R06303
5.5.1.12	R06303
4.2.3.32	R06304
5.5.1.12	R06304
4.2.3.17	R06305
1.14.99.37	R06306
2.3.1.162	R06307
1.14.13.77	R06308
1.14.13.76	R06309
2.3.1.166	R06310
2.3.1.167	R06311
4.2.3.42	R06312
5.5.1.14	R06312
4.2.3.42	R06313
5.5.1.14	R06313
4.2.3.42	R06314
5.5.1.14	R06314
4.2.3.42	R06315
5.5.1.14	R06315
1.14.11.12	R06322
1.14.11.12	R06323
1.14.11.12	R06326
1.14.11.15	R06336
1.14.11.13	R06337
1.14.11.13	R06338
1.14.11.13	R06342
1.14.11.13	R06343
1.14.11.13	R06344
1.14.11.13	R06345
1.14.13.108	R06351
1.14.13.109	R06354
1.2.1.74	R06357
2.3.1.164	R06361
3.5.2.6	R06363
2.7.8.1	R06364
2.7.8.2	R06364
1.2.1.3	R06366
1.3.99.25	R06372
1.3.99.25	R06373
1.1.1.296	R06376
1.1.1.296	R06377
1.1.1.296	R06378
1.1.1.296	R06379
1.1.1.296	R06382
1.1.1.296	R06383
1.1.1.296	R06384
1.1.1.296	R06385
1.14.13.105	R06386
1.14.13.105	R06387
1.14.13.105	R06388
1.14.13.105	R06389
3.1.1.83	R06390
3.1.1.83	R06391
3.1.1.83	R06392
3.1.1.83	R06393
1.14.13.107	R06398
1.1.1.297	R06399
1.14.13.105	R06400
1.1.1.35	R06411
4.2.1.17	R06411
5.1.2.3	R06411
5.3.3.8	R06411
1.1.1.35	R06412
4.2.1.17	R06412
5.1.2.3	R06412
5.3.3.8	R06412
1.3.1.82	R06417
1.3.1.81	R06419
1.3.1.81	R06420
4.2.3.108	R06421
4.2.3.111	R06421
4.2.3.108	R06422
2.6.1.89	R06423
5.3.2.4	R06424
2.6.1.106	R06426
2.1.1.234	R06427
2.1.1.239	R06432
5.1.3.27	R06437
1.1.1.364	R06438
2.1.1.235	R06439
2.5.1.31	R06447
2.4.1.316	R06450
2.4.1.317	R06451
2.4.1.318	R06452
2.1.1.239	R06456
2.4.1.277	R06460
2.4.1.277	R06461
1.14.13.185	R06462
1.14.13.185	R06463
1.14.13.185	R06464
4.2.1.128	R06466
5.4.99.39	R06466
5.4.99.40	R06466
5.4.99.41	R06466
5.4.99.39	R06469
5.4.99.40	R06469
5.4.99.41	R06469
5.4.99.39	R06471
5.4.99.40	R06471
5.4.99.41	R06471
5.3.3.13	R06502
4.2.1.46	R06513
5.1.3.13	R06514
4.1.2.27	R06516
2.3.1.24	R06517
3.5.1.23	R06518
3.1.3.4	R06520
3.1.3.4	R06521
3.1.3.4	R06522
4.2.3.21	R06523
1.14.13.169	R06525
1.14.13.169	R06526
2.3.1.24	R06527
3.5.1.23	R06528
6.3.1.10	R06529
4.1.1.81	R06530
2.7.1.177	R06531
1.17.1.3	R06532
1.17.1.3	R06533
2.4.1.115	R06534
2.4.1.115	R06535
2.4.1.115	R06536
1.14.13.21	R06537
1.14.13.88	R06537
1.14.13.21	R06538
1.14.13.88	R06538
1.14.11.23	R06539
1.14.11.19	R06540
1.3.1.77	R06541
1.3.1.77	R06542
1.3.1.77	R06543
2.3.1.215	R06544
2.3.1.215	R06545
2.4.1.298	R06546
2.4.1.298	R06547
1.14.11.22	R06551
5.5.1.6	R06556
2.7.1.156	R06558
2.7.7.62	R06558
1.14.13.53	R06560
1.14.13.89	R06560
1.14.13.89	R06561
1.3.1.45	R06562
1.3.1.45	R06563
2.1.1.46	R06564
2.1.1.212	R06564
2.3.1.74	R06568
2.3.1.170	R06568
1.2.1.44	R06569
1.1.1.195	R06570
1.1.1.195	R06571
2.1.1.68	R06574
2.1.1.68	R06575
2.1.1.68	R06576
2.1.1.68	R06577
2.1.1.104	R06578
1.14.13.36	R06582
6.2.1.12	R06583
1.14.13.41	R06585
4.2.1.144	R06586
2.7.1.179	R06588
5.3.1.14	R06589
2.2.1.1	R06590
4.2.1.144	R06595
3.5.2.17	R06601
4.1.1.97	R06601
4.2.99.21	R06602
5.4.4.2	R06602
1.7.3.3	R06604
3.5.2.17	R06604
4.1.1.97	R06604
1.14.13.89	R06606
1.14.13.89	R06607
1.1.1.219	R06610
1.1.1.234	R06610
2.4.1.91	R06611
2.1.1.148	R06613
1.17.1.3	R06615
1.1.5.2	R06620
1.1.1.174	R06621
1.14.13.22	R06622
3.1.4.50	R06623
1.13.11.80	R06624
2.6.1.103	R06626
1.13.11.46	R06632
1.1.3.46	R06633
2.6.1.103	R06634
2.3.1.235	R06635
2.3.1.235	R06637
2.3.1.235	R06641
2.3.1.235	R06643
2.3.1.235	R06644
2.3.1.235	R06645
2.1.1.288	R06675
5.5.1.23	R06676
5.5.1.26	R06676
1.1.1.362	R06677
1.13.12.22	R06679
2.1.1.288	R06680
5.5.1.23	R06681
5.5.1.26	R06681
1.1.1.362	R06682
1.14.13.180	R06683
2.1.1.292	R06687
1.14.13.181	R06688
1.14.13.181	R06689
