,rn,rule
11460,R04336,spontaneous
11461,R04861,spontaneous
11462,R04914,spontaneous
11463,R05546,spontaneous
11464,R07420,spontaneous
11465,R07866,spontaneous
11469,R08848,spontaneous
11471,R09093,spontaneous
11480,R10506,spontaneous
11483,R11022,spontaneous
11484,R11028,spontaneous
11488,R11766,spontaneous
11489,R11767,spontaneous
11492,R12102,spontaneous
11493,R12103,spontaneous
11495,LAO_FM,278_604
11496,RZ_116,205
11497,RZ_133,2007
11498,RZ_491,275_3052_70_7541
11499,RZ_517,132
11500,RZ_518,149
11501,RZ_519,149
11502,RZ_1,spontaneous
11503,RZ_1,spontaneous
11504,RZ_2,spontaneous
11505,RZ_2,spontaneous
11506,RZ_3,spontaneous
11507,RZ_3,spontaneous
11508,RZ_3,spontaneous
11509,RZ_4,spontaneous
11510,RZ_4,spontaneous
11511,RZ_5,spontaneous
11512,RZ_5,spontaneous
11513,RZ_5,spontaneous
11514,RZ_6,spontaneous
11515,RZ_6,spontaneous
11516,RZ_7,spontaneous
11517,RZ_7,spontaneous
11518,RZ_8,spontaneous
11519,RZ_8,spontaneous
11520,RZ_9,spontaneous
11521,RZ_9,spontaneous
11522,RZ_10,spontaneous
11523,RZ_10,spontaneous
11524,RZ_11,spontaneous
11525,RZ_11,spontaneous
11534,RZ_16,spontaneous
11535,RZ_16,spontaneous
11538,RZ_18,spontaneous
11539,RZ_18,spontaneous
11540,RZ_19,spontaneous
11541,RZ_19,spontaneous
11542,RZ_20,spontaneous
11543,RZ_20,spontaneous
11546,RZ_22,spontaneous
11547,RZ_22,spontaneous
11550,RZ_24,spontaneous
11551,RZ_24,spontaneous
11552,RZ_25,spontaneous
11553,RZ_25,spontaneous
11556,RZ_27,spontaneous
11557,RZ_27,spontaneous
11558,RZ_28,spontaneous
11559,RZ_28,spontaneous
11560,RZ_29,spontaneous
11561,RZ_29,spontaneous
11562,RZ_30,spontaneous
11563,RZ_30,spontaneous
11564,RZ_31,spontaneous
11565,RZ_31,spontaneous
11566,RZ_32,spontaneous
11567,RZ_32,spontaneous
11568,RZ_33,spontaneous
11569,RZ_33,spontaneous
11570,RZ_34,spontaneous
11571,RZ_34,spontaneous
11572,RZ_35,spontaneous
11573,RZ_35,spontaneous
11576,RZ_37,spontaneous
11577,RZ_37,spontaneous
11578,RZ_38,spontaneous
11579,RZ_38,spontaneous
11580,RZ_39,spontaneous
11581,RZ_39,spontaneous
11582,RZ_40,spontaneous
11583,RZ_40,spontaneous
11584,RZ_41,spontaneous
11585,RZ_41,spontaneous
11586,RZ_42,spontaneous
11587,RZ_42,spontaneous
11588,RZ_43,spontaneous
11589,RZ_43,spontaneous
11590,RZ_44,spontaneous
11591,RZ_44,spontaneous
11592,RZ_45,spontaneous
11593,RZ_45,spontaneous
11594,RZ_46,spontaneous
11595,RZ_46,spontaneous
11596,RZ_47,spontaneous
11597,RZ_47,spontaneous
11598,RZ_48,spontaneous
11599,RZ_48,spontaneous
11602,RZ_50,spontaneous
11603,RZ_50,spontaneous
11608,RZ_53,spontaneous
11609,RZ_53,spontaneous
11616,RZ_57,spontaneous
11617,RZ_57,spontaneous
11620,RZ_59,spontaneous
11621,RZ_59,spontaneous
11632,RZ_65,spontaneous
11633,RZ_65,spontaneous
11634,RZ_66,spontaneous
11635,RZ_66,spontaneous
11658,RZ_78,spontaneous
11659,RZ_78,spontaneous
11660,RZ_79,spontaneous
11661,RZ_79,spontaneous
11676,RZ_87,spontaneous
11677,RZ_87,spontaneous
11678,RZ_88,spontaneous
11679,RZ_88,spontaneous
11680,RZ_88,spontaneous
11681,RZ_88,spontaneous
11682,RZ_89,spontaneous
11683,RZ_89,spontaneous
11684,RZ_90,spontaneous
11685,RZ_90,spontaneous
11686,RZ_91,spontaneous
11687,RZ_91,spontaneous
11688,RZ_92,spontaneous
11689,RZ_92,spontaneous
11690,RZ_93,spontaneous
11691,RZ_93,spontaneous
11696,RZ_96,spontaneous
11697,RZ_96,spontaneous
11698,RZ_97,spontaneous
11699,RZ_97,spontaneous
11700,RZ_98,spontaneous
11701,RZ_98,spontaneous
11702,RZ_99,spontaneous
11703,RZ_99,spontaneous
11704,RZ_100,spontaneous
11705,RZ_100,spontaneous
11706,RZ_101,spontaneous
11707,RZ_101,spontaneous
11708,RZ_102,spontaneous
11709,RZ_102,spontaneous
11714,RZ_105,spontaneous
11715,RZ_105,spontaneous
11716,RZ_106,spontaneous
11717,RZ_106,spontaneous
11718,RZ_107,spontaneous
11719,RZ_107,spontaneous
11724,RZ_110,spontaneous
11725,RZ_110,spontaneous
11726,RZ_111,spontaneous
11727,RZ_111,spontaneous
11728,RZ_112,spontaneous
11729,RZ_112,spontaneous
11730,RZ_113,spontaneous
11731,RZ_113,spontaneous
11740,RZ_119,spontaneous
11741,RZ_119,spontaneous
11742,RZ_120,spontaneous
11743,RZ_120,spontaneous
11744,RZ_121,spontaneous
11745,RZ_121,spontaneous
11746,RZ_122,spontaneous
11747,RZ_122,spontaneous
11772,RZ_136,spontaneous
11773,RZ_136,spontaneous
11774,RZ_137,spontaneous
11775,RZ_137,spontaneous
11776,RZ_138,spontaneous
11777,RZ_138,spontaneous
11778,RZ_138,spontaneous
11779,RZ_139,spontaneous
11780,RZ_139,spontaneous
11781,RZ_140,spontaneous
11782,RZ_140,spontaneous
11783,RZ_141,spontaneous
11784,RZ_141,spontaneous
11785,RZ_142,spontaneous
11786,RZ_142,spontaneous
11787,RZ_143,spontaneous
11788,RZ_143,spontaneous
11789,RZ_144,spontaneous
11790,RZ_144,spontaneous
11791,RZ_144,spontaneous
11804,RZ_151,spontaneous
11805,RZ_151,spontaneous
11806,RZ_152,spontaneous
11807,RZ_152,spontaneous
11808,RZ_153,spontaneous
11809,RZ_153,spontaneous
11810,RZ_154,spontaneous
11811,RZ_154,spontaneous
11812,RZ_155,spontaneous
11813,RZ_155,spontaneous
11822,RZ_160,spontaneous
11823,RZ_160,spontaneous
11834,RZ_166,spontaneous
11835,RZ_166,spontaneous
11842,RZ_170,spontaneous
11843,RZ_170,spontaneous
11846,RZ_172,spontaneous
11847,RZ_172,spontaneous
11856,RZ_177,spontaneous
11857,RZ_177,spontaneous
11860,RZ_179,spontaneous
11861,RZ_179,spontaneous
11868,RZ_183,spontaneous
11869,RZ_183,spontaneous
11870,RZ_184,spontaneous
11871,RZ_184,spontaneous
11872,RZ_185,spontaneous
11873,RZ_185,spontaneous
11880,RZ_189,spontaneous
11881,RZ_189,spontaneous
11888,RZ_193,spontaneous
11889,RZ_193,spontaneous
11892,RZ_195,spontaneous
11893,RZ_195,spontaneous
11894,RZ_196,spontaneous
11895,RZ_196,spontaneous
11896,RZ_197,spontaneous
11897,RZ_197,spontaneous
11898,RZ_198,spontaneous
11899,RZ_198,spontaneous
11900,RZ_199,spontaneous
11901,RZ_199,spontaneous
11912,RZ_205,spontaneous
11913,RZ_205,spontaneous
11916,RZ_207,spontaneous
11917,RZ_207,spontaneous
11918,RZ_208,spontaneous
11919,RZ_208,spontaneous
11926,RZ_212,spontaneous
11927,RZ_212,spontaneous
11930,RZ_214,spontaneous
11931,RZ_214,spontaneous
11940,RZ_219,spontaneous
11941,RZ_219,spontaneous
11948,RZ_223,spontaneous
11949,RZ_223,spontaneous
11952,RZ_225,spontaneous
11953,RZ_225,spontaneous
11962,RZ_230,spontaneous
11963,RZ_230,spontaneous
11968,RZ_233,spontaneous
11969,RZ_233,spontaneous
11970,RZ_234,spontaneous
11971,RZ_234,spontaneous
11984,RZ_241,spontaneous
11985,RZ_241,spontaneous
11986,RZ_242,spontaneous
11987,RZ_242,spontaneous
11988,RZ_243,spontaneous
11989,RZ_243,spontaneous
11992,RZ_245,spontaneous
11993,RZ_245,spontaneous
11994,RZ_246,spontaneous
11995,RZ_246,spontaneous
12004,RZ_251,spontaneous
12005,RZ_251,spontaneous
12008,RZ_253,spontaneous
12009,RZ_253,spontaneous
12010,RZ_254,spontaneous
12011,RZ_254,spontaneous
12012,RZ_255,spontaneous
12013,RZ_255,spontaneous
12016,RZ_257,spontaneous
12017,RZ_257,spontaneous
12018,RZ_258,spontaneous
12019,RZ_258,spontaneous
12030,RZ_264,spontaneous
12031,RZ_264,spontaneous
12032,RZ_265,spontaneous
12033,RZ_265,spontaneous
12034,RZ_266,spontaneous
12035,RZ_266,spontaneous
12036,RZ_267,spontaneous
12037,RZ_267,spontaneous
12038,RZ_268,spontaneous
12039,RZ_268,spontaneous
12040,RZ_269,spontaneous
12041,RZ_269,spontaneous
12042,RZ_270,spontaneous
12043,RZ_270,spontaneous
12044,RZ_271,spontaneous
12045,RZ_271,spontaneous
12046,RZ_272,spontaneous
12047,RZ_272,spontaneous
12048,RZ_273,spontaneous
12049,RZ_273,spontaneous
12050,RZ_274,spontaneous
12051,RZ_274,spontaneous
12052,RZ_275,spontaneous
12053,RZ_275,spontaneous
12056,RZ_277,spontaneous
12057,RZ_277,spontaneous
12058,RZ_278,spontaneous
12059,RZ_278,spontaneous
12060,RZ_279,spontaneous
12061,RZ_279,spontaneous
12062,RZ_280,spontaneous
12063,RZ_280,spontaneous
12064,RZ_281,spontaneous
12065,RZ_281,spontaneous
12066,RZ_282,spontaneous
12067,RZ_282,spontaneous
12070,RZ_284,spontaneous
12071,RZ_284,spontaneous
12072,RZ_285,spontaneous
12073,RZ_285,spontaneous
12076,RZ_287,spontaneous
12077,RZ_287,spontaneous
12080,RZ_289,spontaneous
12081,RZ_289,spontaneous
12082,RZ_290,spontaneous
12083,RZ_290,spontaneous
12088,RZ_293,spontaneous
12089,RZ_293,spontaneous
12090,RZ_294,spontaneous
12091,RZ_294,spontaneous
12094,RZ_296,spontaneous
12095,RZ_296,spontaneous
12096,RZ_297,spontaneous
12097,RZ_297,spontaneous
12110,RZ_304,spontaneous
12111,RZ_304,spontaneous
12112,RZ_305,spontaneous
12113,RZ_305,spontaneous
12114,RZ_306,spontaneous
12115,RZ_306,spontaneous
12116,RZ_307,spontaneous
12117,RZ_307,spontaneous
12118,RZ_308,spontaneous
12119,RZ_308,spontaneous
12126,RZ_312,spontaneous
12127,RZ_312,spontaneous
12128,RZ_313,spontaneous
12129,RZ_313,spontaneous
12130,RZ_314,spontaneous
12131,RZ_314,spontaneous
12132,RZ_315,spontaneous
12133,RZ_315,spontaneous
12134,RZ_316,spontaneous
12135,RZ_316,spontaneous
12136,RZ_317,spontaneous
12137,RZ_317,spontaneous
12138,RZ_318,spontaneous
12139,RZ_318,spontaneous
12140,RZ_319,spontaneous
12141,RZ_319,spontaneous
12142,RZ_320,spontaneous
12143,RZ_320,spontaneous
12148,RZ_323,spontaneous
12149,RZ_323,spontaneous
12156,RZ_327,spontaneous
12157,RZ_327,spontaneous
12158,RZ_328,spontaneous
12159,RZ_328,spontaneous
12162,RZ_330,spontaneous
12163,RZ_330,spontaneous
12168,RZ_333,spontaneous
12169,RZ_333,spontaneous
12180,RZ_339,spontaneous
12181,RZ_339,spontaneous
12184,RZ_341,spontaneous
12185,RZ_341,spontaneous
12186,RZ_342,spontaneous
12187,RZ_342,spontaneous
12188,RZ_343,spontaneous
12189,RZ_343,spontaneous
12190,RZ_344,spontaneous
12191,RZ_344,spontaneous
12196,RZ_347,spontaneous
12197,RZ_347,spontaneous
12198,RZ_348,spontaneous
12199,RZ_348,spontaneous
12200,RZ_349,spontaneous
12201,RZ_349,spontaneous
12206,RZ_352,spontaneous
12207,RZ_352,spontaneous
12208,RZ_353,spontaneous
12209,RZ_353,spontaneous
12210,RZ_354,spontaneous
12211,RZ_354,spontaneous
12212,RZ_355,spontaneous
12213,RZ_355,spontaneous
12214,RZ_356,spontaneous
12215,RZ_356,spontaneous
12218,RZ_358,spontaneous
12219,RZ_358,spontaneous
12224,RZ_361,spontaneous
12225,RZ_361,spontaneous
12226,RZ_362,spontaneous
12227,RZ_362,spontaneous
12232,RZ_365,spontaneous
12233,RZ_365,spontaneous
12234,RZ_366,spontaneous
12235,RZ_366,spontaneous
12236,RZ_367,spontaneous
12237,RZ_367,spontaneous
12238,RZ_368,spontaneous
12239,RZ_368,spontaneous
12240,RZ_369,spontaneous
12241,RZ_369,spontaneous
12244,RZ_371,spontaneous
12245,RZ_371,spontaneous
12246,RZ_372,spontaneous
12247,RZ_372,spontaneous
12250,RZ_374,spontaneous
12251,RZ_374,spontaneous
12254,RZ_376,spontaneous
12255,RZ_376,spontaneous
12258,RZ_378,spontaneous
12259,RZ_378,spontaneous
12262,RZ_380,spontaneous
12263,RZ_380,spontaneous
12264,RZ_381,spontaneous
12265,RZ_381,spontaneous
12268,RZ_383,spontaneous
12269,RZ_383,spontaneous
12270,RZ_384,spontaneous
12271,RZ_384,spontaneous
12274,RZ_386,spontaneous
12275,RZ_386,spontaneous
12278,RZ_388,spontaneous
12279,RZ_388,spontaneous
12280,RZ_389,spontaneous
12281,RZ_389,spontaneous
12282,RZ_390,spontaneous
12283,RZ_390,spontaneous
12284,RZ_391,spontaneous
12285,RZ_391,spontaneous
12286,RZ_392,spontaneous
12287,RZ_392,spontaneous
12288,RZ_393,spontaneous
12289,RZ_393,spontaneous
12290,RZ_394,spontaneous
12291,RZ_394,spontaneous
12292,RZ_395,spontaneous
12293,RZ_395,spontaneous
12294,RZ_396,spontaneous
12295,RZ_396,spontaneous
12300,RZ_399,spontaneous
12301,RZ_399,spontaneous
12306,RZ_402,spontaneous
12307,RZ_402,spontaneous
12310,RZ_404,spontaneous
12311,RZ_404,spontaneous
12314,RZ_406,spontaneous
12315,RZ_406,spontaneous
12316,RZ_407,spontaneous
12317,RZ_407,spontaneous
12318,RZ_408,spontaneous
12319,RZ_408,spontaneous
12320,RZ_409,spontaneous
12321,RZ_409,spontaneous
12322,RZ_410,spontaneous
12323,RZ_410,spontaneous
12326,RZ_412,spontaneous
12327,RZ_412,spontaneous
12328,RZ_413,spontaneous
12329,RZ_413,spontaneous
12330,RZ_414,spontaneous
12331,RZ_414,spontaneous
12332,RZ_415,spontaneous
12333,RZ_415,spontaneous
12334,RZ_416,spontaneous
12335,RZ_416,spontaneous
12336,RZ_417,spontaneous
12337,RZ_417,spontaneous
12338,RZ_418,spontaneous
12339,RZ_418,spontaneous
12362,RZ_430,spontaneous
12363,RZ_430,spontaneous
12364,RZ_431,spontaneous
12365,RZ_431,spontaneous
12366,RZ_432,spontaneous
12367,RZ_432,spontaneous
12368,RZ_433,spontaneous
12369,RZ_433,spontaneous
12370,RZ_434,spontaneous
12371,RZ_434,spontaneous
12372,RZ_435,spontaneous
12373,RZ_435,spontaneous
12374,RZ_436,spontaneous
12375,RZ_436,spontaneous
12376,RZ_437,spontaneous
12377,RZ_437,spontaneous
12378,RZ_438,spontaneous
12379,RZ_438,spontaneous
12380,RZ_439,spontaneous
12381,RZ_439,spontaneous
12382,RZ_440,spontaneous
12383,RZ_440,spontaneous
12386,RZ_442,spontaneous
12387,RZ_442,spontaneous
12388,RZ_443,spontaneous
12389,RZ_443,spontaneous
12390,RZ_444,spontaneous
12391,RZ_444,spontaneous
12392,RZ_445,spontaneous
12393,RZ_445,spontaneous
12394,RZ_446,spontaneous
12395,RZ_446,spontaneous
12396,RZ_447,spontaneous
12397,RZ_447,spontaneous
12398,RZ_448,spontaneous
12399,RZ_448,spontaneous
12400,RZ_449,spontaneous
12401,RZ_449,spontaneous
12402,RZ_450,spontaneous
12403,RZ_450,spontaneous
12404,RZ_451,spontaneous
12405,RZ_451,spontaneous
12406,RZ_452,spontaneous
12407,RZ_452,spontaneous
12408,RZ_453,spontaneous
12409,RZ_453,spontaneous
12410,RZ_454,spontaneous
12411,RZ_454,spontaneous
12412,RZ_455,spontaneous
12413,RZ_455,spontaneous
12414,RZ_456,spontaneous
12415,RZ_456,spontaneous
12428,RZ_463,spontaneous
12429,RZ_463,spontaneous
12434,RZ_466,spontaneous
12435,RZ_466,spontaneous
12448,RZ_473,spontaneous
12449,RZ_473,spontaneous
12450,RZ_474,spontaneous
12451,RZ_474,spontaneous
12456,RZ_477,spontaneous
12457,RZ_477,spontaneous
12458,RZ_478,spontaneous
12459,RZ_478,spontaneous
12460,RZ_478,spontaneous
12461,RZ_478,spontaneous
12464,RZ_480,spontaneous
12465,RZ_480,spontaneous
12466,RZ_481,spontaneous
12467,RZ_481,spontaneous
12470,RZ_483,spontaneous
12471,RZ_483,spontaneous
12474,RZ_485,spontaneous
12475,RZ_485,spontaneous
12476,RZ_486,spontaneous
12477,RZ_486,spontaneous
12488,RZ_493,spontaneous
12489,RZ_493,spontaneous
12490,RZ_494,spontaneous
12491,RZ_494,spontaneous
12492,RZ_494,spontaneous
12493,RZ_494,spontaneous
12496,RZ_496,spontaneous
12497,RZ_496,spontaneous
12498,RZ_497,spontaneous
12499,RZ_497,spontaneous
12500,RZ_498,spontaneous
12501,RZ_498,spontaneous
12502,RZ_499,spontaneous
12503,RZ_499,spontaneous
12504,RZ_500,spontaneous
12505,RZ_500,spontaneous
12506,RZ_501,spontaneous
12507,RZ_501,spontaneous
12508,RZ_501,spontaneous
12509,RZ_502,spontaneous
12510,RZ_502,spontaneous
12511,RZ_503,spontaneous
12512,RZ_503,spontaneous
12513,RZ_504,spontaneous
12514,RZ_504,spontaneous
12515,RZ_505,spontaneous
12516,RZ_505,spontaneous
12517,RZ_506,spontaneous
12518,RZ_506,spontaneous
12519,RZ_506,spontaneous
12520,RZ_507,spontaneous
12521,RZ_507,spontaneous
12522,RZ_508,spontaneous
12523,RZ_508,spontaneous
12526,RZ_510,spontaneous
12527,RZ_510,spontaneous
12528,RZ_511,spontaneous
12529,RZ_511,spontaneous
12532,RZ_513,spontaneous
12533,RZ_513,spontaneous
12534,RZ_514,spontaneous
12535,RZ_514,spontaneous
12536,RZ_515,spontaneous
12537,RZ_515,spontaneous
12538,RZ_516,spontaneous
12539,RZ_516,spontaneous
12540,R00002_v1,2007
12541,R00004_v1,2006
12542,R00004_v1,2
12543,R00004_v1,5104
12544,R00004_v1,2006_5104
12545,R00004_v2,2006
12546,R00004_v2,2
12547,R00004_v2,5104
12548,R00004_v2,2006_5104
12549,R00006_v1,2003_304_7574
12550,R00008_v1,2487
12551,R00008_v2,2487
12552,R00008_v3,2487
12555,R00010_v1,109
12556,R00010_v2,109
12558,R00013_v1,2003_7574
12559,R00014_v1,2003_7574
12560,R00014_v1,7522_7574
12561,R00014_v1,2003_304_7574
12562,R00017_v1,107
12563,R00018_v1,2003_298
12566,R00021_v1,2002_207_210_304
12567,R00021_v2,2002_207_210_304
12568,R00024_v1,302
12569,R00024_v1,2002_304
12570,R00028_v1,12_2002
12571,R00028_v1,2002
12572,R00028_v1,12_2002_355_4178
12573,R00028_v1,12_2002_4178
12574,R00028_v2,12_2002
12575,R00028_v2,2002
12576,R00028_v2,12_2002_355_4178
12577,R00028_v2,12_2002_4178
12578,R00029_v1,107
12579,R00031_v1,10_146
12580,R00032_v1,5
12581,R00036_v1,2002
12582,R00036_v2,2002
12583,R00036_v3,2002
12584,R00036_v4,2002
12585,R00045_v1,10_146
12592,R00058_v1,10_146
12593,R00058_v1,146
12594,R00066_v1,1
12595,R00067_v1,2007
12596,R00068_v1,3156
12601,R00074_v1,3156
12602,R00074_v1,146
12603,R00074_v2,3156
12604,R00074_v2,146
12605,R00074_v3,3156
12606,R00074_v3,146
12608,R00078_v1,241
12609,R00078_v1,3156
12610,R00078_v1,150
12611,R00080_v1,10_146
12618,R00084_v1,330_7523
12619,R00085_v1,2484
12620,R00085_v2,2484
12621,R00085_v3,2484
12622,R00085_v4,2484
12623,R00086_v1,2004
12624,R00086_v1,2484
12625,R00086_v1,159
12626,R00086_v2,2004
12627,R00086_v2,2484
12628,R00086_v2,159
12629,R00086_v3,2004
12630,R00086_v3,2484
12631,R00086_v3,159
12632,R00086_v4,2004
12633,R00086_v4,2484
12634,R00086_v4,159
12635,R00087_v1,304_378_7515_920
12636,R00087_v1,304_7515
12637,R00087_v1,304_378_7515
12638,R00087_v1,159
12639,R00087_v2,304_378_7515_920
12640,R00087_v2,304_7515
12641,R00087_v2,304_378_7515
12642,R00087_v2,159
12643,R00087_v3,304_378_7515_920
12644,R00087_v3,304_7515
12645,R00087_v3,304_378_7515
12646,R00087_v3,159
12648,R00089_v1,207
12649,R00089_v1,207_4035_4036
12650,R00089_v1,868
12653,R00089_v1,237_2498
12654,R00089_v1,304
12656,R00089_v2,207
12657,R00089_v2,207_4035_4036
12658,R00089_v2,868
12661,R00089_v2,237_2498
12662,R00089_v2,304
12664,R00089_v3,207
12665,R00089_v3,207_4035_4036
12666,R00089_v3,868
12669,R00089_v3,237_2498
12670,R00089_v3,304
12671,R00090_v1,2003_244
12672,R00090_v2,2003_244
12673,R00092_v1,7514
12674,R00093_v1,187_2002_2003_207_210_304
12675,R00094_v1,2003_244
12676,R00095_v1,2003_244
12677,R00095_v2,2003_244
12678,R00100_v1,1_7514
12679,R00103_v1,221
12680,R00103_v1,304_7515
12681,R00103_v1,304_378_7515
12682,R00103_v1,159
12683,R00103_v1,304_378_7515_920
12684,R00103_v2,221
12685,R00103_v2,304_7515
12686,R00103_v2,304_378_7515
12687,R00103_v2,159
12688,R00103_v2,304_378_7515_920
12689,R00103_v3,221
12690,R00103_v3,304_7515
12691,R00103_v3,304_378_7515
12692,R00103_v3,159
12693,R00103_v3,304_378_7515_920
12694,R00104_v1,2007_4004
12695,R00104_v2,2007_4004
12696,R00104_v3,2007_4004
12697,R00104_v4,2007_4004
12698,R00105_v1,2007_4004
12703,R00111_v1,3249
12704,R00111_v1,1_262_3687_7_7514
12705,R00111_v1,2004_3249
12706,R00111_v1,1_262_3687_7514
12707,R00111_v2,3249
12708,R00111_v2,1_262_3687_7_7514
12709,R00111_v2,2004_3249
12710,R00111_v2,1_262_3687_7514
12711,R00112_v1,2003_3892
12712,R00112_v1,2003_244
12713,R00114_v1,187_2002_2003_207_210_304
12714,R00115_v1,2003_244
12715,R00122_v1,2484
12716,R00122_v2,2484
12717,R00122_v3,2484
12718,R00122_v4,2484
12719,R00124_v1,2004
12720,R00124_v1,304
12721,R00126_v1,312
12722,R00126_v2,312
12723,R00129_v1,2003
12724,R00131_v1,11_2002_525_65
12725,R00132_v1,62
12726,R00132_v1,4126
12727,R00132_v2,62
12728,R00132_v2,4126
12731,R00135_v1,2011
12732,R00135_v1,2011_7529
12733,R00135_v1,7579
12734,R00137_v1,2005
12735,R00137_v1,2005_221
12736,R00137_v2,2005
12737,R00137_v2,2005_221
12738,R00137_v3,2005
12739,R00137_v3,2005_221
12740,R00137_v4,2005
12741,R00137_v4,2005_221
12742,R00139_v1,304
12743,R00143_v1,107_5
12744,R00143_v1,4017_7586
12745,R00143_v1,7586
12746,R00145_v1,2003_2007
12747,R00145_v1,2003_3692
12748,R00145_v1,2003
12749,R00146_v1,2003_2007
12750,R00146_v1,2003_3692
12751,R00146_v1,2003
12754,R00149_v1,101_2003_2007_206_2487_7543
12755,R00153_v1,2007
12756,R00155_v1,2484
12757,R00155_v1,5
12758,R00155_v2,2484
12759,R00155_v2,5
12760,R00155_v3,2484
12761,R00155_v3,5
12762,R00155_v4,2484
12763,R00155_v4,5
12764,R00156_v1,2004
12765,R00156_v1,304
12766,R00158_v1,7531
12767,R00158_v1,2004
12768,R00159_v1,2484
12769,R00159_v2,2484
12770,R00159_v3,2484
12771,R00159_v4,2484
12772,R00160_v1,304_378_7515_920
12773,R00160_v1,304_7515
12774,R00160_v1,221
12775,R00160_v1,304_378_7515
12776,R00160_v2,304_378_7515_920
12777,R00160_v2,304_7515
12778,R00160_v2,221
12779,R00160_v2,304_378_7515
12780,R00160_v3,304_378_7515_920
12781,R00160_v3,304_7515
12782,R00160_v3,221
12783,R00160_v3,304_378_7515
12784,R00161_v1,2005
12785,R00161_v1,2005_7541
12786,R00161_v1,1_2005
12787,R00161_v2,2005
12788,R00161_v2,2005_7541
12789,R00161_v2,1_2005
12790,R00161_v3,2005
12791,R00161_v3,2005_7541
12792,R00161_v3,1_2005
12793,R00173_v1,2006
12794,R00173_v2,2006
12795,R00174_v1,2006
12796,R00174_v1,190
12797,R00174_v1,1
12798,R00174_v2,2006
12799,R00174_v2,190
12800,R00174_v2,1
12801,R00174_v3,2006
12802,R00174_v3,190
12803,R00174_v3,1
12804,R00174_v4,2006
12805,R00174_v4,190
12806,R00174_v4,1
12807,R00177_v1,327
12808,R00177_v2,327
12809,R00178_v1,331
12810,R00178_v2,331
12812,R00181_v1,2002
12813,R00183_v1,2006
12814,R00183_v1,193_246_805
12815,R00183_v1,246_805
12816,R00183_v1,7527
12817,R00183_v2,2006
12818,R00183_v2,193_246_805
12819,R00183_v2,246_805
12820,R00183_v2,7527
12821,R00183_v3,2006
12822,R00183_v3,193_246_805
12823,R00183_v3,246_805
12824,R00183_v3,7527
12825,R00183_v4,2006
12826,R00183_v4,193_246_805
12827,R00183_v4,246_805
12828,R00183_v4,7527
12829,R00183_v5,2006
12830,R00183_v5,193_246_805
12831,R00183_v5,246_805
12832,R00183_v5,7527
12833,R00184_v1,221
12834,R00184_v2,221
12835,R00184_v3,221
12836,R00184_v4,221
12837,R00184_v5,221
12838,R00185_v1,2004
12839,R00185_v2,2004
12847,R00188_v1,2006
12848,R00188_v1,2002
12849,R00188_v1,2006_5104
12851,R00188_v2,2006
12852,R00188_v2,2002
12853,R00188_v2,2006_5104
12854,R00190_v1,7573
12855,R00191_v1,131_223
12856,R00191_v1,131
12857,R00191_v1,247
12858,R00191_v1,246
12859,R00191_v2,131_223
12860,R00191_v2,131
12861,R00191_v2,247
12862,R00191_v2,246
12863,R00191_v3,131_223
12864,R00191_v3,131
12865,R00191_v3,247
12866,R00191_v3,246
12867,R00191_v4,131_223
12868,R00191_v4,131
12869,R00191_v4,247
12870,R00191_v4,246
12871,R00192_v1,2003
12872,R00193_v1,2002_65
12873,R00195_v1,2003
12874,R00196_v1,2002
12875,R00196_v1,2002_243
12876,R00197_v1,217_304
12877,R00199_v1,2002_206_2487
12878,R00199_v2,2002_206_2487
12879,R00200_v1,2002_7518
12880,R00200_v1,1_2002_7518
12881,R00200_v2,2002_7518
12882,R00200_v2,1_2002_7518
12883,R00206_v1,2002_206_2487
12884,R00207_v1,2003_7574
12885,R00210_v1,2004_3687_7514_7574
12886,R00214_v1,2007
12887,R00215_v1,7510
12888,R00216_v1,2007_7510
12889,R00216_v1,2007
12890,R00217_v1,2002
12891,R00217_v2,2002
12892,R00217_v3,2002
12893,R00220_v1,2003_304
12894,R00220_v1,2003
12895,R00220_v1,4021
12896,R00220_v1,298_4021
12897,R00220_v2,2003_304
12898,R00220_v2,2003
12899,R00220_v2,4021
12900,R00220_v2,298_4021
12901,R00221_v1,1_2002
12902,R00221_v1,2003
12904,R00226_v1,2003_304_7574
12905,R00227_v1,331
12906,R00227_v1,2003
12907,R00227_v1,222_331
12908,R00229_v1,2003_2007_206
12913,R00237_v1,2002
12914,R00239_v1,7531
12915,R00239_v1,1_7531
12916,R00239_v1,7524_7531
12917,R00243_v1,2003_2007
12918,R00243_v1,2003
12919,R00248_v1,2003_2007
12920,R00248_v1,187_2002_2003_207_210_304
12921,R00253_v1,239_321
12922,R00253_v2,239_321
12923,R00254_v1,2011_304
12924,R00254_v1,304
12925,R00254_v2,2011_304
12926,R00254_v2,304
12927,R00254_v3,2011_304
12928,R00254_v3,304
12929,R00254_v4,2011_304
12930,R00254_v4,304
12931,R00256_v1,2007
12932,R00256_v1,101_2003_2007_206_2487_7543
12933,R00256_v1,101_2002_2003_2007_206_2487_7543
12935,R00256_v1,223_4019
12936,R00256_v2,2007
12937,R00256_v2,101_2003_2007_206_2487_7543
12938,R00256_v2,101_2002_2003_2007_206_2487_7543
12940,R00256_v2,223_4019
12942,R00260_v1,2007
12944,R00262_v1,2002
12945,R00267_v1,7510
12946,R00267_v2,7510
12947,R00268_v1,7510
