,rn,rule
1004,R01775,2003_298_7531
1008,R01773,2003_298_304_7531
1009,R01773,2003_298
1010,R01773,2003_298_304
1011,R01773,2003_298_7531
1013,R01771,212
1014,R01771,2006
1015,R01771,206
1016,R01513,2003
1026,R03460,129_2003_328
1027,R03460,328
1028,R03460,2002_2003_2004_2007_328_4002
1032,R02413,2002_2003_2007
1033,R02413,2003_2007
1034,R02413,2002_2003_2004_2007_328_4002
1054,R01373,304_7523
1055,R01373,7523
1056,R01373,164_304_7523
1058,R01730,2003
1059,R01728,129_164
1060,R01728,164_2003
1061,R01728,164
1062,R01728,129_2003
1063,R00714,7524
1064,R00713,7524
1069,R00259,213
1070,R00259,213_7531
1071,R00259,213_4953_602
1072,R00259,231_3117
1073,R03443,2003_298
1074,R03443,2003_213_298_7531
1076,R02649,7531
1077,R02649,213_7531
1078,R02649,2003_213_298_7531
1079,R02282,231_3117
1081,R01954,2005_253
1085,R01086,4953_602
1086,R01086,213_4953_602
1089,R00715,2003_298
1090,R00715,2003
1092,R02315,2003_298_3699
1093,R02315,2003_298
1102,R06979,10
1105,R04143,206
1110,R01920,2003
1111,R01920,2003_3699
1118,R01401,2011
1119,R01402,2011
1126,R02911,213
1128,R03130,101_2003
1132,R03889,7524
1137,R04323,2002
1144,R02416,323
1147,R06572,149
1151,R02193,2003
1154,R06576,101_2003
1155,R01615,2003
1156,R07433,323
1160,R00732,129_2003_328
1161,R00732,129_2003
1162,R00733,2003
1163,R02533,2003
1183,R02286,2002_65
1184,R02286,2002
1189,R00525,2011
1190,R00565,232
1192,R01883,2003
1196,R00127,2004
1197,R00127,375
1204,R01231,2005_2007_327
1205,R01231,2007
1208,R01230,2005_2007_327
1209,R01230,2007
1210,R00332,2004
1249,R02454,129_2003
1253,R03254,2002
1254,R01530,2007_282
1260,R05646,2005
1261,R05644,2005
1262,R01497,7516
1263,R03354,7516
1266,R04017,2004
1267,R01500,7512
1318,R04961,132_2002_2007_222_304_3323_7581
1319,R04961,2002
1320,R04961,2003
1321,R04961,132_2002_2007_222_304_3321_3323_7581
1334,R04969,132_2002_2007_222_304_3323_7581
1335,R04969,2002
1336,R04969,2003
1337,R04969,132_2002_2007_222_304_3321_3323_7581
1368,R04724,132_2002_2007_222_304_3323_7581
1369,R04724,2002
1370,R04724,2003
1371,R04724,132_2002_2007_222_304_3321_3323_7581
1372,R04966,132_2002_2007_222_304_3323_7581
1373,R04966,2002
1374,R04966,2003
1375,R04966,132_2002_2007_222_304_3321_3323_7581
1382,R04429,132_2002_2007_222_304_3323_7581
1383,R04429,2002
1384,R04429,2003
1385,R04429,132_2002_2007_222_304_3321_3323_7581
1449,R04958,132_2002_2007_222_304_3323_7581
1450,R04958,2002
1451,R04958,2003
1452,R04958,132_2002_2007_222_304_3321_3323_7581
1477,R04955,132_2002_2007_222_304_3323_7581
1478,R04955,2002
1479,R04955,2003
1480,R04955,132_2002_2007_222_304_3321_3323_7581
1483,R07162,2003_236
1484,R04743,129_2003_2486
1485,R04743,129_2003
1488,R06985,2003_236
1489,R03989,2003_236
1490,R04747,7581
1491,R01177,7581
1492,R04737,129_2003_2486
1493,R04737,129_2003
1498,R03858,7581
1501,R03776,2003_236
1502,R04739,129_2003_2486
1503,R04739,129_2003
1504,R04748,129_2003_2486
1505,R04748,129_2003
1506,R03991,7581
1507,R01278,2003_236
1510,R04742,7581
1511,R00391,7581
1512,R03856,2003_236
1513,R04753,2003_236
1516,R04741,129_2003_2486
1517,R04741,129_2003
1518,R03778,7581
1519,R04745,129_2003_2486
1520,R04745,129_2003
1521,R01778,129_2003_2486
1522,R01778,129_2003
1546,R01978,7581
1547,R01366,4295
1548,R01361,2003
1551,R00851,7558
1552,R00851,2006
1553,R00851,5050
1554,R02241,207
1555,R02241,3395
1556,R02241,2002
1557,R02241,7558
1558,R02241,386
1559,R02241,2
1560,R02241,109
1561,R02241,101_650
1562,R02241,2007
1567,R01890,2005
1570,R01320,3447
1571,R01320,2003
1572,R02056,3447
1573,R02056,2003
1574,R03424,3447
1575,R03424,2003
1576,R02038,2005
1577,R01468,206
1580,R01800,3883
1581,R01800,300
1584,R02978,2003
1587,R06517,109
1588,R06517,101
1589,R02082,304_5067
1590,R02082,304
1593,R01121,212_304
1626,R01351,7579
1632,R01451,3447_6166
1633,R07495,2003
1634,R07494,2003
1637,R12404,2003
1639,R03199,109
1640,R05639,3447_6166
1641,R12405,2003
1642,R03353,373
1643,R01456,3447_6166
1645,R05641,3447_6166
1647,R07497,10
1703,R01837,2003
1706,R07236,2003
1707,R07501,2003
1709,R10491,2003
1711,R10492,2003
1712,R07504,2003
1713,R10710,2003
1716,R07891,7581
1719,R07890,129_2003_2486
1720,R07895,7581
1725,R07898,129_2003_2486
1729,R07894,129_2003_2486
1731,R07899,7581
1734,R03402,9
1737,R00885,7516
1738,R00885,208_7516
1741,R07675,2002
1745,R00189,2005
1748,R07410,2003_298
1749,R00257,2005_246
1750,R03348,2002_325
1751,R07407,2003_298
1752,R04030,327_7584
1754,R07263,2486
1755,R09736,2003
1760,R08166,2002_218_7574_7579
1761,R08166,2002_7574_7579
1762,R08166,7579
1766,R07262,222
1771,R02473,2005_283
1772,R02473,2004_2005_283
1774,R02472,129_2003
1778,R00130,2004
1779,R00130,2004_2005
1780,R04230,2003
1781,R04231,2003_7564
1782,R04231,2003
1790,R03197,2002
1792,R00310,2007
1798,R05221,2004
1799,R04148,7553
1800,R04594,7525
1801,R04594,2484_7525
1802,R05222,2004
1804,R06558,2004
1805,R07302,7577
1806,R07302,327
1807,R06529,7577
1808,R06529,327
1819,R01825,2003_298
1821,R04210,2003_6096
1823,R05838,2002
1844,R03458,7501
1845,R03458,2492_7501
1846,R04457,2007
1850,R00936,266_7501
1851,R00936,7501
1860,R04639,7509
1861,R04639,230
1862,R04639,spontaneous
1863,R00428,7509
1864,R00428,230
1865,R00939,266_7501
1866,R00939,7501
1867,R05046,7509
1868,R05046,230
1877,R05048,7509
1878,R05048,230
1879,R05048,spontaneous
1880,R08771,2003
1881,R08770,2003
1887,R03469,206
1909,R05050,7524
1910,R01154,213
1913,R07415,2003
1914,R07418,7524
1915,R07419,2007
1916,R07414,321
1917,R07417,7524
1918,R02446,813
1919,R01613,7581
1921,R03123,2003
1927,R01067,7574
1928,R01067,7522_7574
1938,R00343,2003_279
1939,R10860,7524
1940,R01058,7524
1947,R09780,2002_2487
1948,R09780,2007
1949,R05339,2002_2487
1950,R05339,2007
1957,R04296,7512
1963,R08164,7512
1964,R08167,2004
1969,R07445,149
1971,R07447,3447
1972,R07446,149
1986,R02733,2011
1988,R04364,208_304
1989,R02755,2003_298
1990,R02755,298
2001,R04134,11
2002,R04134,11_2487
2003,R04418,7524
2004,R05600,2486
2005,R05619,4033_4052_633
2007,R05592,2486
2008,R05582,2003
2011,R03387,2484
2012,R01064,2002
2025,R11256,11_2002
2026,R11256,2002
2027,R01824,2002
2030,R02991,608_7579
2031,R02991,7579
2034,R06990,304
2037,R05389,315
2039,R09097,2003_298
2040,R05353,7524
2041,R05864,11
2042,R03966,315
2044,R02604,7579
2045,R02762,7524
2047,R05865,7579
2050,R10121,222
2052,R09725,7579
2055,R10117,222
2060,R10404,2003
2063,R00194,2011
2064,R10565,2003_298
2065,R10565,2003
2066,R10565,298
2067,R10563,2002
2068,R07676,2003_298
2069,R07676,2002
2070,R07676,2003
2071,R07676,298
2073,R10550,2002
2075,R10619,12
2076,R10351,2003
2077,R10349,141
2078,R10350,2003
2080,R06361,210
2093,R10485,2486
2094,R10556,2005_210
2100,R07658,2003_270_7571
2127,R06699,304
2129,R06700,304
2144,R10488,286
2146,R10340,4194
2157,R10934,7523
2159,R11067,2003
2160,R10917,2003
2173,R10573,2003
2174,R06437,10
2175,R06438,2003
2176,R10459,2003
2177,R11020,2003_375
2179,R06439,2003
2180,R06424,10
2183,R06427,2003
2185,R11051,2002
2186,R08933,2003
2187,R08934,10
2188,R06436,2003
2189,R05518,221
2190,R11041,2003
2191,R06433,10
2193,R11045,2003
2196,R11046,10
2197,R08597,10
2198,R06434,2003
2199,R05526,2003_298
2232,R10156,2003
2243,R11371,101_2003
2248,R10963,101_2003
2250,R11125,2003_2007_222_304_6094_7581
2251,R11125,2003_2007_222_6094_7581
2267,R11413,101_2003
2269,R11412,2007_222_6094_7581
2271,R11568,243
2273,R11463,7561
2275,R11569,243
2277,R09707,286
2278,R11072,2002
2279,R11719,230
2280,R08208,2003
2282,R09990,2003
2284,R07245,2003
2286,R12001,2002
2287,R12000,101_304
2288,R11522,304
2289,R10781,212
2290,R10561,212_304
2291,R10093,7531
2292,R10779,212_304
2293,R02081,304
2294,R02081,103_304
2295,R10780,2004
2323,R02921,7516
2324,R02921,2003_7516
2327,R12344,876
2329,R11655,2003_3692
2338,R10519,2003_298
2340,R05049,7524
2341,R04189,232
2344,R00832,213
2345,R00832,1_213
2348,R09395,325
2349,R09395,221_325
2356,R12423,2002
2357,R12427,314
2358,R12428,314
2360,R12432,314
2361,R12432,244_314
2362,R12431,314
2368,R05668,298
2369,R05669,221
2372,R11961,2007
2373,R11780,101_2003
2374,R11779,101_2003
2375,R11963,2007
2376,R11962,2007
2377,R12414,2003
2379,R12415,149
2383,R02058,213
2384,R00768,2007_210
2385,R00768,2007
2397,R10171,7581
2398,R10278,304
2402,R00619,10_7562
2403,R10686,7523
2404,R03471,281
2405,R03471,2002
2406,R03471,150
2410,R10988,7512
2411,R09759,7512
2412,R10989,7512
2413,R09757,7512
2414,R09758,7512
2415,R10990,7512
2416,R12420,217_304
2430,R08861,2007
2432,R12498,2002_2005
2433,R12499,4237
2434,R10940,4011_7584
2437,R12352,2005
2440,R10673,2002
2447,R05332,208_7516
2448,R00691,304_7523
2450,R09375,7501
2451,R09377,2492_304
2452,R09376,7501
2453,R00904,7524
2455,R09378,212
2456,R09379,2003
2457,R12608,304
2469,R12375,2003
2470,R07492,3447_6166
2471,R03200,109
2473,R07493,217
2476,R12371,2003
2480,R12377,101
2484,R03168,213
2489,R09800,2484_283
2490,R09800,283
2491,R09805,7524
2495,R00414,7512
2496,R01804,2002
2497,R01804,2002_70
2500,R12552,10_2003
2501,R12552,2003
2503,R12584,2005
2504,R12553,10_2003
2505,R12553,2003
2506,R10676,7512
2507,R05812,2003
2508,R07775,2003_7550
2509,R07775,7550
2510,R07775,2003
2512,R07774,2003_7550
2513,R07774,2003
2518,R05808,7550
2519,R07773,212
2525,R05814,2007
2526,R07772,4262
2529,R07772,2007_4262
2559,R08587,2011
2560,R10666,7523
2561,R08589,7523
2562,R10668,2011
2564,R04994,2003
2565,R12255,141
2566,R10709,2003
2575,R11040,2484
2576,R10935,2002
2579,R05506,7581
2580,R06575,101_2003
2593,R07529,101_2003
2595,R02827,304
2597,R09755,7516
2598,R10939,304
2600,R00835,2003_298
2605,R11082,230
2610,R00693,213
2614,R07989,7581
2616,R02528,2007_4002
2619,R06628,10
2625,R01782,2002
2630,R03942,2003
2631,R10691,11
2632,R05336,2003
2634,R11782,7558
2636,R12155,2002
2645,R11272,7512
2646,R11476,2003
2647,R09710,109
2651,R00935,7524
2652,R11309,11_12_2002
2653,R11936,2003
2655,R08004,101_2003
2657,R01333,7524
2660,R05803,206
2669,R12554,2003
2671,R12442,149
2672,R06545,323
2674,R06838,7579
2682,R00563,2003
2683,R00563,129_2003
2686,R09745,2003_244
2687,R08868,2002
2693,R08878,2002
2695,R01812,2003
2696,R07402,210
2701,R02278,2002
2702,R11471,129_2003
2704,R11750,149
2705,R03832,101_2003
2717,R00866,2484
2722,R02279,2002
2725,R07998,2003
2729,R10865,7512
2730,R10360,4194
2733,R10425,7512
2735,R10504,2003_236
2737,R03104,2003_279
2742,R03240,7560
2747,R00446,2003_298
2750,R02071,2007
2752,R00941,270_7524_7571
2755,R10249,2003
2756,R12117,7581
2758,R08086,7524
2760,R03070,286
2761,R10298,2002
2764,R10760,2002
2769,R11130,4033_4052_633
2775,R00931,172
2779,R01016,7543
2780,R02428,5
2786,R04132,11
2788,R06534,7512
2791,R00984,101_2003
2793,R02540,7552
2794,R06474,2003
2795,R11721,2002
2806,R08621,7510
2810,R11276,2003
2811,R07990,813
2812,R11286,2002
2816,R08708,10
2817,R05375,7523
2818,R03317,129_2003
2819,R03372,7525
2823,R10967,7581
2831,R02090,2004
2832,R09907,109
2837,R07882,323
2839,R01207,109
2842,R01445,109
2844,R02603,7579
2847,R09080,2003_298
2852,R01657,4194
2857,R11408,2487_7542
2858,R11266,2003
2860,R09770,212_304
2862,R08350,2003_206_219
2865,R12563,7512
2866,R10358,149
2868,R10659,3896
2869,R11264,286
2870,R03093,246
2871,R01754,212_304
2872,R10696,2486
2874,R01649,7579
2877,R11934,2003
2878,R11617,210
2882,R11772,2002
2883,R01524,2003_236
2888,R12059,2005
2891,R11615,2003_2007_222_236_6094_7581
2893,R01901,2484
2898,R08754,5
2899,R11282,7512
2904,R01134,2002
2905,R01617,323
2906,R05783,7552
2911,R11707,7589
2915,R09689,109
2917,R11173,7525
2921,R10072,149
2927,R08788,101_2003
2928,R11799,2003
2931,R05799,2003_206_7525
2938,R11861,810
2939,R05626,3086
2954,R08138,149
2958,R02937,7552
2961,R08642,7510
2966,R04996,7524
2974,R03347,2004
2976,R06556,813
2984,R09712,109
2985,R08144,2006
2992,R01461,206
2993,R01461,269
2996,R11595,2003
2998,R02063,5
2999,R04205,323
3000,R02594,7512
3004,R01747,129_2003
3009,R05593,2486
3011,R09123,141
3013,R12558,7512
3019,R06627,2003_375
3023,R07995,813
3026,R02220,2003
3028,R02948,4111
3031,R10187,7512
3039,R04891,7524
3043,R09708,109
3055,R02697,7524
3059,R02487,4033_4052_633
3060,R10598,109_141
3063,R02380,7512
3065,R10065,206
3067,R10762,141
3068,R12285,141
3069,R12434,314
3070,R12434,244_314
3072,R04711,2003
3088,R05590,7552
3090,R05064,2486
3092,R06478,2003
3093,R03366,101_2003
3094,R01350,10_7579
3095,R01350,7579
3111,R11183,2484
3116,R02174,2003
3117,R03396,2003
3118,R09690,2003_244
3121,R08132,149
3122,R11954,2003
3127,R12256,2003
3134,R09701,109
3144,R03296,286
3148,R04247,2005
3160,R10420,2003
3168,R08625,7510
3169,R00755,2003_7574
3172,R11546,3447
3174,R00803,12_2002
3175,R00803,2002
3176,R09616,109_141
3177,R11787,7534
3178,R12024,246
3183,R01906,2002
3190,R05551,7552
3193,R12701,208
3195,R06574,101_2003
3199,R07910,323
3203,R10253,323
3205,R03984,2485
3206,R03984,109_2485
3208,R11278,7512
3211,R03157,2003_2007_206
3217,R01614,7581
3219,R01895,2003
3221,R02732,2004
3222,R02732,2004_7525
3235,R00203,7524
3238,R12240,7510
3240,R01153,2003_3699
3242,R09840,222
3247,R00150,7531
3248,R10207,2003
3249,R00531,312
3257,R04972,2002
3263,R11290,2003_298
3264,R09532,7525
3265,R07412,221
3266,R07412,101
3267,R07412,3493
3268,R02935,276
3269,R09264,2003
3270,R12566,2486
3271,R11793,2007
3276,R10424,7512
3278,R02505,7581
3279,R09842,213
3280,R00487,213
3291,R08807,7581
3303,R10638,7512
3306,R01095,2002
3309,R07524,101_2003
3315,R04277,2002
3316,R10788,2003
3321,R07724,101_2003
3325,R00629,2004
3331,R08853,149
3332,R02325,70
3349,R08964,2003_206_7525
3350,R01688,2484
3353,R12089,4194
3354,R12568,7516
3355,R04889,7524
3356,R08704,2003
3366,R07317,7579
3377,R01093,2002
3378,R01301,222
3380,R11816,150
3381,R11817,150
3392,R09688,109
3393,R10690,2003
3403,R03030,222
3417,R09069,2003
3420,R09899,109_141
3426,R06820,7512
3431,R00765,2003
3444,R07723,7579
3447,R01026,7579
3452,R10846,2002
3458,R11623,2002
3459,R02989,2007_4002
3461,R10233,7581
3466,R02695,7524
3467,R10333,1_304
3469,R08127,10_2002
3470,R08127,10_11_2002
3478,R10362,149
3492,R08899,7525
3494,R05591,246
3496,R11958,7581
3497,R09830,2003_2007
3501,R01811,2002
3504,R11273,2003
3506,R12085,213
3507,R11332,2002
3517,R03887,301
3518,R10705,223_4019
3522,R10361,149
3525,R02401,7524
3530,R08755,5
3533,R01416,232
3536,R06588,2484
3537,R09908,109
3539,R07909,7512
3556,R11708,103_2002
3563,R11024,206
3565,R09834,spontaneous
3566,R09834,7512
3567,R01707,2003
3572,R03213,7512
3580,R07546,7516
3587,R10640,7527
3593,R03605,7512
3594,R07908,7512
3595,R10514,2003_208
3601,R03635,10
3602,R03635,10_5
3605,R12565,2002_70
3607,R09904,10
3611,R05218,1
3618,R11542,247
3619,R01794,2003
3625,R01787,2002
3631,R09914,109
3633,R07134,2003
3639,R09600,7512
3643,R03576,2484
3645,R07376,2003_284
3646,R07376,2003
3655,R11701,213
3670,R09631,323
3671,R03064,7579
3672,R11472,2003
3674,R05801,206
3684,R03291,129_2003
3685,R06541,2003
3687,R01326,2484
3688,R03921,10
3689,R03921,10_5
3690,R00059,223_4019
3698,R01759,2002
3699,R10548,206
3708,R12264,101
3710,R07722,101_2003
3711,R05352,2003
3714,R01708,2002
3717,R08813,7512
3725,R08963,2002
3727,R11473,221
3728,R08389,219
3729,R00844,129_2003
3735,R02757,2007
3736,R01424,2011
3737,R10079,101_812
3738,R00527,7579
3739,R03293,129_2003
3740,R06897,11
3749,R04883,7524
3750,R10381,149
3751,R08013,7512
3756,R00855,246
3760,R09195,2005
3761,R05032,7512
3766,R08544,2003_236
3771,R07877,7512
3772,R03955,2003
3773,R11271,7512
3779,R03721,101_2003
3788,R09476,109
3790,R11762,2003
3794,R05607,2003
3795,R08977,2004
3797,R06592,2007_4002
3802,R05659,2002
3806,R09941,12
3816,R08568,2002
3817,R00660,328
3820,R04237,2003
3826,R02906,2003
3828,R02280,2002
3829,R04425,109_2487_7542
3832,R03399,2003
3833,R11292,2003
3835,R01108,2485
3836,R01108,109_2485
3838,R03031,4033_4052_633
3839,R01669,266
3841,R09554,7524
3844,R07987,7581
3848,R02671,2003
3851,R02537,7524
3856,R01884,7539
3857,R07880,323
3858,R05586,7581
3862,R10376,149
3879,R11731,101_2003
3893,R02988,2007_4002
3895,R07178,9
3896,R09700,109
3901,R01267,246
3902,R03405,2004
3908,R09070,2003
3911,R05211,2003
3914,R05508,2003
3922,R09886,109_141
3924,R12555,2003
3925,R02373,2003_244
3926,R08851,149
3928,R06589,2002
3931,R12425,314
3934,R03234,2003_236
3939,R12596,206_3264
3947,R10965,7581
3950,R01039,2002
3959,R11073,230
3961,R10718,2002
3962,R06577,101_2003
3963,R07453,149
3964,R11561,2007
3965,R04279,2003_298
3972,R07323,109
3974,R06868,2003
3980,R04618,323
3983,R11530,7512
3986,R11935,2003
3987,R09821,2003
3990,R07876,323
3991,R09951,2003_298
3992,R03819,2484
3993,R10417,2003
3994,R07940,219
3997,R10251,101_2003
4003,R00562,129_2003
4006,R00540,246
4008,R03374,323
4010,R02639,276
4013,R11801,213
4014,R07574,7512
4016,R03544,2007_4002
4024,R07729,7512
4026,R01066,2002
4027,R09913,109
4031,R08139,149
4035,R07884,323
4036,R05214,101_2003
4043,R10096,7512
4044,R03323,7579
4046,R05212,101_2003
4047,R04160,2002
4048,R10848,2003_236
4050,R12604,2003
4055,R11096,217
4061,R11722,2002
4066,R09917,109
4075,R09702,109
4077,R01077,12_246
4080,R10748,2006
4082,R08365,2003
4083,R05138,7579
4087,R02379,101_2003
4088,R02936,276
4090,R07999,2003
4092,R00552,232
4095,R05283,2003_236
4099,R07521,101_2003
4100,R11960,2007
4104,R09772,7516
4105,R10701,7579
4111,R12443,2003
4118,R00856,2005
4122,R11275,2002
4133,R04979,10_2002
4134,R04979,10_11_2002
4135,R10995,2003
4137,R11285,7577
4149,R00486,246
4152,R08250,219
4158,R10600,2003
4159,R01183,2003_298
4172,R03434,7525
4181,R12272,2004
4182,R12272,2003_2004
4184,R12646,7516
4186,R12703,206
4195,R06624,2486
4197,R03545,2007_4002
4201,R12252,2003
4209,R01745,129_2003
4214,R07322,109
4216,R05693,2003
4217,R04804,373
4223,R11803,7589
4224,R08915,2003
4231,R08213,103_2002
4232,R09849,3896
4234,R06973,315
4236,R07441,7524
4240,R01294,7524
4243,R02637,276
4249,R12567,2002_70
4252,R10501,2487_7542
4253,R10583,301
4259,R11398,5
4260,R12124,2007_3257
4261,R06569,2003
4266,R01449,2003
4271,R09744,2003_244
4274,R10936,2486
4278,R07127,2484
4279,R01386,2003
4299,R08865,2003
4302,R06531,212
4315,R07839,286
4317,R01269,2003
4320,R04309,2002
4321,R10055,9
4322,R04265,2003
4323,R02134,206
4326,R12551,7512
4328,R09956,2003
4329,R07535,101_2003
4335,R02783,2003_2004
4336,R01602,12
4337,R01013,109_2003_70
4338,R01013,2003
4339,R01013,304
4350,R03264,2003
4351,R08705,2003
4352,R00952,109_12
4354,R11268,2003
4355,R09873,208
4362,R05081,7515
4363,R05105,2004
4365,R02155,2003
4370,R12448,149
4371,R05471,2003
4375,R08503,10
4378,R09491,867
4381,R04472,2002
4383,R10384,141_4194
4386,R08387,219
4388,R01080,7517
4389,R03893,7579
4392,R01951,109_206
4393,R11037,230
4395,R09746,2003_244
4411,R09723,2002
4419,R06872,2006
4424,R12437,4194
4426,R09912,109
4427,R11284,2003
4433,R07560,2003_4294
4434,R07560,2003
4437,R10142,213
4443,R07432,323
4445,R06590,7574
4446,R06590,7522_7574
4457,R12698,107_5
4466,R00928,2003
4471,R10186,2002
4481,R04310,2002
4487,R00348,246
4489,R08007,7512
4493,R07927,323
4494,R01976,129_2003
4498,R09256,323
4500,R11493,243
4504,R09711,109
4508,R10810,109
4516,R11553,221
4517,R11773,2003
4526,R08653,149
4528,R10359,149
4530,R00703,2003_279
4531,R11933,206
4532,R00483,314
4537,R08646,7510
4546,R04251,7524
4559,R09030,7560
