,rn,rule
17920,R07270_v1,141
17921,R07270_v2,141
17922,R07273_v1,141
18059,R07411_v1,141
18082,R07500_v1,141
18119,R07630_v1,109_141
18120,R07630_v2,109_141
18121,R07631_v1,109_141
18122,R07631_v2,109_141
18123,R07632_v1,109_141
18124,R07632_v2,109_141
18141,R07647_v1,141
18142,R07648_v1,109_141
18143,R07648_v1,141
18144,R07648_v2,109_141
18145,R07648_v2,141
18146,R07649_v1,109_141
18147,R07649_v1,141
18148,R07649_v2,109_141
18149,R07649_v2,141
18154,R07652_v1,141
18155,R07652_v2,141
18199,R07830_v1,141
18200,R07830_v2,141
18230,R07916_v1,141
18231,R07916_v2,141
18343,R08199_v1,109_141
18344,R08199_v2,109_141
18416,R08370_v1,109_141
18417,R08370_v2,109_141
18418,R08370_v3,109_141
18419,R08373_v1,109_141
18420,R08374_v1,109_141
18421,R08374_v2,109_141
18426,R08396_v1,109_141
18427,R08396_v2,109_141
18456,R08540_v1,109_141
18457,R08540_v2,109_141
18458,R08541_v1,109_141
18459,R08541_v2,109_141
18460,R08542_v1,109_141
18461,R08543_v1,141
18462,R08545_v1,109_141
18463,R08545_v2,109_141
18533,R08691_v1,109_141
18536,R08695_v1,109_141
18538,R08696_v1,109_141
18539,R08696_v2,109_141
18566,R08782_v1,141
18567,R08782_v2,141
18642,R09040_v1,141
18653,R09067_v1,141
18654,R09067_v2,141
18674,R09111_v1,109_141
18675,R09115_v1,109_141
18676,R09116_v1,109_141
18677,R09117_v1,109_141
18678,R09119_v1,109_141
18679,R09120_v1,109_141
18680,R09121_v1,109_141
18689,R09140_v1,109_141
18690,R09140_v2,109_141
18712,R09245_v1,601_141
18713,R09245_v1,141
18714,R09246_v1,141
18715,R09247_v1,141
18716,R09248_v1,141
18717,R09249_v1,141
18718,R09250_v1,141
18719,R09251_v1,141
18798,R09487_v1,141
18851,R09525_v1,109_141
18852,R09526_v1,109_141
18867,R09558_v1,109_141
18868,R09558_v2,109_141
18869,R09558_v3,109_141
18870,R09558_v4,109_141
18881,R09574_v1,109_141
18910,R09608_v1,109_141
18921,R09614_v1,109_141
18922,R09618_v1,109_141
18923,R09619_v1,109_141
18924,R09620_v1,109_141
18925,R09623_v1,109_141
18926,R09623_v2,109_141
18927,R09624_v1,109_141
18928,R09624_v2,109_141
18929,R09625_v1,109_141
18930,R09626_v1,109_141
18931,R09627_v1,109_141
18932,R09628_v1,109_141
18933,R09629_v1,109_141
18934,R09630_v1,141
18967,R09681_v1,141
18968,R09681_v2,141
18969,R09681_v3,141
18970,R09681_v4,141
18971,R09681_v5,141
18977,R09684_v1,141
18978,R09684_v2,141
18979,R09684_v3,141
18980,R09684_v4,141
18982,R09687_v1,109_141
19062,R09793_v1,141
19063,R09793_v2,141
19095,R09835_v1,141
19116,R09874_v1,109_141
19132,R09887_v1,109_141
19133,R09888_v1,109_141
19134,R09890_v1,141
19135,R09891_v1,141
19136,R09892_v1,109_141
19137,R09893_v1,109_141
19138,R09894_v1,109_141
19139,R09896_v1,141
19140,R09898_v1,141
19141,R09900_v1,109_141
19142,R09900_v2,109_141
19143,R09903_v1,109_141
19166,R09961_v1,109_141
19167,R09962_v1,109_141
19168,R09963_v1,109_141
19169,R09964_v1,109_141
19170,R09964_v2,109_141
19171,R09964_v3,109_141
19172,R09966_v1,109_141
19173,R09967_v1,109_141
19174,R09968_v1,109_141
19175,R09969_v1,109_141
19176,R09969_v2,109_141
19177,R09972_v1,109_141
19178,R09973_v1,141
19179,R09974_v1,109_141
19180,R09974_v2,109_141
19181,R09976_v1,109_141
19194,R10004_v1,141
19195,R10006_v1,141
19196,R10007_v1,109_141
19197,R10007_v1,141
19298,R10177_v1,141
19299,R10177_v2,141
19315,R10241_v1,109_141
19316,R10241_v2,109_141
19331,R10271_v1,141
19332,R10272_v1,109_141
19333,R10273_v1,141
19334,R10274_v1,109_141
19335,R10275_v1,109_141
19336,R10276_v1,109_141
19442,R10493_v1,109_141
19443,R10508_v1,141
19463,R10533_v1,109_141
19495,R10584_v1,109_141
19496,R10584_v2,109_141
19497,R10585_v1,109_141
19573,R10708_v1,141
19589,R10732_v1,109_141
19590,R10732_v2,109_141
19591,R10757_v1,141
19593,R10763_v1,141
19657,R10896_v1,141
19658,R10897_v1,141
19659,R10898_v1,141
19660,R10898_v2,141
19661,R10899_v1,141
19662,R10899_v2,141
20023,R11602_v1,141
20128,R11822_v1,141
20129,R11828_v1,141
20130,R11829_v1,141
20131,R11831_v1,141
20132,R11835_v1,141
20133,R11839_v1,109_141
20134,R11840_v1,141
20135,R11846_v1,141
20136,R11847_v1,141
20137,R11848_v1,109_141
20138,R11851_v1,109_141
20139,R11852_v1,141
20140,R11859_v1,141
20141,R11860_v1,141
20183,R11920_v1,109_141
20327,R12258_v1,109_141
20328,R12259_v1,109_141
20329,R12260_v1,109_141
20330,R12261_v1,109_141
20342,R12280_v1,141
20343,R12281_v1,141
20396,R12456_v1,109_141
986,R04365,3610_208
987,R04365,3001_208
1738,R00885,7516_208
1988,R04364,304_208
2447,R05332,7516_208
3193,R12701,208
3595,R10514,2003_208
4355,R09873,208
4691,R10174,208
4785,R12242,7516_208
4786,R12242,208
5115,R12561,2003_208
5469,R12549,208
8766,R01556,208
10834,R10183,7516_208
10835,R10183,208
12997,R00289_v1,7516_208
12999,R00289_v2,7516_208
13113,R00416_v1,7516_208
13115,R00416_v2,7516_208
13117,R00416_v3,7516_208
13119,R00416_v4,7516_208
13202,R00502_v1,7516_208
13204,R00502_v2,7516_208
13269,R00548_v1,208
13276,R00548_v2,208
13283,R00548_v3,208
13290,R00548_v4,208
13366,R00586_v1,1114_208
13367,R00586_v1,208
13605,R00772_v1,10_7516_208
13608,R00772_v2,10_7516_208
14360,R01381_v1,7516_208
14362,R01381_v2,7516_208
14420,R01471_v1,7516_208
14422,R01471_v2,7516_208
15867,R03077_v1,7516_208
15869,R03077_v2,7516_208
17928,R07280_v1,208
17931,R07280_v2,208
19242,R10092_v1,208
19245,R10092_v2,208
19252,R10099_v1,2003_208
19253,R10100_v1,208
13314,R00554_v1,321_199
14760,R01881_v1,321_199
13904,R01012_v1,2010_301_590_322
14376,R01404_v1,2002_2007_222_304_3321_3322_3323_322
14540,R01624_v1,2002_2007_222_304_3321_3322_3323_322
14542,R01626_v1,2002_2007_222_304_3321_3322_3323_322
14548,R01626_v2,2002_2007_222_304_3321_3322_3323_322
16600,R04428_v1,2002_2007_222_304_3321_3322_3323_322
16607,R04430_v1,2002_2007_222_304_3321_3322_3323_322
16677,R04535_v1,2002_2007_222_304_3321_3322_3323_322
16695,R04537_v1,2002_2007_222_304_3321_3322_3323_322
16716,R04544_v1,2002_2007_222_304_3321_3322_3323_322
16740,R04568_v1,2002_2007_222_304_3321_3322_3323_322
16811,R04725_v1,2002_2007_222_304_3321_3322_3323_322
17003,R04954_v1,2002_2007_222_304_3321_3322_3323_322
17010,R04956_v1,2002_2007_222_304_3321_3322_3323_322
17019,R04959_v1,2002_2007_222_304_3321_3322_3323_322
17028,R04962_v1,2002_2007_222_304_3321_3322_3323_322
17048,R04965_v1,2002_2007_222_304_3321_3322_3323_322
17055,R04967_v1,2002_2007_222_304_3321_3322_3323_322
17064,R04970_v1,2002_2007_222_304_3321_3322_3323_322
19569,R10700_v1,2002_2007_222_304_3321_3322_3323_322
871,R11944,1_1001_2003_2007_633_187
872,R11944,1_1001_101_2003_2007_3740_187
873,R11944,1_1001_101_2003_2007_187
874,R11944,1_1001_2003_2007_3740_633_187
8446,R10146,1_296_304_7514_187
12674,R00093_v1,2002_2003_207_210_304_187
12713,R00114_v1,2002_2003_207_210_304_187
12920,R00248_v1,2002_2003_207_210_304_187
13010,R00297_v1,217_304_187
13107,R00402_v1,1001_2003_205_221_278_604_187
13108,R00402_v1,1_1001_2003_205_221_278_604_187
13191,R00475_v1,217_304_187
13710,R00848_v1,187
13718,R00858_v1,1_296_304_7514_187
13722,R00858_v2,1_296_304_7514_187
13847,R00977_v1,2002_2003_205_187
13848,R00977_v1,2002_2003_187
13849,R00977_v2,2002_2003_205_187
13850,R00977_v2,2002_2003_187
13851,R00978_v1,2002_2003_205_187
14384,R01414_v1,2002_2003_205_187
14385,R01414_v1,2002_2003_187
14386,R01414_v2,2002_2003_205_187
14387,R01414_v2,2002_2003_187
14388,R01415_v1,2002_2003_205_187
15079,R02164_v1,221_278_5069_604_187
15080,R02164_v1,221_5069_604_187
15081,R02164_v2,221_278_5069_604_187
15082,R02164_v2,221_5069_604_187
19486,R10572_v1,2007_244_3281_3456_3579_3740_3843_4025_4272_187
19490,R10572_v1,2007_244_3281_3456_3740_3843_4025_4272_5051_187
19547,R10660_v1,221_278_604_187
19548,R10660_v1,278_604_187
19549,R10660_v1,221_604_187
19550,R10660_v1,604_187
19620,R10797_v1,1_1001_2003_187
19758,R11026_v1,2002_2003_205_187
19759,R11026_v1,2002_2003_187
19760,R11026_v2,2002_2003_205_187
19761,R11026_v2,2002_2003_187
20184,R11928_v1,2003_2007_187
20186,R11931_v1,2003_2007_187
20188,R11943_v1,101_2003_2007_244_187
20189,R11943_v1,2003_2007_244_633_187
272,R09269,2003_101
435,R00798,1_1001_2003_101
437,R00798,2003_101
514,R01397,2002_2003_2007_206_2487_7543_101
647,R04209,2007_206_101
811,R09400,4093_101
872,R11944,1_1001_187_2003_2007_3740_101
873,R11944,1_1001_187_2003_2007_101
1128,R03130,2003_101
1154,R06576,2003_101
1561,R02241,650_101
1588,R06517,101
2243,R11371,2003_101
2248,R10963,2003_101
2267,R11413,2003_101
2287,R12000,304_101
2373,R11780,2003_101
2374,R11779,2003_101
2480,R12377,101
2580,R06575,2003_101
2593,R07529,2003_101
2655,R08004,2003_101
2705,R03832,2003_101
2791,R00984,2003_101
2927,R08788,2003_101
3093,R03366,2003_101
3195,R06574,2003_101
3266,R07412,101
3309,R07524,2003_101
3321,R07724,2003_101
3708,R12264,101
3710,R07722,2003_101
3737,R10079,812_101
3779,R03721,2003_101
3879,R11731,2003_101
3962,R06577,2003_101
3997,R10251,2003_101
4036,R05214,2003_101
4046,R05212,2003_101
4087,R02379,2003_101
4099,R07521,2003_101
4329,R07535,2003_101
4624,R07533,2003_101
4677,R04905,2003_101
4760,R07527,2003_101
4863,R03835,2003_101
4976,R11778,2003_101
4984,R09791,2003_101
5011,R06564,2003_101
5038,R03546,812_101
5225,R10252,101
5382,R12213,2003_101
5426,R08787,2003_101
5584,R05123,2003_101
5699,R09872,2003_101
6227,R10960,2003_101
6772,R01496,101
7262,R03315,101
7507,R04480,650_101
7977,R07240,101
7978,R07240,2003_101
8255,R09035,650_101
8321,R09380,101
8328,R09381,650_101
8465,R10250,2003_101
8596,R11428,2003_221_101
8734,R01190,2003_101
8783,R01972,2003_101
8784,R01973,2003_101
9218,R07242,101
9219,R07242,2003_101
9402,R09678,2003_101
9403,R09679,2003_101
9447,R09870,2003_101
9448,R09871,2003_101
9478,R09939,2003_101
9578,R10431,2003_101
9631,R10605,2003_101
9632,R10606,2003_101
9699,R10962,2003_101
9700,R10964,2003_101
10031,R12368,101
10032,R12369,101
10033,R12370,101
10182,R12682,101
10600,R02617,101
10658,R02760,650_101
12564,R00019_v1,2007_205_221_244_4025_4272_5100_581_7556_101
12754,R00149_v1,2003_2007_206_2487_7543_101
12932,R00256_v1,2003_2007_206_2487_7543_101
12933,R00256_v1,2002_2003_2007_206_2487_7543_101
12937,R00256_v2,2003_2007_206_2487_7543_101
12938,R00256_v2,2002_2003_2007_206_2487_7543_101
13095,R00374_v1,221_244_101
13096,R00374_v1,2003_221_244_101
13097,R00374_v1,2003_221_101
13351,R00575_v1,2003_2007_206_2487_7543_101
13352,R00575_v1,2002_2003_2007_206_2487_7543_101
13353,R00575_v2,2003_2007_206_2487_7543_101
13354,R00575_v2,2002_2003_2007_206_2487_7543_101
13393,R00609_v1,1_244_304_375_101
13394,R00610_v1,1_244_304_375_101
13396,R00610_v1,1_2003_304_375_101
13630,R00787_v1,2003_296_304_4294_66_101
13633,R00787_v1,2003_296_304_4294_101
13634,R00789_v1,2003_296_304_4294_101
13636,R00791_v1,1_1001_2003_101
13936,R01051_v1,2007_101
13937,R01051_v1,101
13938,R01051_v2,2007_101
13939,R01051_v2,101
14367,R01395_v1,2003_2007_206_2487_7543_101
14368,R01395_v1,2002_2003_2007_206_2487_7543_101
14370,R01395_v2,2003_2007_206_2487_7543_101
14371,R01395_v2,2002_2003_2007_206_2487_7543_101
14848,R01993_v1,2002_2003_2007_206_2487_7543_101
14851,R01993_v2,2002_2003_2007_206_2487_7543_101
15559,R02698_v1,1_101
15618,R02750_v1,2007_101
15619,R02750_v1,101
15620,R02750_v2,2007_101
15621,R02750_v2,101
16356,R03945_v1,148_2004_2007_101
16752,R04591_v1,2007_206_101
17386,R05704_v1,221_244_101
17387,R05704_v1,2003_221_244_101
17388,R05704_v1,2003_221_101
17391,R05705_v1,1_101
17396,R05705_v2,1_101
17401,R05705_v3,1_101
17721,R06895_v1,2002_101
17723,R06895_v2,2002_101
18135,R07641_v1,2003_2007_206_2487_7543_101
18136,R07641_v1,2002_2003_2007_206_2487_7543_101
18137,R07641_v2,2003_2007_206_2487_7543_101
18138,R07641_v2,2002_2003_2007_206_2487_7543_101
18487,R08574_v1,1_101
18575,R08863_v1,101
18576,R08864_v1,10_101
18645,R09053_v1,2004_2007_101
18647,R09053_v1,148_2004_2007_101
18768,R09399_v1,4093_101
18914,R09612_v1,2003_101
18916,R09612_v2,2003_101
18918,R09613_v1,2003_101
18920,R09613_v2,2003_101
19030,R09748_v1,1_101
19033,R09748_v2,1_101
19038,R09750_v1,1_101
19042,R09750_v2,1_101
19046,R09750_v3,1_101
19702,R10948_v1,2003_2007_206_2487_7543_101
19703,R10948_v1,2002_2003_2007_206_2487_7543_101
19704,R10948_v2,2003_2007_206_2487_7543_101
19705,R10948_v2,2002_2003_2007_206_2487_7543_101
19706,R10949_v1,2003_2007_206_2487_7543_101
19707,R10949_v1,2002_2003_2007_206_2487_7543_101
19708,R10949_v2,2003_2007_206_2487_7543_101
19709,R10949_v2,2002_2003_2007_206_2487_7543_101
19990,R11531_v1,2004_2007_101
19992,R11531_v1,148_2004_2007_101
20188,R11943_v1,187_2003_2007_244_101
19096,R09838_v1,1_150_221_327_7514_3115
235,R12658,244
236,R12658,2003_244
359,R00209,147_2003_323_325_7522_7574_244
501,R01221,1_2003_3016_304_325_7577_244
861,R11119,2003_244
2361,R12432,314_244
2686,R09745,2003_244
3070,R12434,314_244
3118,R09690,2003_244
3925,R02373,2003_244
4271,R09744,2003_244
4395,R09746,2003_244
4637,R07517,2003_244
4661,R12450,314_244
4752,R07520,2003_244
4793,R07523,2003_244
5039,R07534,2003_244
5268,R03534,244
5893,R07653,2003_244
5922,R09719,2003_244
8187,R08549,2003_244
8684,R00298,244
9723,R11056,244
12564,R00019_v1,101_2007_205_221_4025_4272_5100_581_7556_244
12565,R00019_v1,2007_205_221_4025_4272_5100_581_633_7556_244
12597,R00069_v1,179_217_231_325_244
12598,R00069_v2,179_217_231_325_244
12671,R00090_v1,2003_244
12672,R00090_v2,2003_244
12675,R00094_v1,2003_244
12676,R00095_v1,2003_244
12677,R00095_v2,2003_244
12712,R00112_v1,2003_244
12714,R00115_v1,2003_244
13015,R00305_v1,2003_244
13074,R00357_v1,2003_244
13077,R00357_v2,2003_244
13095,R00374_v1,101_221_244
13096,R00374_v1,101_2003_221_244
13174,R00449_v1,2003_244
13205,R00505_v1,2003_244
13391,R00608_v1,2003_244
13393,R00609_v1,1_101_304_375_244
13394,R00610_v1,1_101_304_375_244
13446,R00635_v1,179_217_231_325_244
13447,R00635_v2,179_217_231_325_244
13455,R00648_v1,2003_244
13457,R00648_v2,2003_244
13492,R00677_v1,2003_244
13494,R00677_v2,2003_244
13498,R00679_v1,2003_244
13502,R00689_v1,2003_244
13504,R00689_v2,2003_244
13506,R00690_v1,812_244
13507,R00690_v1,2003_244
13508,R00690_v1,244
13516,R00700_v1,244
13517,R00700_v2,244
13518,R00700_v3,244
13519,R00700_v4,244
13550,R00729_v1,2003_244
13552,R00729_v2,2003_244
13672,R00815_v1,2003_2485_244
13675,R00818_v1,2003_244
13677,R00823_v1,2003_243_331_4294_66_244
13679,R00825_v1,2003_243_331_4294_66_244
13706,R00846_v1,6058_244
13707,R00846_v1,2003_6058_244
13709,R00848_v1,6058_244
13711,R00849_v1,6058_244
13764,R00900_v1,2003_244
13766,R00900_v1,2003_2485_244
13912,R01025_v3,2003_244
13914,R01025_v4,2003_244
14123,R01151_v1,2003_244
14126,R01151_v2,2003_244
14129,R01151_v3,2003_244
14132,R01151_v4,2003_244
14281,R01298_v1,244
14282,R01298_v1,2003_244
14337,R01342_v1,244
14481,R01564_v1,1_2003_304_244
14482,R01564_v1,1_304_244
14556,R01628_v1,2003_2485_244
14645,R01709_v1,179_217_231_325_244
14646,R01709_v2,179_217_231_325_244
14666,R01720_v1,179_217_231_325_244
14682,R01768_v1,179_217_231_325_244
14683,R01769_v1,179_217_231_325_244
14684,R01769_v2,179_217_231_325_244
14788,R01914_v1,2003_244
14795,R01933_v1,2003_323_325_7522_7574_244
14796,R01933_v1,147_2003_323_325_7522_7574_244
14806,R01960_v1,244
14807,R01960_v1,2003_244
15020,R02103_v1,179_217_231_325_244
15021,R02107_v1,179_217_231_325_244
15022,R02107_v2,179_217_231_325_244
15045,R02125_v1,179_217_231_325_244
15046,R02125_v2,179_217_231_325_244
15086,R02173_v1,2003_244
15089,R02173_v2,2003_244
15092,R02173_v3,2003_244
15095,R02173_v4,2003_244
15104,R02197_v1,2003_244
15106,R02197_v2,2003_244
15338,R02529_v1,2003_244
15341,R02529_v2,2003_244
15344,R02529_v3,2003_244
15347,R02529_v4,2003_244
15353,R02532_v1,2003_244
15487,R02589_v1,244
15503,R02613_v1,2003_244
15506,R02613_v2,2003_244
15509,R02613_v3,2003_244
15512,R02613_v4,2003_244
15525,R02657_v1,179_217_231_325_244
15526,R02657_v2,179_217_231_325_244
15539,R02681_v1,179_217_231_325_244
15540,R02681_v1,179_217_221_231_325_244
15609,R02742_v1,2003_244
15655,R02813_v1,2003_244
15718,R02908_v1,2003_244
15722,R02919_v1,2003_244
15752,R02965_v1,2007_4024_4025_244
15813,R03025_v1,2007_2011_3740_244
15945,R03222_v1,2003_244
16066,R03385_v1,2003_244
16067,R03386_v1,2003_244
16187,R03559_v1,2003_243_331_4294_66_244
16190,R03566_v1,2003_2485_244
16192,R03568_v1,2003_2485_244
16274,R03815_v1,2003_244
16311,R03871_v1,179_217_231_325_244
16312,R03871_v2,179_217_231_325_244
16376,R03998_v1,2002_2003_244
16377,R03998_v1,2002_244
16378,R03999_v1,2002_2003_244
16379,R03999_v1,2002_244
16402,R04025_v1,2003_244
16433,R04085_v1,179_217_231_325_244
16434,R04085_v2,179_217_231_325_244
16472,R04178_v1,2003_244
16519,R04300_v1,2003_244
16523,R04300_v2,2003_244
16527,R04300_v3,2003_244
16531,R04300_v4,2003_244
16783,R04674_v1,2003_244
16786,R04674_v2,2003_244
16789,R04674_v3,2003_244
16792,R04674_v4,2003_244
16872,R04787_v1,2003_244
16936,R04890_v1,2003_244
16938,R04893_v1,2003_244
16940,R04894_v1,2003_244
16943,R04904_v1,179_217_231_325_244
16944,R04904_v2,179_217_231_325_244
16945,R04907_v1,2003_244
16947,R04908_v1,2003_244
17222,R05316_v1,179_217_231_325_244
17386,R05704_v1,101_221_244
17387,R05704_v1,101_2003_221_244
17418,R05713_v1,2003_244
17419,R05715_v1,2003_244
17420,R05716_v1,2003_244
17518,R05875_v1,2003_244
17520,R05875_v2,2003_244
17691,R06782_v1,2003_243_331_4294_66_244
17692,R06783_v1,2003_243_331_4294_66_244
17757,R06957_v1,179_217_231_325_244
17852,R07166_v1,244
17855,R07171_v1,2003_244
17861,R07175_v1,2003_244
17863,R07181_v1,2007_244
17865,R07181_v2,2007_244
17987,R07358_v1,2003_244
17991,R07358_v2,2003_244
17995,R07359_v1,2003_244
17998,R07359_v2,2003_244
18088,R07512_v1,2003_244
18091,R07518_v1,2003_244
18117,R07618_v1,2003_244
18182,R07770_v1,314_244
18240,R07942_v1,179_217_231_325_244
18241,R07942_v2,179_217_231_325_244
18262,R07977_v1,179_217_231_325_244
18263,R07977_v2,179_217_231_325_244
18264,R07978_v1,179_217_231_325_244
18265,R07978_v2,179_217_231_325_244
18266,R07979_v1,179_217_231_325_244
18267,R07979_v2,179_217_231_325_244
18428,R08408_v1,179_217_231_325_244
18429,R08408_v2,179_217_231_325_244
18561,R08764_v1,2003_244
18639,R09009_v1,2003_244
18659,R09077_v1,2003_244
18803,R09499_v1,2003_244
18836,R09514_v1,2003_244
18947,R09659_v1,2003_244
18983,R09691_v1,2003_244
18984,R09692_v1,2003_244
18985,R09693_v1,2003_244
18994,R09703_v1,2003_244
18998,R09716_v1,2003_244
19359,R10324_v1,179_217_231_325_244
19360,R10324_v1,179_217_221_231_325_244
19361,R10324_v2,179_217_231_325_244
19362,R10324_v2,179_217_221_231_325_244
19363,R10325_v1,244
19365,R10326_v1,244
19373,R10331_v1,244
19406,R10419_v1,2003_244
19410,R10438_v1,2003_244
19449,R10517_v1,2003_244
19451,R10517_v2,2003_244
19466,R10536_v1,2003_244
19486,R10572_v1,187_2007_3281_3456_3579_3740_3843_4025_4272_244
19487,R10572_v1,2007_3281_3456_3740_3843_4025_4272_5051_244
19488,R10572_v1,2007_205_3281_3456_3740_3843_4025_4272_5051_244
19489,R10572_v1,2007_205_3281_3456_3579_3740_3843_4025_4272_244
19490,R10572_v1,187_2007_3281_3456_3740_3843_4025_4272_5051_244
19491,R10572_v1,2007_3281_3456_3579_3740_3843_4025_4272_244
19753,R11016_v1,244
19755,R11018_v1,244
19901,R11341_v1,6058_244
19902,R11341_v1,2003_6058_244
19924,R11382_v1,2003_244
19925,R11383_v1,2003_244
19926,R11384_v1,2003_244
19927,R11385_v1,2003_244
19928,R11386_v1,2003_244
20188,R11943_v1,101_187_2003_2007_244
20189,R11943_v1,187_2003_2007_633_244
20390,R12429_v1,314_244
20392,R12433_v1,314_244
20394,R12449_v1,314_244
1321,R04961,132_2002_2007_222_304_3321_3323_7581_321
1337,R04969,132_2002_2007_222_304_3321_3323_7581_321
1371,R04724,132_2002_2007_222_304_3321_3323_7581_321
1375,R04966,132_2002_2007_222_304_3321_3323_7581_321
1385,R04429,132_2002_2007_222_304_3321_3323_7581_321
1452,R04958,132_2002_2007_222_304_3321_3323_7581_321
1480,R04955,132_2002_2007_222_304_3321_3323_7581_321
1916,R07414,321
8061,R07764,132_2002_2007_222_304_3321_3323_7581_321
8065,R07765,132_2002_2007_222_304_3321_3323_7581_321
12921,R00253_v1,239_321
12922,R00253_v2,239_321
13314,R00554_v1,199_321
13743,R00894_v1,2002_321
13744,R00894_v1,321
14376,R01404_v1,2002_2007_222_304_3321_3322_3323_321
14516,R01585_v1,239_321
14538,R01624_v1,132_2002_2007_222_304_3321_3323_7581_321
14540,R01624_v1,2002_2007_222_304_3321_3322_3323_321
14542,R01626_v1,2002_2007_222_304_3321_3322_3323_321
14545,R01626_v1,132_2002_2007_222_304_3321_3323_7581_321
14548,R01626_v2,2002_2007_222_304_3321_3322_3323_321
14551,R01626_v2,132_2002_2007_222_304_3321_3323_7581_321
14760,R01881_v1,199_321
15721,R02914_v1,2003_4022_321
16566,R04355_v1,132_2002_2007_222_304_3321_3323_7581_321
16600,R04428_v1,2002_2007_222_304_3321_3322_3323_321
16604,R04428_v1,132_2002_2007_222_304_3321_3323_7581_321
16607,R04430_v1,2002_2007_222_304_3321_3322_3323_321
16657,R04533_v1,132_2002_2007_222_304_3321_3323_7581_321
16663,R04533_v2,132_2002_2007_222_304_3321_3323_7581_321
16669,R04534_v1,132_2002_2007_222_304_3321_3323_7581_321
16675,R04534_v2,132_2002_2007_222_304_3321_3323_7581_321
16677,R04535_v1,2002_2007_222_304_3321_3322_3323_321
16681,R04535_v1,132_2002_2007_222_304_3321_3323_7581_321
16687,R04536_v1,132_2002_2007_222_304_3321_3323_7581_321
16693,R04536_v2,132_2002_2007_222_304_3321_3323_7581_321
16695,R04537_v1,2002_2007_222_304_3321_3322_3323_321
16699,R04537_v1,132_2002_2007_222_304_3321_3323_7581_321
16708,R04543_v1,132_2002_2007_222_304_3321_3323_7581_321
16714,R04543_v2,132_2002_2007_222_304_3321_3323_7581_321
16716,R04544_v1,2002_2007_222_304_3321_3322_3323_321
16720,R04544_v1,132_2002_2007_222_304_3321_3323_7581_321
16732,R04566_v1,132_2002_2007_222_304_3321_3323_7581_321
16738,R04566_v2,132_2002_2007_222_304_3321_3323_7581_321
16740,R04568_v1,2002_2007_222_304_3321_3322_3323_321
16744,R04568_v1,132_2002_2007_222_304_3321_3323_7581_321
16811,R04725_v1,2002_2007_222_304_3321_3322_3323_321
16817,R04726_v1,132_2002_2007_222_304_3321_3323_7581_321
16989,R04952_v1,132_2002_2007_222_304_3321_3323_7581_321
16995,R04953_v1,132_2002_2007_222_304_3321_3323_7581_321
17001,R04953_v2,132_2002_2007_222_304_3321_3323_7581_321
17003,R04954_v1,2002_2007_222_304_3321_3322_3323_321
17007,R04954_v1,132_2002_2007_222_304_3321_3323_7581_321
17010,R04956_v1,2002_2007_222_304_3321_3322_3323_321
17016,R04957_v1,132_2002_2007_222_304_3321_3323_7581_321
17019,R04959_v1,2002_2007_222_304_3321_3322_3323_321
17025,R04960_v1,132_2002_2007_222_304_3321_3323_7581_321
17028,R04962_v1,2002_2007_222_304_3321_3322_3323_321
17034,R04963_v1,132_2002_2007_222_304_3321_3323_7581_321
17040,R04964_v1,132_2002_2007_222_304_3321_3323_7581_321
17046,R04964_v2,132_2002_2007_222_304_3321_3323_7581_321
17048,R04965_v1,2002_2007_222_304_3321_3322_3323_321
17052,R04965_v1,132_2002_2007_222_304_3321_3323_7581_321
17055,R04967_v1,2002_2007_222_304_3321_3322_3323_321
17061,R04968_v1,132_2002_2007_222_304_3321_3323_7581_321
17064,R04970_v1,2002_2007_222_304_3321_3322_3323_321
18174,R07762_v1,132_2002_2007_222_304_3321_3323_7581_321
18177,R07763_v1,132_2002_2007_222_304_3321_3323_7581_321
18180,R07763_v2,132_2002_2007_222_304_3321_3323_7581_321
19568,R10700_v1,132_2002_2007_222_304_3321_3323_7581_321
19569,R10700_v1,2002_2007_222_304_3321_3322_3323_321
19598,R10772_v1,239_321
19731,R10993_v1,2002_321
19732,R10993_v1,321
992,R02735,286
2144,R10488,286
2277,R09707,286
2760,R03070,286
2869,R11264,286
3144,R03296,286
4315,R07839,286
5478,R01255,286
7018,R02244,286
7470,R04374,286
20354,R12313_v1,286
20355,R12313_v2,286
20356,R12313_v3,286
432,R00798,1_2003_205_5069_1001
433,R00798,1_139_2003_1001
434,R00798,1_2003_1001
435,R00798,1_101_2003_1001
871,R11944,1_187_2003_2007_633_1001
872,R11944,1_101_187_2003_2007_3740_1001
873,R11944,1_101_187_2003_2007_1001
874,R11944,1_187_2003_2007_3740_633_1001
5496,R10127,1_2003_1001
6196,R01106,1_2003_205_5069_1001
10375,R12677,1_2003_205_1001
13107,R00402_v1,187_2003_205_221_278_604_1001
13108,R00402_v1,1_187_2003_205_221_278_604_1001
13636,R00791_v1,1_101_2003_1001
13637,R00791_v1,1_2003_1001
15377,R02560_v1,1_2003_1001
18802,R09497_v1,1_2003_205_5069_1001
18811,R09501_v1,1_2003_205_1001
18813,R09501_v2,1_2003_205_1001
19276,R10149_v1,1_2003_205_5069_1001
19277,R10149_v2,1_2003_205_5069_1001
19620,R10797_v1,1_187_2003_1001
19621,R10797_v1,1_2003_3740_1001
19950,R11487_v1,1_2003_205_1001
19951,R11487_v2,1_2003_205_1001
19952,R11488_v1,1_2003_1001
