,rn,rule
9365,R09595,206_2003
9402,R09678,101_2003
9403,R09679,101_2003
9447,R09870,101_2003
9448,R09871,101_2003
9472,R09930,2003
9477,R09939,2003
9478,R09939,101_2003
9509,R10054,298_2003
9531,R10167,2003
9532,R10168,2003
9533,R10169,2003
9540,R10195,2003
9541,R10196,2003
9542,R10197,2003
9543,R10198,2003
9544,R10199,2003
9577,R10431,2003
9578,R10431,101_2003
9588,R10451,2003
9597,R10495,323_327_4011_7584_2003
9617,R10555,3651_2003
9631,R10605,101_2003
9632,R10606,101_2003
9647,R10665,10_2003
9648,R10665,2003
9664,R10785,298_2003
9699,R10962,101_2003
9700,R10964,101_2003
9707,R10984,2003
9708,R10985,129_2003
9709,R10986,129_2003
9735,R11124,2007_222_6094_7581_2003
9741,R11147,2003
9746,R11154,2003
9747,R11159,2003
9748,R11160,2003
9779,R11337,2003
9783,R11342,2003
9794,R11401,2003
9823,R11637,2003
9847,R11774,2003
9968,R12235,327_4011_7584_2003
9970,R12237,2003
10012,R12341,2003
10056,R12453,2003
10084,R12502,298_2003
10094,R12523,2003
10095,R12524,2003
10218,R08879,2003
10219,R08880,2003
10224,R12400,2003
10225,R12399,2003
10227,R02047,129_2003
10238,R00873,2003
10375,R12677,1_1001_205_2003
10417,R12630,2003
10418,R12629,2003
10428,R02609,2003
10533,R03950,1137_4029_4049_7550_2003
10534,R03950,1137_7550_2003
10537,R03950,1137_4029_7550_2003
10540,R07237,1137_4029_4049_7550_2003
10541,R07237,1137_7550_2003
10544,R07237,1137_4029_7550_2003
10547,R07238,1137_4029_4049_7550_2003
10548,R07238,1137_7550_2003
10551,R07238,1137_4029_7550_2003
10554,R07243,2003
10562,R10448,2003
10621,R12337,2007_222_304_6094_7581_2003
10843,R03884,2003
11270,R04100,129_2486_2003
12549,R00006_v1,304_7574_2003
12558,R00013_v1,7574_2003
12559,R00014_v1,7574_2003
12561,R00014_v1,304_7574_2003
12563,R00018_v1,298_2003
12671,R00090_v1,244_2003
12672,R00090_v2,244_2003
12674,R00093_v1,187_2002_207_210_304_2003
12675,R00094_v1,244_2003
12676,R00095_v1,244_2003
12677,R00095_v2,244_2003
12711,R00112_v1,3892_2003
12712,R00112_v1,244_2003
12713,R00114_v1,187_2002_207_210_304_2003
12714,R00115_v1,244_2003
12723,R00129_v1,2003
12746,R00145_v1,2007_2003
12747,R00145_v1,3692_2003
12748,R00145_v1,2003
12749,R00146_v1,2007_2003
12750,R00146_v1,3692_2003
12751,R00146_v1,2003
12754,R00149_v1,101_2007_206_2487_7543_2003
12871,R00192_v1,2003
12873,R00195_v1,2003
12884,R00207_v1,7574_2003
12893,R00220_v1,304_2003
12894,R00220_v1,2003
12897,R00220_v2,304_2003
12898,R00220_v2,2003
12902,R00221_v1,2003
12904,R00226_v1,304_7574_2003
12906,R00227_v1,2003
12908,R00229_v1,2007_206_2003
12917,R00243_v1,2007_2003
12918,R00243_v1,2003
12919,R00248_v1,2007_2003
12920,R00248_v1,187_2002_207_210_304_2003
12932,R00256_v1,101_2007_206_2487_7543_2003
12933,R00256_v1,101_2002_2007_206_2487_7543_2003
12937,R00256_v2,101_2007_206_2487_7543_2003
12938,R00256_v2,101_2002_2007_206_2487_7543_2003
12964,R00277_v1,1_2003
13000,R00291_v1,2003
13001,R00293_v1,2003
13012,R00302_v1,2003
13015,R00305_v1,244_2003
13016,R00305_v1,2003
13053,R00344_v1,103_2002_206_325_3794_2003
13054,R00344_v1,103_2002_206_325_2003
13055,R00344_v2,103_2002_206_325_3794_2003
13056,R00344_v2,103_2002_206_325_2003
13057,R00344_v3,103_2002_206_325_3794_2003
13058,R00344_v3,103_2002_206_325_2003
13070,R00352_v1,172_2007_206_2003
13071,R00352_v1,172_2007_2003
13074,R00357_v1,244_2003
13075,R00357_v1,2003
13077,R00357_v2,244_2003
13078,R00357_v2,2003
13080,R00359_v1,2003
13081,R00359_v2,2003
13083,R00360_v1,2003
13085,R00361_v1,2003
13086,R00362_v1,2002_5085_2003
13087,R00365_v1,3692_2003
13088,R00365_v1,2003
13089,R00366_v1,2003
13096,R00374_v1,101_221_244_2003
13097,R00374_v1,101_221_2003
13101,R00396_v1,3692_2003
13102,R00396_v1,2003
13104,R00399_v1,2003
13107,R00402_v1,1001_187_205_221_278_604_2003
13108,R00402_v1,1_1001_187_205_221_278_604_2003
13109,R00405_v1,2007_206_2003
13120,R00418_v1,2003
13132,R00432_v1,2007_206_2003
13173,R00448_v1,2003
13174,R00449_v1,244_2003
13175,R00449_v1,2003
13199,R00497_v1,206_2003
13200,R00497_v2,206_2003
13205,R00505_v1,244_2003
13257,R00519_v1,2003
13351,R00575_v1,101_2007_206_2487_7543_2003
13352,R00575_v1,101_2002_2007_206_2487_7543_2003
13353,R00575_v2,101_2007_206_2487_7543_2003
13354,R00575_v2,101_2002_2007_206_2487_7543_2003
13371,R00589_v1,2003
13372,R00590_v1,2003
13375,R00590_v2,2003
13386,R00604_v1,236_2003
13391,R00608_v1,244_2003
13392,R00608_v1,2003
13395,R00610_v1,2003
13396,R00610_v1,1_101_304_375_2003
13400,R00614_v1,236_2003
13405,R00623_v1,236_2003
13408,R00623_v2,236_2003
13417,R00625_v1,236_2003
13455,R00648_v1,244_2003
13456,R00648_v1,2003
13457,R00648_v2,244_2003
13458,R00648_v2,2003
13459,R00649_v1,3016_7577_2003
13460,R00649_v2,3016_7577_2003
13487,R00671_v1,3692_2003
13491,R00674_v1,2002_2003
13492,R00677_v1,244_2003
13493,R00677_v1,2003
13494,R00677_v2,244_2003
13495,R00677_v2,2003
13498,R00679_v1,244_2003
13499,R00679_v1,2003
13502,R00689_v1,244_2003
13503,R00689_v1,2003
13504,R00689_v2,244_2003
13505,R00689_v2,2003
13507,R00690_v1,244_2003
13547,R00727_v1,2007_206_2003
13550,R00729_v1,244_2003
13551,R00729_v1,2003
13552,R00729_v2,244_2003
13553,R00729_v2,2003
13561,R00740_v1,298_2003
13562,R00740_v1,2003
13564,R00742_v1,109_2008_206_2486_325_3794_2003
13565,R00742_v1,206_2486_325_2003
13567,R00746_v1,236_2003
13578,R00754_v1,236_2003
13581,R00754_v2,236_2003
13584,R00758_v1,129_2003
13609,R00774_v1,10_206_306_325_75_2003
13610,R00774_v1,10_206_306_325_75_7552_810_2003
13630,R00787_v1,101_296_304_4294_66_2003
13631,R00787_v1,296_304_4294_66_2003
13632,R00787_v1,4294_66_2003
13633,R00787_v1,101_296_304_4294_2003
13634,R00789_v1,101_296_304_4294_2003
13636,R00791_v1,1_1001_101_2003
13637,R00791_v1,1_1001_2003
13671,R00815_v1,2485_2003
13672,R00815_v1,244_2485_2003
13675,R00818_v1,244_2003
13676,R00818_v1,2003
13677,R00823_v1,243_244_331_4294_66_2003
13679,R00825_v1,243_244_331_4294_66_2003
13681,R00827_v1,2003
13682,R00827_v2,2003
13688,R00837_v1,279_2003
13690,R00837_v2,279_2003
13692,R00837_v3,279_2003
13694,R00837_v4,279_2003
13695,R00838_v1,279_2003
13696,R00838_v2,279_2003
13697,R00838_v3,279_2003
13698,R00838_v4,279_2003
13699,R00839_v1,279_2003
13701,R00839_v2,279_2003
13703,R00839_v3,279_2003
13707,R00846_v1,244_6058_2003
13732,R00874_v1,298_2003
13737,R00888_v1,2003
13738,R00889_v1,2003
13739,R00891_v1,2003
13740,R00891_v1,282_2003
13742,R00894_v1,206_2003
13748,R00897_v1,2003
13764,R00900_v1,244_2003
13765,R00900_v1,2003
13766,R00900_v1,244_2485_2003
13772,R00918_v1,2007_222_236_304_6051_6094_7579_7581_2003
13773,R00918_v1,2007_222_236_304_6094_7579_7581_2003
13774,R00919_v1,236_2003
13775,R00919_v1,236_2486_327_4011_7584_2003
13776,R00920_v1,2007_206_2003
13847,R00977_v1,187_2002_205_2003
13848,R00977_v1,187_2002_2003
13849,R00977_v2,187_2002_205_2003
13850,R00977_v2,187_2002_2003
13851,R00978_v1,187_2002_205_2003
13867,R00996_v1,304_2003
13868,R00996_v1,2003
13869,R00996_v2,304_2003
13870,R00996_v2,2003
13871,R00997_v1,2003
13907,R01022_v1,2003
13912,R01025_v3,244_2003
13913,R01025_v3,2003
13914,R01025_v4,244_2003
13915,R01025_v4,2003
13927,R01034_v1,2003
13929,R01034_v2,2003
13932,R01041_v1,236_2003
13975,R01096_v1,236_2003
14012,R01101_v1,279_2003
14015,R01101_v2,279_2003
14018,R01101_v3,279_2003
14021,R01103_v1,279_2003
14024,R01103_v2,279_2003
14027,R01103_v3,279_2003
14030,R01104_v1,279_2003
14033,R01104_v2,279_2003
14036,R01104_v3,279_2003
14122,R01150_v1,206_2003
14123,R01151_v1,244_2003
14124,R01151_v1,2003
14126,R01151_v2,244_2003
14127,R01151_v2,2003
14129,R01151_v3,244_2003
14130,R01151_v3,2003
14132,R01151_v4,244_2003
14133,R01151_v4,2003
14156,R01169_v1,2003
14158,R01169_v1,209_2003
14173,R01194_v1,279_2003
14176,R01194_v2,279_2003
14179,R01194_v3,279_2003
14180,R01195_v1,2003
14182,R01195_v2,2003
14192,R01209_v1,2003
14201,R01218_v1,2007_2003
14253,R01256_v1,2007_206_2003
14255,R01257_v1,2003
14275,R01289_v1,2003
14276,R01289_v1,282_2003
14277,R01290_v1,2003
14278,R01290_v1,282_2003
14282,R01298_v1,244_2003
14326,R01329_v1,279_2003
14329,R01329_v2,279_2003
14332,R01329_v3,279_2003
14355,R01374_v1,2003
14358,R01377_v1,7574_2003
14364,R01384_v1,2003
14365,R01385_v1,2003
14367,R01395_v1,101_2007_206_2487_7543_2003
14368,R01395_v1,101_2002_2007_206_2487_7543_2003
14370,R01395_v2,101_2007_206_2487_7543_2003
14371,R01395_v2,101_2002_2007_206_2487_7543_2003
14372,R01398_v1,2003
14373,R01404_v1,2003
14374,R01404_v1,236_2003
14375,R01404_v1,2007_222_236_304_6094_7581_2003
14377,R01409_v1,2003
14384,R01414_v1,187_2002_205_2003
14385,R01414_v1,187_2002_2003
14386,R01414_v2,187_2002_205_2003
14387,R01414_v2,187_2002_2003
14388,R01415_v1,187_2002_205_2003
14389,R01430_v1,298_2003
14394,R01442_v1,11_2003
14395,R01442_v1,2003
14396,R01442_v2,11_2003
14397,R01442_v2,2003
14398,R01443_v1,11_2003
14399,R01443_v1,2003
14400,R01443_v2,11_2003
14401,R01443_v2,2003
14405,R01459_v1,2003
14407,R01465_v1,2003
14408,R01465_v1,236_2003
14409,R01466_v1,2003
14423,R01473_v1,2003
14427,R01481_v1,236_2003
14452,R01520_v1,2003
14453,R01521_v1,2003
14456,R01525_v1,7516_2003
14457,R01525_v1,236_2003
14466,R01544_v1,2003
14469,R01550_v1,236_2003
14470,R01553_v1,236_2003
14481,R01564_v1,1_244_304_2003
14539,R01624_v1,2007_222_236_304_6094_7581_2003
14544,R01626_v1,2007_222_236_304_6094_7581_2003
14550,R01626_v2,2007_222_236_304_6094_7581_2003
14555,R01628_v1,2485_2003
14556,R01628_v1,244_2485_2003
14562,R01644_v1,129_2003
14639,R01697_v1,2003
14644,R01706_v1,2007_222_236_304_6094_7581_2003
14647,R01710_v1,1_2003
14649,R01711_v1,1_2003
14650,R01711_v1,2003
14654,R01715_v1,164_2003
14673,R01741_v1,2003
14674,R01742_v1,2003
14678,R01763_v1,236_2003
14679,R01764_v1,7574_2003
14680,R01767_v1,2003
14738,R01859_v1,206_2486_325_3794_2003
14739,R01859_v1,206_2486_325_2003
14750,R01874_v1,2003
14763,R01896_v1,236_2003
14773,R01908_v1,7574_2003
14788,R01914_v1,244_2003
14789,R01914_v1,2003
14790,R01915_v1,2003
14791,R01917_v1,206_219_2003
14792,R01919_v1,298_2003
14793,R01919_v1,2003
14795,R01933_v1,244_323_325_7522_7574_2003
14796,R01933_v1,147_244_323_325_7522_7574_2003
14800,R01942_v1,2003
14801,R01942_v2,2003
14802,R01942_v3,2003
14807,R01960_v1,244_2003
14836,R01974_v1,7574_2003
14848,R01993_v1,101_2002_2007_206_2487_7543_2003
14851,R01993_v2,101_2002_2007_206_2487_7543_2003
14868,R02016_v1,2003
15039,R02124_v1,2003
15040,R02124_v1,236_2003
15042,R02124_v2,2003
15043,R02124_v2,236_2003
15086,R02173_v1,244_2003
15087,R02173_v1,2003
15089,R02173_v2,244_2003
15090,R02173_v2,2003
15092,R02173_v3,244_2003
15093,R02173_v3,2003
15095,R02173_v4,244_2003
15096,R02173_v4,2003
15104,R02197_v1,244_2003
15105,R02197_v1,2003
15106,R02197_v2,244_2003
15107,R02197_v2,2003
15109,R02204_v1,2003
15132,R02252_v1,2002_2003
15133,R02252_v2,2002_2003
15164,R02301_v1,2003
15166,R02301_v2,2003
15173,R02317_v1,298_2003
15216,R02340_v1,2002_2003
15225,R02364_v1,236_2003
15226,R02365_v1,11_2003
15227,R02365_v1,2003
15228,R02365_v2,11_2003
15229,R02365_v2,2003
15250,R02391_v1,298_2003
15251,R02391_v1,2003
15252,R02393_v1,298_2003
15253,R02393_v1,2003
15257,R02404_v1,2007_206_2003
15258,R02405_v1,2007_206_2003
15259,R02406_v1,2007_206_2003
15262,R02412_v1,2002_2004_2007_328_4002_2003
15272,R02426_v1,2003
15281,R02450_v1,2004_205_7522_7574_2003
15282,R02450_v2,2004_205_7522_7574_2003
15287,R02457_v1,2003
15338,R02529_v1,244_2003
15339,R02529_v1,2003
15341,R02529_v2,244_2003
15342,R02529_v2,2003
15344,R02529_v3,244_2003
15345,R02529_v3,2003
15347,R02529_v4,244_2003
15348,R02529_v4,2003
15353,R02532_v1,244_2003
15354,R02532_v1,2003
15355,R02534_v1,2003
15356,R02534_v2,2003
15376,R02560_v1,1_2003
15377,R02560_v1,1_1001_2003
15488,R02589_v1,2003
15490,R02593_v1,236_2003
15501,R02611_v1,236_2003
15503,R02613_v1,244_2003
15504,R02613_v1,2003
15506,R02613_v2,244_2003
15507,R02613_v2,2003
15509,R02613_v3,244_2003
15510,R02613_v3,2003
15512,R02613_v4,244_2003
15513,R02613_v4,2003
15536,R02672_v1,7574_2003
15541,R02685_v1,129_2486_2003
15565,R02703_v1,129_2003
15593,R02722_v1,2002_2003
15609,R02742_v1,244_2003
15625,R02767_v1,2003
15626,R02767_v2,2003
15630,R02777_v1,10_2003
15631,R02777_v1,2003
15655,R02813_v1,244_2003
15687,R02855_v1,2003
15688,R02855_v1,236_2003
15689,R02858_v1,2003
15690,R02858_v2,2003
15691,R02858_v3,2003
15692,R02859_v1,268_2003
15694,R02864_v1,1137_2007_4029_7550_2003
15695,R02864_v1,1137_2007_4029_4049_7550_2003
15715,R02894_v1,2003
15718,R02908_v1,244_2003
15719,R02908_v1,2003
15721,R02914_v1,321_4022_2003
15722,R02919_v1,244_2003
15723,R02919_v1,2003
15724,R02920_v1,2003
15725,R02920_v2,2003
15726,R02923_v1,2003
15728,R02925_v1,2003
15731,R02926_v1,279_2003
15734,R02926_v2,279_2003
15737,R02926_v3,279_2003
15738,R02928_v1,2003
15741,R02946_v1,2003
15742,R02946_v1,236_2003
15748,R02964_v1,2003
15750,R02964_v2,2003
15759,R02984_v1,2003
15763,R02993_v1,2003
15815,R03026_v1,129_2486_2003
15816,R03026_v1,129_2003
15842,R03045_v1,236_2486_327_4011_7584_2003
15843,R03045_v1,222_2003
15844,R03045_v1,129_2486_2003
15845,R03045_v1,2003
15846,R03050_v1,304_7574_2003
15847,R03051_v1,129_2003
15849,R03054_v1,236_2003
15865,R03073_v1,2003
15872,R03083_v1,2002_2004_2007_328_4002_2003
15875,R03083_v2,2002_2004_2007_328_4002_2003
15878,R03083_v3,2002_2004_2007_328_4002_2003
15880,R03084_v1,2002_2007_2003
15883,R03084_v1,2002_2004_2007_328_4002_2003
15904,R03132_v1,2003
15924,R03178_v1,7574_2003
15934,R03193_v1,2004_2003
15945,R03222_v1,244_2003
15949,R03224_v1,129_2486_2003
15950,R03224_v1,129_2003
15972,R03269_v1,7564_2003
15974,R03269_v2,7564_2003
15977,R03276_v1,129_2486_2003
15988,R03304_v1,2003
15989,R03304_v2,2003
16066,R03385_v1,244_2003
16067,R03386_v1,244_2003
16088,R03428_v1,206_2003
16089,R03429_v1,206_2003
16120,R03479_v1,206_2003
16123,R03494_v1,206_2486_325_2003
16137,R03524_v1,2003
16187,R03559_v1,243_244_331_4294_66_2003
16189,R03566_v1,2485_2003
16190,R03566_v1,244_2485_2003
16191,R03568_v1,2485_2003
16192,R03568_v1,244_2485_2003
16194,R03581_v1,236_2003
16222,R03634_v1,279_2003
16225,R03634_v2,279_2003
16228,R03634_v3,279_2003
16274,R03815_v1,244_2003
16275,R03816_v1,2003
16277,R03816_v2,2003
16283,R03822_v1,206_219_2003
16284,R03824_v1,2003
16348,R03918_v1,236_2003
16376,R03998_v1,2002_244_2003
16378,R03999_v1,2002_244_2003
16391,R04019_v1,279_2003
16394,R04019_v2,279_2003
16397,R04019_v3,279_2003
16402,R04025_v1,244_2003
16403,R04025_v1,2003
16456,R04137_v1,129_2486_2003
16457,R04138_v1,206_2486_325_2003
16458,R04144_v1,206_301_304_325_7571_2003
16459,R04144_v1,206_325_2003
16461,R04144_v1,206_301_304_325_2003
16469,R04170_v1,129_2486_2003
16472,R04178_v1,244_2003
16478,R04200_v1,2003
16479,R04201_v1,2003
16481,R04204_v1,129_2486_2003
16494,R04221_v1,2003
16496,R04224_v1,129_2486_2003
16502,R04266_v1,2003
16519,R04300_v1,244_2003
16521,R04300_v1,2003
16523,R04300_v2,244_2003
16525,R04300_v2,2003
16527,R04300_v3,244_2003
16529,R04300_v3,2003
16531,R04300_v4,244_2003
16533,R04300_v4,2003
16535,R04301_v1,2003
16536,R04301_v2,2003
16537,R04304_v1,236_2003
16549,R04319_v1,2002_2003
16554,R04328_v1,2003
16563,R04355_v1,132_301_3294_7581_2003
16564,R04355_v1,132_3294_7581_2003
16565,R04355_v1,2007_222_236_304_6094_7581_2003
16579,R04385_v1,206_325_2003
16580,R04385_v1,109_2008_206_2486_325_3794_2003
16582,R04386_v1,109_2008_206_2486_325_3794_2003
16595,R04420_v1,3651_2003
16598,R04427_v1,2003
16603,R04428_v1,2007_222_236_304_6094_7581_2003
16605,R04430_v1,2003
16606,R04430_v1,2007_222_236_304_6094_7581_2003
16613,R04436_v1,2003
16615,R04436_v1,209_2003
16618,R04439_v1,129_2003
16619,R04440_v1,129_2003
16621,R04441_v1,2003
16624,R04448_v1,2003
16630,R04470_v1,279_2003
16633,R04470_v2,279_2003
16636,R04470_v3,279_2003
16653,R04533_v1,132_301_3294_7581_2003
16654,R04533_v1,132_3294_7581_2003
16655,R04533_v1,2007_222_236_304_6094_7581_2003
16656,R04533_v1,2003
16659,R04533_v2,132_301_3294_7581_2003
16660,R04533_v2,132_3294_7581_2003
16661,R04533_v2,2007_222_236_304_6094_7581_2003
16662,R04533_v2,2003
16665,R04534_v1,132_301_3294_7581_2003
16666,R04534_v1,132_3294_7581_2003
16667,R04534_v1,2007_222_236_304_6094_7581_2003
16668,R04534_v1,2003
16671,R04534_v2,132_301_3294_7581_2003
16672,R04534_v2,132_3294_7581_2003
16673,R04534_v2,2007_222_236_304_6094_7581_2003
16674,R04534_v2,2003
16680,R04535_v1,2007_222_236_304_6094_7581_2003
16683,R04536_v1,132_301_3294_7581_2003
16684,R04536_v1,132_3294_7581_2003
16685,R04536_v1,2007_222_236_304_6094_7581_2003
16686,R04536_v1,2003
16689,R04536_v2,132_301_3294_7581_2003
16690,R04536_v2,132_3294_7581_2003
16691,R04536_v2,2007_222_236_304_6094_7581_2003
16692,R04536_v2,2003
16698,R04537_v1,2007_222_236_304_6094_7581_2003
16704,R04543_v1,132_301_3294_7581_2003
16705,R04543_v1,132_3294_7581_2003
16706,R04543_v1,2007_222_236_304_6094_7581_2003
16707,R04543_v1,2003
16710,R04543_v2,132_301_3294_7581_2003
16711,R04543_v2,132_3294_7581_2003
16712,R04543_v2,2007_222_236_304_6094_7581_2003
16713,R04543_v2,2003
16719,R04544_v1,2007_222_236_304_6094_7581_2003
16728,R04566_v1,132_301_3294_7581_2003
16729,R04566_v1,132_3294_7581_2003
16730,R04566_v1,2007_222_236_304_6094_7581_2003
16731,R04566_v1,2003
16734,R04566_v2,132_301_3294_7581_2003
16735,R04566_v2,132_3294_7581_2003
16736,R04566_v2,2007_222_236_304_6094_7581_2003
16737,R04566_v2,2003
16743,R04568_v1,2007_222_236_304_6094_7581_2003
16750,R04591_v1,206_325_2003
16781,R04672_v1,304_7574_2003
16782,R04673_v1,304_7574_2003
16783,R04674_v1,244_2003
16784,R04674_v1,2003
16786,R04674_v2,244_2003
16787,R04674_v2,2003
16789,R04674_v3,244_2003
16790,R04674_v3,2003
16792,R04674_v4,244_2003
16793,R04674_v4,2003
16798,R04687_v1,2003
16799,R04688_v1,2003
16809,R04725_v1,2003
16810,R04725_v1,2007_222_236_304_6094_7581_2003
16814,R04726_v1,132_301_3294_7581_2003
16815,R04726_v1,132_3294_7581_2003
16816,R04726_v1,2007_222_236_304_6094_7581_2003
16823,R04738_v1,129_2486_2003
16825,R04740_v1,129_2486_2003
16827,R04744_v1,129_2486_2003
16829,R04746_v1,129_2486_2003
16831,R04749_v1,129_2486_2003
16871,R04786_v1,2003
16872,R04787_v1,244_2003
16873,R04787_v1,2003
16882,R04801_v1,2003
16898,R04859_v1,2003
16926,R04880_v1,236_2003
16929,R04880_v2,236_2003
16931,R04881_v1,2003
16932,R04881_v2,2003
16934,R04887_v1,2003
16935,R04887_v2,2003
16936,R04890_v1,244_2003
16937,R04890_v1,2003
16938,R04893_v1,244_2003
16939,R04893_v1,2003
16940,R04894_v1,244_2003
16941,R04894_v1,2003
16945,R04907_v1,244_2003
16946,R04907_v1,2003
16947,R04908_v1,244_2003
16948,R04908_v1,2003
16986,R04952_v1,132_301_3294_7581_2003
16987,R04952_v1,132_3294_7581_2003
16988,R04952_v1,2007_222_236_304_6094_7581_2003
16991,R04953_v1,132_301_3294_7581_2003
16992,R04953_v1,132_3294_7581_2003
16993,R04953_v1,2007_222_236_304_6094_7581_2003
16994,R04953_v1,2003
16997,R04953_v2,132_301_3294_7581_2003
16998,R04953_v2,132_3294_7581_2003
16999,R04953_v2,2007_222_236_304_6094_7581_2003
17000,R04953_v2,2003
17006,R04954_v1,2007_222_236_304_6094_7581_2003
17008,R04956_v1,2003
17009,R04956_v1,2007_222_236_304_6094_7581_2003
17013,R04957_v1,132_301_3294_7581_2003
17014,R04957_v1,132_3294_7581_2003
17015,R04957_v1,2007_222_236_304_6094_7581_2003
17017,R04959_v1,2003
17018,R04959_v1,2007_222_236_304_6094_7581_2003
17022,R04960_v1,132_301_3294_7581_2003
17023,R04960_v1,132_3294_7581_2003
17024,R04960_v1,2007_222_236_304_6094_7581_2003
17026,R04962_v1,2003
17027,R04962_v1,2007_222_236_304_6094_7581_2003
17031,R04963_v1,132_301_3294_7581_2003
17032,R04963_v1,132_3294_7581_2003
17033,R04963_v1,2007_222_236_304_6094_7581_2003
17036,R04964_v1,132_301_3294_7581_2003
17037,R04964_v1,132_3294_7581_2003
17038,R04964_v1,2007_222_236_304_6094_7581_2003
17039,R04964_v1,2003
17042,R04964_v2,132_301_3294_7581_2003
17043,R04964_v2,132_3294_7581_2003
17044,R04964_v2,2007_222_236_304_6094_7581_2003
17045,R04964_v2,2003
17051,R04965_v1,2007_222_236_304_6094_7581_2003
17053,R04967_v1,2003
17054,R04967_v1,2007_222_236_304_6094_7581_2003
17058,R04968_v1,132_301_3294_7581_2003
17059,R04968_v1,132_3294_7581_2003
17060,R04968_v1,2007_222_236_304_6094_7581_2003
17062,R04970_v1,2003
17063,R04970_v1,2007_222_236_304_6094_7581_2003
17078,R05068_v1,129_2003
17079,R05069_v1,129_2003
17081,R05070_v1,2003
17084,R05071_v1,129_2003
17086,R05086_v1,2003
17125,R05133_v1,279_2003
17127,R05133_v2,279_2003
17129,R05133_v3,279_2003
17154,R05176_v1,2003
17181,R05231_v1,236_2003
17234,R05341_v1,2003
17242,R05380_v1,1_2003
17243,R05380_v2,1_2003
17280,R05465_v1,7574_2003
17299,R05549_v1,279_2003
17302,R05549_v2,279_2003
17305,R05549_v3,279_2003
17315,R05571_v1,236_2003
17317,R05581_v1,236_2003
17319,R05595_v1,129_2486_2003
17334,R05623_v1,2003
17369,R05651_v1,7574_2003
17379,R05683_v1,2003
17380,R05684_v1,236_2003
17381,R05688_v1,298_2003
17382,R05688_v2,298_2003
17383,R05688_v3,298_2003
17384,R05688_v4,298_2003
17387,R05704_v1,101_221_244_2003
17388,R05704_v1,101_221_2003
17410,R05707_v1,2003
17412,R05707_v2,2003
17414,R05707_v3,2003
17418,R05713_v1,244_2003
17419,R05715_v1,244_2003
17420,R05716_v1,244_2003
17454,R05758_v1,2003
17455,R05758_v2,2003
17456,R05758_v3,2003
17457,R05758_v4,2003
17470,R05775_v1,2003
17492,R05804_v1,2003
17493,R05805_v1,2003
17494,R05805_v2,2003
17495,R05805_v3,2003
17514,R05861_v1,2003
17515,R05862_v1,2003
17518,R05875_v1,244_2003
17520,R05875_v2,244_2003
17531,R06131_v1,304_2003
17534,R06131_v1,2003
17536,R06131_v2,304_2003
17539,R06131_v2,2003
17541,R06131_v3,304_2003
17544,R06131_v3,2003
17546,R06131_v4,304_2003
17549,R06131_v4,2003
17624,R06456_v1,268_2003
17625,R06458_v1,2007_222_236_304_6051_6094_7581_2003
17626,R06459_v1,2007_222_236_304_6051_6094_7579_7581_2003
17631,R06513_v1,2003
17632,R06514_v1,10_2003
17659,R06570_v1,236_2003
17660,R06571_v1,236_2003
17661,R06578_v1,2003
17662,R06578_v2,2003
17663,R06578_v3,2003
17673,R06622_v1,2003
17691,R06782_v1,243_244_331_4294_66_2003
17692,R06783_v1,243_244_331_4294_66_2003
17694,R06786_v1,2485_2003
17695,R06786_v1,2003
17697,R06787_v1,2485_2003
17698,R06787_v1,2003
17746,R06942_v1,129_2486_2003
17748,R06946_v1,2003
17749,R06946_v1,73_2003
17751,R06947_v1,2003
17752,R06947_v1,73_2003
17756,R06954_v1,2003
17758,R06962_v1,2003
17764,R06975_v1,206_2003
17838,R07135_v1,236_2003
17839,R07143_v1,236_2003
17840,R07144_v1,236_2003
17842,R07147_v1,236_2003
17845,R07157_v1,4044_7586_2003
17855,R07171_v1,244_2003
17861,R07175_v1,244_2003
17894,R07222_v1,1_2003
17912,R07251_v1,2007_222_304_323_6094_7581_2003
17913,R07251_v1,236_2003
17914,R07253_v1,2007_222_304_6094_7581_2003
17915,R07253_v1,2007_222_6094_7581_2003
17923,R07274_v1,2003
17974,R07314_v1,129_2486_2003
17975,R07314_v1,129_2003
17976,R07324_v1,298_2003
17978,R07328_v1,236_2003
17987,R07358_v1,244_2003
17988,R07358_v1,2003
17991,R07358_v2,244_2003
17992,R07358_v2,2003
17995,R07359_v1,244_2003
17996,R07359_v1,2003
17998,R07359_v2,244_2003
17999,R07359_v2,2003
18049,R07400_v1,2003
18066,R07437_v1,236_2003
18067,R07459_v1,2007_2003
18068,R07459_v1,2003
18074,R07463_v1,2003
18076,R07481_v1,2003
18087,R07511_v2,2003
18088,R07512_v1,244_2003
18089,R07512_v1,2003
18091,R07518_v1,244_2003
18117,R07618_v1,244_2003
18126,R07634_v1,2003
18135,R07641_v1,101_2007_206_2487_7543_2003
18136,R07641_v1,101_2002_2007_206_2487_7543_2003
18137,R07641_v2,101_2007_206_2487_7543_2003
18138,R07641_v2,101_2002_2007_206_2487_7543_2003
18159,R07660_v1,270_7571_2003
18160,R07672_v1,2003
18176,R07763_v1,2003
18179,R07763_v2,2003
18204,R07856_v1,2003
18223,R07889_v1,129_2486_2003
18226,R07893_v1,129_2486_2003
18229,R07897_v1,129_2486_2003
18232,R07917_v1,2003
18233,R07919_v1,2003
18234,R07920_v1,2003
18235,R07921_v1,2003
18299,R08083_v1,236_2003
