ec,cath_code_rule,rn
3.2.1.25,3.20,R08613
3.2.1.25,3.20,R08614
3.2.1.26,2.115,R00801
3.2.1.26,2.115,R00802
3.2.1.26,2.115,R02410
3.2.1.26,2.115,R03635
3.2.1.26,2.115,R03921
3.2.1.26,2.115,R06088
3.2.1.26,2.115,R06100
3.2.1.26,2.115,R06101
3.2.1.26,2.115,R06102
3.2.1.26,2.115_2.60,R00801
3.2.1.26,2.115_2.60,R00802
3.2.1.26,2.115_2.60,R02410
3.2.1.26,2.115_2.60,R03635
3.2.1.26,2.115_2.60,R03921
3.2.1.26,2.115_2.60,R06088
3.2.1.26,2.115_2.60,R06100
3.2.1.26,2.115_2.60,R06101
3.2.1.26,2.115_2.60,R06102
3.2.1.28,1.50,R06103
3.2.1.28,1.50,R00010
3.2.1.3,1.50,R01790
3.2.1.3,1.50,R01791
3.2.1.3,1.50,R06199
3.2.1.3,1.50_2.60_2.70,R01790
3.2.1.3,1.50_2.60_2.70,R01791
3.2.1.3,1.50_2.60_2.70,R06199
3.2.1.3,1.50_2.70,R01790
3.2.1.3,1.50_2.70,R01791
3.2.1.3,1.50_2.70,R06199
3.2.1.3,2.60,R01790
3.2.1.3,2.60,R01791
3.2.1.3,2.60,R06199
3.2.1.3,2.60_2.70_3.20,R01790
3.2.1.3,2.60_2.70_3.20,R01791
3.2.1.3,2.60_2.70_3.20,R06199
3.2.1.3,2.60_3.20_4.10,R01790
3.2.1.3,2.70_3.20,R01790
3.2.1.3,2.70_3.20,R01791
3.2.1.3,2.70_3.20,R06199
3.2.1.31,2.60_3.20,R04979
3.2.1.31,2.60_3.20,R08127
3.2.1.31,2.60_3.20,R01478
3.2.1.31,2.60_3.20,R07818
3.2.1.31,2.60_3.20,R08260
3.2.1.31,2.60_3.20,R10830
3.2.1.35,1.10_1.20,R07824
3.2.1.35,1.10_1.20,R07825
3.2.1.35,1.10_1.20,R10905
3.2.1.35,2.60,R07824
3.2.1.35,2.60,R07825
3.2.1.35,2.60,R10905
3.2.1.35,2.60_3.20,R07824
3.2.1.35,2.60_3.20,R07825
3.2.1.35,2.60_3.20,R10905
3.2.1.35,3.20,R07824
3.2.1.35,3.20,R07825
3.2.1.35,3.20,R10905
3.2.1.37,2.115,R01433
3.2.1.37,2.115,R06203
3.2.1.37,2.115_2.60,R01433
3.2.1.37,2.115_2.60,R06203
3.2.1.37,2.160_2.60,R01433
3.2.1.37,2.160_2.60,R06203
3.2.1.37,2.60_3.20,R01433
3.2.1.37,2.60_3.20,R06203
3.2.1.39,1.10_1.20_2.70,R00308
3.2.1.39,1.10_1.20_2.70,R06204
3.2.1.39,2.60,R00308
3.2.1.39,2.60,R06204
3.2.1.39,2.60_3.30,R00308
3.2.1.39,2.60_3.30,R06204
3.2.1.39,3.20,R00308
3.2.1.39,3.20,R06204
3.2.1.4,1.10,R06200
3.2.1.4,1.10,R11307
3.2.1.4,1.10,R11308
3.2.1.4,1.10_2.60,R06200
3.2.1.4,1.10_2.60,R11307
3.2.1.4,1.10_2.60,R11308
3.2.1.4,1.50,R06200
3.2.1.4,1.50,R11307
3.2.1.4,1.50,R11308
3.2.1.4,1.50_2.170_4.10,R06200
3.2.1.4,1.50_2.170_4.10,R11307
3.2.1.4,1.50_2.170_4.10,R11308
3.2.1.4,1.50_2.60,R06200
3.2.1.4,1.50_2.60,R11307
3.2.1.4,1.50_2.60,R11308
3.2.1.4,2.10,R06200
3.2.1.4,2.10,R11307
3.2.1.4,2.10,R11308
3.2.1.4,2.40,R06200
3.2.1.4,2.40,R11307
3.2.1.4,2.40,R11308
3.2.1.4,2.40_2.60,R06200
3.2.1.4,2.40_2.60,R11307
3.2.1.4,2.40_2.60,R11308
3.2.1.4,2.40_3.40,R06200
3.2.1.4,2.40_3.40,R11307
3.2.1.4,2.40_3.40,R11308
3.2.1.4,2.60,R06200
3.2.1.4,2.60,R11307
3.2.1.4,2.60,R11308
3.2.1.4,2.60_3.20,R06200
3.2.1.4,2.60_3.20,R11307
3.2.1.4,2.60_3.20,R11308
3.2.1.4,2.60_3.40,R06200
3.2.1.4,2.60_3.40,R11307
3.2.1.4,2.60_3.40,R11308
3.2.1.4,2.70,R06200
3.2.1.4,2.70,R11307
3.2.1.4,2.70,R11308
3.2.1.4,3.20,R06200
3.2.1.4,3.20,R11307
3.2.1.4,3.20,R11308
3.2.1.4,3.90,R06200
3.2.1.4,3.90,R11307
3.2.1.4,3.90,R11308
3.2.1.45,2.60_3.20,R01498
3.2.1.46,2.60_3.20,R03617
3.2.1.48,1.10_2.60_3.20_3.90,R00801
3.2.1.48,1.10_2.60_3.20_3.90,R00802
3.2.1.48,1.10_2.60_3.20_3.90,R06087
3.2.1.48,1.10_2.60_3.20_3.90,R06088
3.2.1.49,2.60_3.20,R04183
3.2.1.49,2.60_3.20,R05966
3.2.1.49,3.30_3.40,R04183
3.2.1.49,3.30_3.40,R05966
3.2.1.50,1.20_2.60_3.20_3.30,R07816
3.2.1.50,2.60,R07816
3.2.1.51,2.60_3.20,R03162
3.2.1.51,3.20,R03162
3.2.1.52,1.20_3.20,R00022
3.2.1.52,1.20_3.20,R03492
3.2.1.52,1.20_3.20,R04184
3.2.1.52,1.20_3.20,R04586
3.2.1.52,1.20_3.20,R05963
3.2.1.52,1.20_3.20,R06001
3.2.1.52,1.20_3.20,R06004
3.2.1.52,1.20_3.20,R06141
3.2.1.52,1.20_3.20,R07809
3.2.1.52,1.20_3.20,R07810
3.2.1.52,1.20_3.20,R09323
3.2.1.52,1.20_3.20,R10831
3.2.1.52,1.20_3.20,R11316
3.2.1.52,1.20_3.20,R11317
3.2.1.52,1.20_3.20_3.30,R00022
3.2.1.52,1.20_3.20_3.30,R03492
3.2.1.52,1.20_3.20_3.30,R04184
3.2.1.52,1.20_3.20_3.30,R04586
3.2.1.52,1.20_3.20_3.30,R05963
3.2.1.52,1.20_3.20_3.30,R06001
3.2.1.52,1.20_3.20_3.30,R06004
3.2.1.52,1.20_3.20_3.30,R06141
3.2.1.52,1.20_3.20_3.30,R07809
3.2.1.52,1.20_3.20_3.30,R07810
3.2.1.52,1.20_3.20_3.30,R09323
3.2.1.52,1.20_3.20_3.30,R10831
3.2.1.52,1.20_3.20_3.30,R11316
3.2.1.52,1.20_3.20_3.30,R11317
3.2.1.52,2.20,R00022
3.2.1.52,2.20,R03492
3.2.1.52,2.20,R04184
3.2.1.52,2.20,R04586
3.2.1.52,2.20,R05963
3.2.1.52,2.20,R06001
3.2.1.52,2.20,R06004
3.2.1.52,2.20,R06141
3.2.1.52,2.20,R07809
3.2.1.52,2.20,R07810
3.2.1.52,2.20,R09323
3.2.1.52,2.20,R10831
3.2.1.52,2.20,R11316
3.2.1.52,2.20,R11317
3.2.1.52,2.60_3.20_3.30,R00022
3.2.1.52,2.60_3.20_3.30,R03492
3.2.1.52,2.60_3.20_3.30,R04184
3.2.1.52,2.60_3.20_3.30,R04586
3.2.1.52,2.60_3.20_3.30,R05963
3.2.1.52,2.60_3.20_3.30,R06001
3.2.1.52,2.60_3.20_3.30,R06004
3.2.1.52,2.60_3.20_3.30,R06141
3.2.1.52,2.60_3.20_3.30,R07809
3.2.1.52,2.60_3.20_3.30,R07810
3.2.1.52,2.60_3.20_3.30,R09323
3.2.1.52,2.60_3.20_3.30,R10831
3.2.1.52,2.60_3.20_3.30,R11316
3.2.1.52,2.60_3.20_3.30,R11317
3.2.1.52,2.80_3.20_3.30,R00022
3.2.1.52,2.80_3.20_3.30,R03492
3.2.1.52,2.80_3.20_3.30,R04184
3.2.1.52,2.80_3.20_3.30,R04586
3.2.1.52,2.80_3.20_3.30,R05963
3.2.1.52,2.80_3.20_3.30,R06001
3.2.1.52,2.80_3.20_3.30,R06004
3.2.1.52,2.80_3.20_3.30,R06141
3.2.1.52,2.80_3.20_3.30,R07809
3.2.1.52,2.80_3.20_3.30,R07810
3.2.1.52,2.80_3.20_3.30,R09323
3.2.1.52,2.80_3.20_3.30,R10831
3.2.1.52,2.80_3.20_3.30,R11316
3.2.1.52,2.80_3.20_3.30,R11317
3.2.1.52,3.10_3.20,R00022
3.2.1.52,3.10_3.20,R03492
3.2.1.52,3.10_3.20,R04184
3.2.1.52,3.10_3.20,R04586
3.2.1.52,3.10_3.20,R05963
3.2.1.52,3.10_3.20,R06001
3.2.1.52,3.10_3.20,R06004
3.2.1.52,3.10_3.20,R06141
3.2.1.52,3.10_3.20,R07809
3.2.1.52,3.10_3.20,R07810
3.2.1.52,3.10_3.20,R09323
3.2.1.52,3.10_3.20,R10831
3.2.1.52,3.10_3.20,R11316
3.2.1.52,3.10_3.20,R11317
3.2.1.52,3.20,R00022
3.2.1.52,3.20,R03492
3.2.1.52,3.20,R04184
3.2.1.52,3.20,R04586
3.2.1.52,3.20,R05963
3.2.1.52,3.20,R06001
3.2.1.52,3.20,R06004
3.2.1.52,3.20,R06141
3.2.1.52,3.20,R07809
3.2.1.52,3.20,R07810
3.2.1.52,3.20,R09323
3.2.1.52,3.20,R10831
3.2.1.52,3.20,R11316
3.2.1.52,3.20,R11317
3.2.1.52,3.20_3.30,R00022
3.2.1.52,3.20_3.30,R03492
3.2.1.52,3.20_3.30,R04184
3.2.1.52,3.20_3.30,R04586
3.2.1.52,3.20_3.30,R05963
3.2.1.52,3.20_3.30,R06001
3.2.1.52,3.20_3.30,R06004
3.2.1.52,3.20_3.30,R06141
3.2.1.52,3.20_3.30,R07809
3.2.1.52,3.20_3.30,R07810
3.2.1.52,3.20_3.30,R09323
3.2.1.52,3.20_3.30,R10831
3.2.1.52,3.20_3.30,R11316
3.2.1.52,3.20_3.30,R11317
3.2.1.52,3.20_3.40,R00022
3.2.1.52,3.20_3.40,R03492
3.2.1.52,3.20_3.40,R04184
3.2.1.52,3.20_3.40,R04586
3.2.1.52,3.20_3.40,R05963
3.2.1.52,3.20_3.40,R06001
3.2.1.52,3.20_3.40,R06004
3.2.1.52,3.20_3.40,R06141
3.2.1.52,3.20_3.40,R07809
3.2.1.52,3.20_3.40,R07810
3.2.1.52,3.20_3.40,R09323
3.2.1.52,3.20_3.40,R10831
3.2.1.52,3.20_3.40,R11316
3.2.1.52,3.20_3.40,R11317
3.2.1.54,2.60_3.20,R06160
3.2.1.54,2.60_3.20,R03122
3.2.1.54,2.60_3.20_3.90,R06160
3.2.1.54,2.60_3.20_3.90,R03122
3.2.1.55,2.115,R01762
3.2.1.55,2.115_2.60,R01762
3.2.1.55,2.115_2.80,R01762
3.2.1.55,2.120,R01762
3.2.1.55,2.60,R01762
3.2.1.55,2.60_2.80,R01762
3.2.1.55,2.60_3.20,R01762
3.2.1.58,2.160,R00308
3.2.1.58,2.160,R03115
3.2.1.58,2.160,R06078
3.2.1.58,3.20,R03115
3.2.1.58,3.20,R06078
3.2.1.58,3.20_3.40,R00308
3.2.1.58,3.20_3.40,R03115
3.2.1.58,3.20_3.40,R06078
3.2.1.63,1.50_2.60_2.70,R06118
3.2.1.63,1.50_2.60_2.70,R04270
3.2.1.67,3.90,R01982
3.2.1.67,3.90,R06201
3.2.1.67,3.90,R07413
3.2.1.67,3.90,R04320
3.2.1.68,2.60_3.20,R11261
3.2.1.74,3.20,R01444
3.2.1.74,3.20,R03801
3.2.1.74,3.20,R03802
3.2.1.74,3.20,R05141
3.2.1.74,3.20,R05142
3.2.1.74,3.20,R06104
3.2.1.74,3.20,R06105
3.2.1.74,3.20,R06106
3.2.1.74,3.20,R06107
3.2.1.74,3.20,R06108
3.2.1.74,3.20,R06109
3.2.1.76,2.60_3.20,R07813
3.2.1.76,2.60_3.20,R07822
3.2.1.78,2.60,R01332
3.2.1.78,2.60,R08612
3.2.1.78,2.60_3.20,R08612
3.2.1.78,3.20,R08612
3.2.1.80,2.115_2.60,R00879
3.2.1.80,2.115_2.60,R06208
3.2.1.80,2.60,R00879
3.2.1.80,2.60,R06208
3.2.1.85,3.20,R03255
3.2.1.85,3.20,R03256
3.2.1.85,3.20,R06110
3.2.1.86,3.20,R05133
3.2.1.86,3.20,R05134
3.2.1.86,3.20,R06112
3.2.1.86,3.20,R00839
3.2.1.86,3.40_3.90,R05133
3.2.1.86,3.40_3.90,R05134
3.2.1.86,3.40_3.90,R06112
3.2.1.86,3.40_3.90,R00839
3.2.1.91,1.10,R02886
3.2.1.91,1.50_2.170,R02886
3.2.1.91,1.50_2.170,R06200
3.2.1.91,1.50_2.170,R11308
3.2.1.91,1.50_2.170_4.10,R02886
3.2.1.91,2.60,R02886
3.2.1.91,2.70,R02886
3.2.1.91,3.20,R02886
3.2.1.93,2.60_3.20_3.90,R06113
3.2.1.93,2.60_3.20_3.90,R00837
3.2.1.97,1.20_2.60_2.70_3.20,R04527
3.2.1.97,1.20_2.60_2.70_3.20,R06140
3.2.1.97,2.60_2.70_3.20,R04527
3.2.1.97,2.60_2.70_3.20,R06140
3.2.1.97,2.60_2.70_3.20_6.10,R04527
3.2.1.97,2.60_2.70_3.20_6.10,R06140
3.2.2.1,3.90,R01273
3.2.2.1,3.90,R01245
3.2.2.1,3.90,R01677
3.2.2.1,3.90,R01770
3.2.2.1,3.90,R02143
3.2.2.1,3.90,R02341
3.2.2.10,3.30_3.40,R00510
3.2.2.10,3.30_3.40,R02171
3.2.2.10,3.40,R00510
3.2.2.10,3.40,R02171
3.2.2.16,3.40,R01401
3.2.2.19,1.10,R07626
3.2.2.19,1.10,R01886
3.2.2.24,1.10,R03446
3.2.2.3,3.90,R10046
3.2.2.3,3.90,R01080
3.2.2.30,3.40,R10668
3.2.2.4,3.30_3.40,R00182
3.2.2.4,3.40,R00182
3.2.2.5,1.10,R00102
3.2.2.5,2.60_3.30_3.40_3.90,R00102
3.2.2.5,3.90,R00102
3.2.2.6,1.20_3.40,R00102
3.2.2.6,1.20_3.40,R10629
3.2.2.6,1.20_3.40,R10630
3.2.2.6,2.60,R00102
3.2.2.6,2.60,R10629
3.2.2.6,2.60,R10630
3.2.2.6,3.40,R00102
3.2.2.6,3.40,R10629
3.2.2.6,3.40,R10630
3.2.2.6,3.80,R00102
3.2.2.6,3.80,R10629
3.2.2.6,3.80,R10630
3.2.2.8,3.90,R02137
3.2.2.8,3.90,R02172
3.2.2.9,3.40,R00194
3.2.2.9,3.40,R12621
3.3.1.1,3.30_3.50,R04936
3.3.1.1,3.30_3.50,R00192
3.3.1.1,3.40,R04936
3.3.1.1,3.40,R00192
3.3.2.1,1.10_3.30_3.40,R03037
3.3.2.1,1.10_3.40,R03037
3.3.2.1,3.40,R03037
3.3.2.10,1.10_1.25_2.60_3.30,R02822
3.3.2.10,1.10_1.25_2.60_3.30,R05842
3.3.2.10,1.10_1.25_2.60_3.30,R07108
3.3.2.10,1.10_1.25_2.60_3.30,R07109
3.3.2.10,1.10_1.25_2.60_3.30,R07110
3.3.2.10,1.10_1.25_2.60_3.30,R07111
3.3.2.10,1.10_3.40,R02822
3.3.2.10,1.10_3.40,R05842
3.3.2.10,1.10_3.40,R07108
3.3.2.10,1.10_3.40,R07109
3.3.2.10,1.10_3.40,R07110
3.3.2.10,1.10_3.40,R07111
3.3.2.10,3.10,R02822
3.3.2.10,3.10,R05842
3.3.2.10,3.10,R07108
3.3.2.10,3.10,R07109
3.3.2.10,3.10,R07110
3.3.2.10,3.10,R07111
3.3.2.10,3.40,R02822
3.3.2.10,3.40,R05842
3.3.2.10,3.40,R07108
3.3.2.10,3.40,R07109
3.3.2.10,3.40,R07110
3.3.2.10,3.40,R07111
3.3.2.11,3.10,R07597
3.3.2.11,3.10,R04792
3.3.2.15,3.40,R11463
3.3.2.6,1.10_1.25_2.60_3.30,R03057
3.3.2.8,3.10,R05784
3.3.2.8,3.10,R09387
3.3.2.9,3.40,R07013
3.3.2.9,3.40,R07014
3.3.2.9,3.40,R07027
3.3.2.9,3.40,R07071
3.3.2.9,3.40,R07072
3.3.2.9,3.40,R07082
3.3.2.9,3.40,R09410
3.3.2.9,3.40,R09417
3.3.2.9,3.40,R09443
3.3.2.9,3.40,R07627
3.3.2.9,3.40,R11930
3.4.11.1,2.40_3.40,R00899
3.4.11.1,2.40_3.40,R04951
3.4.11.1,3.40,R00899
3.4.11.1,3.40,R04951
3.4.11.2,1.10_1.25_2.60,R00899
3.4.11.2,1.10_1.25_2.60,R04951
3.4.11.2,1.10_1.25_2.60_3.30,R00899
3.4.11.2,1.10_1.25_2.60_3.30,R04951
3.4.11.2,1.10_2.30_2.60,R00899
3.4.11.2,1.10_2.30_2.60,R04951
3.4.11.2,1.10_2.60_3.30,R00899
3.4.11.2,1.10_2.60_3.30,R04951
3.4.11.5,3.40,R00135
3.4.13.18,3.30_3.40,R01166
3.4.13.18,3.30_3.40,R01992
3.4.13.20,3.30_3.40,R03288
3.4.13.20,3.40,R01166
3.4.13.20,3.40,R01992
3.4.13.20,3.40,R03288
3.4.13.22,3.30,R07651
3.4.14.13,2.30_3.90,R11190
3.4.15.6,3.40,R09722
3.4.17.21,1.20_3.40_3.50,R10688
3.4.17.21,1.20_3.40_3.50,R10687
3.4.19.12,1.10,R02418
3.4.19.12,1.10_2.40,R02418
3.4.19.12,1.10_2.60,R02418
3.4.19.12,1.10_2.60_3.10,R02418
3.4.19.12,1.10_3.10,R02418
3.4.19.12,1.10_3.30,R02418
3.4.19.12,1.10_3.30_3.90,R02418
3.4.19.12,1.10_3.30_6.10,R02418
3.4.19.12,1.10_3.90,R02418
3.4.19.12,1.10_6.10,R02418
3.4.19.12,1.20,R02418
3.4.19.12,1.20_3.10_3.30,R02418
3.4.19.12,1.20_3.30,R02418
3.4.19.12,1.20_3.40,R02418
3.4.19.12,1.25,R02418
3.4.19.12,2.20,R02418
3.4.19.12,2.20_2.60,R02418
3.4.19.12,2.30,R02418
3.4.19.12,2.40,R02418
3.4.19.12,2.40_3.30,R02418
3.4.19.12,2.60,R02418
3.4.19.12,3.10,R02418
3.4.19.12,3.10_3.30,R02418
3.4.19.12,3.30,R02418
3.4.19.12,3.30_3.40,R02418
3.4.19.12,3.30_3.90,R02418
3.4.19.12,3.30_6.10,R02418
3.4.19.12,3.40,R02418
3.4.19.12,3.90,R02418
3.4.19.12,3.90_6.10,R02418
3.4.19.12,4.10,R02418
3.4.19.13,1.10_3.60,R00494
3.4.19.14,1.10_3.60,R09875
3.4.19.9,3.40,R04242
3.4.24.84,3.30,R09845
3.5.1.1,3.10,R06134
3.5.1.1,3.10,R00485
3.5.1.1,3.40,R06134
3.5.1.1,3.40,R00485
3.5.1.10,3.30_3.40,R00944
3.5.1.103,3.40,R09651
3.5.1.104,3.20,R09721
3.5.1.104,3.20_3.30_3.90,R09721
3.5.1.107,3.40,R03540
3.5.1.108,3.30,R04587
3.5.1.11,1.10,R02170
3.5.1.11,1.10,R04103
3.5.1.11,1.10_2.30_3.60,R02170
3.5.1.11,1.10_2.30_3.60,R04103
3.5.1.11,3.60,R02170
3.5.1.11,3.60,R04103
3.5.1.110,3.40,R09947
3.5.1.110,3.40,R09948
3.5.1.110,3.40,R09949
3.5.1.110,3.40,R09950
3.5.1.110,3.40,R12625
3.5.1.110,3.40,R09980
3.5.1.110,3.40,R07316
3.5.1.110,3.40,R12623
3.5.1.110,3.40,R12624
3.5.1.114,2.20_3.40,R10621
3.5.1.114,2.20_3.40,R10553
3.5.1.116,3.30_3.40,R00469
3.5.1.118,3.60,R11021
3.5.1.122,3.10,R11560
3.5.1.124,3.40,R11562
3.5.1.124,3.40,R11563
3.5.1.124,3.40,R11564
3.5.1.128,3.60,R12024
3.5.1.13,3.90,R01862
3.5.1.130,3.30_3.40,R09779
3.5.1.131,3.90,R12333
3.5.1.135,2.30,R12635
3.5.1.14,1.10_3.40,R00669
3.5.1.14,1.10_3.40,R01263
3.5.1.14,1.10_3.40,R10553
3.5.1.14,3.30_3.40,R00669
3.5.1.14,3.30_3.40,R01263
3.5.1.14,3.30_3.40,R10553
3.5.1.15,2.20_3.40,R00488
3.5.1.15,2.20_3.40,R00526
3.5.1.15,2.20_3.40,R00546
3.5.1.16,3.30_3.40,R09107
3.5.1.18,3.30_3.40,R02734
3.5.1.18,3.40,R02734
3.5.1.19,3.40,R01268
3.5.1.2,1.10_3.40,R01579
3.5.1.2,1.10_3.40,R06134
3.5.1.2,1.10_3.40,R00256
3.5.1.2,1.25,R01579
3.5.1.2,1.25,R06134
3.5.1.2,1.25,R00256
3.5.1.2,3.20_3.40,R01579
3.5.1.2,3.20_3.40,R06134
3.5.1.2,3.20_3.40,R00256
3.5.1.2,3.30_3.40,R01579
3.5.1.2,3.30_3.40,R06134
3.5.1.2,3.30_3.40,R00256
3.5.1.2,3.40,R01579
3.5.1.2,3.40,R00256
3.5.1.23,2.60,R06518
3.5.1.23,2.60,R06528
3.5.1.23,2.60,R01493
3.5.1.23,2.60,R01494
3.5.1.24,3.60,R02797
3.5.1.24,3.60,R03975
3.5.1.24,3.60,R03977
3.5.1.24,3.60,R04486
3.5.1.24,3.60,R04487
3.5.1.24,3.60,R05835
3.5.1.25,2.30_3.20,R05168
3.5.1.25,2.30_3.20,R02059
3.5.1.28,1.10_3.40,R04112
3.5.1.28,1.10_3.40_6.20,R04112
3.5.1.28,2.10,R04112
3.5.1.28,2.10_3.40,R04112
3.5.1.28,2.30,R04112
3.5.1.28,2.30_3.40,R04112
3.5.1.28,2.60_3.40,R04112
3.5.1.28,3.30,R04112
3.5.1.28,3.40,R04112
3.5.1.28,4.10,R04112
3.5.1.29,3.40,R01649
3.5.1.3,3.60,R06134
3.5.1.3,3.60,R00269
3.5.1.3,3.60,R00348
3.5.1.3,3.60,R03804
3.5.1.4,1.10_3.90,R06134
3.5.1.4,1.10_3.90,R00321
3.5.1.4,1.10_3.90,R02540
3.5.1.4,1.10_3.90,R03096
3.5.1.4,1.10_3.90,R03180
3.5.1.4,1.10_3.90,R03909
3.5.1.4,1.10_3.90,R05551
3.5.1.4,1.10_3.90,R05590
3.5.1.4,3.60,R00321
3.5.1.4,3.60,R02540
3.5.1.4,3.60,R03096
3.5.1.4,3.60,R03180
3.5.1.4,3.60,R03909
3.5.1.4,3.60,R05551
3.5.1.4,3.60,R05590
3.5.1.4,3.90,R06134
3.5.1.4,3.90,R00321
3.5.1.4,3.90,R02540
3.5.1.4,3.90,R03096
3.5.1.4,3.90,R03180
3.5.1.4,3.90,R03909
3.5.1.4,3.90,R05551
3.5.1.4,3.90,R05590
3.5.1.41,3.20,R02333
3.5.1.41,3.20,R06241
3.5.1.44,3.10,R02622
3.5.1.44,3.30,R06134
3.5.1.44,3.30,R02622
3.5.1.44,3.40,R02622
3.5.1.44,3.90,R02622
3.5.1.46,1.20_3.40,R10979
3.5.1.46,1.20_3.40,R10975
3.5.1.46,1.20_3.40,R00059
3.5.1.46,1.20_3.40_6.10,R10979
3.5.1.46,1.20_3.40_6.10,R10975
3.5.1.46,1.20_3.40_6.10,R00059
3.5.1.48,3.40,R07300
3.5.1.49,3.60,R00524
3.5.1.5,2.10,R06134
3.5.1.5,2.10,R00131
3.5.1.5,2.10_2.30_3.20_3.30,R06134
3.5.1.5,2.10_2.30_3.20_3.30,R00131
3.5.1.5,2.10_3.30,R06134
3.5.1.5,2.10_3.30,R00131
3.5.1.5,3.30,R00131
3.5.1.52,1.10_2.20_6.10,R08707
3.5.1.52,1.20,R08707
3.5.1.52,2.20_3.10,R08707
3.5.1.52,2.60,R08707
3.5.1.53,3.60,R01152
3.5.1.54,1.20_3.10_3.90,R00005
3.5.1.54,1.20_3.90,R00005
3.5.1.54,2.40,R00005
3.5.1.54,3.10,R00005
3.5.1.54,3.90,R00005
3.5.1.59,3.40,R01563
3.5.1.6,3.30_3.40,R04666
3.5.1.6,3.30_3.40,R08228
3.5.1.6,3.30_3.40,R00905
3.5.1.6,3.60,R04666
3.5.1.6,3.60,R08228
3.5.1.6,3.60,R00905
3.5.1.62,3.40,R01156
3.5.1.77,3.60,R02190
3.5.1.78,3.90,R01918
3.5.1.81,2.30_3.20_3.30,R02192
3.5.1.82,2.30_3.20_3.30,R01581
3.5.1.87,3.30_3.40,R00254
3.5.1.87,3.30_3.40,R05782
3.5.1.87,3.40,R00254
3.5.1.87,3.40,R05782
3.5.1.88,3.90,R04268
3.5.1.88,3.90,R05635
3.5.1.9,3.40,R00988
3.5.1.9,3.40,R04911
3.5.1.9,3.40,R01959
3.5.1.9,3.50,R00988
3.5.1.9,3.50,R04911
3.5.1.9,3.50,R01959
3.5.1.92,3.60,R02973
3.5.1.93,1.10_2.30_3.60,R07402
3.5.1.96,2.40_3.40,R00411
3.5.1.96,3.40,R00411
3.5.1.97,1.10_2.30_3.60,R09646
3.5.1.99,3.90,R09536
3.5.1.99,3.90,R09537
3.5.2.1,3.30,R03870
3.5.2.1,3.30,R10777
3.5.2.1,3.30,R02139
3.5.2.1,3.40,R03870
3.5.2.1,3.40,R10777
3.5.2.1,3.40,R02139
3.5.2.10,3.40,R01884
3.5.2.12,3.90,R03448
3.5.2.15,3.30,R12332
3.5.2.17,1.10,R06601
3.5.2.17,1.10_2.60,R06601
3.5.2.17,2.60,R06601
3.5.2.18,2.30_3.20,R07984
3.5.2.2,2.30_3.20,R03055
3.5.2.2,2.30_3.20,R08227
3.5.2.2,2.30_3.20,R02269
3.5.2.2,3.20,R03055
3.5.2.2,3.20,R08227
3.5.2.2,3.20,R02269
3.5.2.20,3.50,R11181
3.5.2.3,2.30_3.20,R01993
3.5.2.3,3.20,R01993
3.5.2.3,3.40,R01993
3.5.2.5,2.30_3.20,R02425
3.5.2.5,3.20,R02425
3.5.2.6,1.25,R03743
3.5.2.6,1.25,R04318
3.5.2.6,1.25,R06363
3.5.2.6,2.40_3.40,R03743
3.5.2.6,2.40_3.40,R04318
3.5.2.6,2.40_3.40,R06363
3.5.2.6,2.60_3.40,R03743
3.5.2.6,2.60_3.40,R04318
3.5.2.6,2.60_3.40,R06363
3.5.2.6,3.20,R03743
3.5.2.6,3.20,R04318
3.5.2.6,3.20,R06363
3.5.2.6,3.40,R03743
3.5.2.6,3.40,R04318
3.5.2.6,3.40,R06363
3.5.2.6,3.60,R03743
3.5.2.6,3.60,R04318
3.5.2.6,3.60,R06363
3.5.2.7,2.30_3.20,R02288
3.5.2.9,2.40,R00251
3.5.2.9,3.20,R00251
3.5.2.9,3.30,R00251
3.5.3.1,3.40,R00551
3.5.3.11,3.40,R01157
3.5.3.12,3.75,R06138
3.5.3.12,3.75,R01416
3.5.3.15,2.60_3.75,R02621
3.5.3.17,3.40,R00913
3.5.3.18,3.75,R02513
3.5.3.22,3.40,R05357
3.5.3.23,3.75,R04189
3.5.3.26,2.60,R05554
3.5.3.3,3.40_3.90,R01566
3.5.3.4,2.60,R02422
3.5.3.6,1.10_3.75,R06138
3.5.3.6,1.10_3.75,R00552
3.5.3.6,3.75,R00552
3.5.3.7,3.40,R01990
3.5.3.8,3.40,R02285
3.5.3.9,3.30_3.40,R06138
3.5.3.9,3.30_3.40,R02423
3.5.4.1,2.30_3.20,R01411
3.5.4.1,2.30_3.20,R00974
3.5.4.1,3.40,R01411
3.5.4.1,3.40,R00974
3.5.4.10,1.10_3.40,R01127
3.5.4.10,3.40,R01127
3.5.4.10,3.60,R01127
3.5.4.12,3.40,R01663
3.5.4.13,2.70,R00568
3.5.4.13,2.70,R02325
3.5.4.16,1.10_3.30,R00428
3.5.4.16,1.10_3.30,R04639
3.5.4.16,1.10_3.30,R05046
3.5.4.16,1.10_3.30,R05048
3.5.4.16,1.10_3.30,R00424
3.5.4.16,3.10,R00428
3.5.4.16,3.10,R04639
3.5.4.16,3.10,R05046
3.5.4.16,3.10,R05048
3.5.4.16,3.10,R00424
3.5.4.19,3.10_4.10,R04037
3.5.4.2,2.30_3.20,R01244
3.5.4.2,3.20,R01244
3.5.4.22,3.20,R02280
3.5.4.23,3.40,R03800
3.5.4.25,3.40,R00425
