rn,cid,s
AR9855,C00001,-1
AR9855,C00016,-1
AR9855,C07673,-1
AR9855,C00601,1
AR9855,C01352,1
AR9855,C07672,1
AR9856,C00001,-1
AR9856,C00016,-1
AR9856,C07674,-1
AR9856,C01352,1
AR9856,C01412,1
AR9856,C07672,1
AR9857,C00001,-1
AR9857,C00016,-1
AR9857,C07889,-1
AR9857,C00067,1
AR9857,C01352,1
AR9857,C07438,1
AR9858,C00001,-1
AR9858,C00016,-1
AR9858,C08012,-1
AR9858,C00067,1
AR9858,C01352,1
AR9858,C16661,1
AR9859,C00001,-1
AR9859,C00016,-1
AR9859,C08264,-1
AR9859,C00086,1
AR9859,C01352,1
AR9859,C11822,1
AR9860,C00001,-1
AR9860,C00016,-1
AR9860,C08266,-1
AR9860,C00441,1
AR9860,C01352,1
AR9860,C01444,1
AR9861,C00001,-1
AR9861,C00016,-1
AR9861,C08272,-1
AR9861,C00147,1
AR9861,C01352,1
AR9861,C14279,1
AR9862,C00001,-1
AR9862,C00016,-1
AR9862,C08284,-1
AR9862,C01352,1
AR9862,C05938,1
AR9862,C17349,1
AR9863,C00001,-1
AR9863,C00016,-1
AR9863,C08291,-1
AR9863,C00218,1
AR9863,C01352,1
AR9863,C11822,1
AR9864,C00001,-1
AR9864,C00016,-1
AR9864,C08291,-1
AR9864,C00067,1
AR9864,C01352,1
AR9864,C03401,1
AR9865,C00001,-1
AR9865,C00016,-1
AR9865,C08299,-1
AR9865,C00543,1
AR9865,C01352,1
AR9865,C05634,1
AR9866,C00001,-1
AR9866,C00016,-1
AR9866,C08299,-1
AR9866,C00067,1
AR9866,C01352,1
AR9866,C06212,1
AR9867,C00001,-1
AR9867,C00016,-1
AR9867,C08302,-1
AR9867,C00543,1
AR9867,C00637,1
AR9867,C01352,1
AR9868,C00001,-1
AR9868,C00016,-1
AR9868,C08302,-1
AR9868,C00067,1
AR9868,C01352,1
AR9868,C06213,1
AR9869,C00001,-1
AR9869,C00016,-1
AR9869,C08303,-1
AR9869,C01352,1
AR9869,C07330,1
AR9869,C17349,1
AR9870,C00001,-1
AR9870,C00016,-1
AR9870,C08304,-1
AR9870,C00543,1
AR9870,C01352,1
AR9870,C08493,1
AR9871,C00001,-1
AR9871,C00016,-1
AR9871,C08310,-1
AR9871,C00067,1
AR9871,C01352,1
AR9871,C06546,1
AR9872,C00001,-1
AR9872,C00016,-1
AR9872,C08434,-1
AR9872,C00067,1
AR9872,C00147,1
AR9872,C01352,1
AR9873,C00001,-1
AR9873,C00016,-1
AR9873,C09043,-1
AR9873,C00067,1
AR9873,C01352,1
AR9873,C09082,1
AR9874,C00001,-1
AR9874,C00016,-1
AR9874,C10009,-1
AR9874,C00067,1
AR9874,C01352,1
AR9874,C10010,1
AR9875,C00001,-1
AR9875,C00016,-1
AR9875,C10936,-1
AR9875,C00084,1
AR9875,C01352,1
AR9875,C11483,1
AR9876,C00001,-1
AR9876,C00016,-1
AR9876,C10938,-1
AR9876,C00084,1
AR9876,C01352,1
AR9876,C11487,1
AR9877,C00001,-1
AR9877,C00016,-1
AR9877,C10962,-1
AR9877,C00067,1
AR9877,C01352,1
AR9877,C10946,1
AR9878,C00001,-1
AR9878,C00016,-1
AR9878,C10974,-1
AR9878,C00218,1
AR9878,C01352,1
AR9878,C16835,1
AR9879,C00001,-1
AR9879,C00016,-1
AR9879,C10974,-1
AR9879,C00067,1
AR9879,C00555,1
AR9879,C01352,1
AR9880,C00001,-1
AR9880,C00016,-1
AR9880,C11054,-1
AR9880,C00067,1
AR9880,C01352,1
AR9880,C11055,1
AR9881,C00001,-1
AR9881,C00016,-1
AR9881,C11117,-1
AR9881,C00067,1
AR9881,C00802,1
AR9881,C01352,1
AR9882,C00001,-1
AR9882,C00016,-1
AR9882,C11172,-1
AR9882,C00084,1
AR9882,C01352,1
AR9882,C06556,1
AR9883,C00001,-1
AR9883,C00016,-1
AR9883,C11250,-1
AR9883,C00067,1
AR9883,C01352,1
AR9883,C16712,1
AR9884,C00001,-1
AR9884,C00016,-1
AR9884,C11263,-1
AR9884,C00147,1
AR9884,C00193,1
AR9884,C01352,1
AR9885,C00001,-1
AR9885,C00016,-1
AR9885,C11483,-1
AR9885,C00084,1
AR9885,C01352,1
AR9885,C11484,1
AR9886,C00001,-1
AR9886,C00016,-1
AR9886,C11487,-1
AR9886,C00084,1
AR9886,C01352,1
AR9886,C02505,1
AR9887,C00001,-1
AR9887,C00016,-1
AR9887,C11488,-1
AR9887,C00058,1
AR9887,C01352,1
AR9887,C11489,1
AR9888,C00001,-1
AR9888,C00016,-1
AR9888,C11489,-1
AR9888,C00067,1
AR9888,C00488,1
AR9888,C01352,1
AR9889,C00001,-1
AR9889,C00016,-1
AR9889,C11615,-1
AR9889,C00067,1
AR9889,C01352,1
AR9889,C11616,1
AR9890,C00001,-1
AR9890,C00016,-1
AR9890,C11735,-1
AR9890,C00037,1
AR9890,C00084,1
AR9890,C01352,1
AR9891,C00001,-1
AR9891,C00016,-1
AR9891,C11735,-1
AR9891,C00048,1
AR9891,C00797,1
AR9891,C01352,1
AR9892,C00001,-1
AR9892,C00016,-1
AR9892,C11766,-1
AR9892,C00084,1
AR9892,C01352,1
AR9892,C11763,1
AR9893,C00001,-1
AR9893,C00016,-1
AR9893,C12092,-1
AR9893,C00067,1
AR9893,C01352,1
AR9893,C02247,1
AR9894,C00001,-1
AR9894,C00016,-1
AR9894,C12269,-1
AR9894,C00049,1
AR9894,C00067,1
AR9894,C01352,1
AR9895,C00001,-1
AR9895,C00016,-1
AR9895,C12272,-1
AR9895,C01352,1
AR9895,C04043,1
AR9895,C19670,1
AR9896,C00001,-1
AR9896,C00016,-1
AR9896,C13482,-1
AR9896,C00067,1
AR9896,C01210,1
AR9896,C01352,1
AR9897,C00001,-1
AR9897,C00016,-1
AR9897,C13639,-1
AR9897,C00067,1
AR9897,C01352,1
AR9897,C01575,1
AR9898,C00001,-1
AR9898,C00016,-1
AR9898,C13688,-1
AR9898,C01352,1
AR9898,C03273,1
AR9898,C17349,1
AR9899,C00001,-1
AR9899,C00016,-1
AR9899,C13751,-1
AR9899,C00193,1
AR9899,C01352,1
AR9899,C06821,1
AR9900,C00001,-1
AR9900,C00016,-1
AR9900,C14455,-1
AR9900,C00084,1
AR9900,C00292,1
AR9900,C01352,1
AR9901,C00001,-1
AR9901,C00016,-1
AR9901,C14690,-1
AR9901,C01352,1
AR9901,C06735,1
AR9901,C07166,1
AR9902,C00001,-1
AR9902,C00016,-1
AR9902,C14695,-1
AR9902,C00048,1
AR9902,C01352,1
AR9902,C19911,1
AR9903,C00001,-1
AR9903,C00016,-1
AR9903,C14704,-1
AR9903,C00067,1
AR9903,C01352,1
AR9903,C19568,1
AR9904,C00001,-1
AR9904,C00016,-1
AR9904,C15476,-1
AR9904,C01352,1
AR9904,C05985,1
AR9904,C07514,1
AR9905,C00001,-1
AR9905,C00016,-1
AR9905,C15532,-1
AR9905,C00086,1
AR9905,C01250,1
AR9905,C01352,1
AR9906,C00001,-1
AR9906,C00016,-1
AR9906,C15561,-1
AR9906,C00193,1
AR9906,C00488,1
AR9906,C01352,1
AR9907,C00001,-1
AR9907,C00016,-1
AR9907,C15699,-1
AR9907,C00064,1
AR9907,C00555,1
AR9907,C01352,1
AR9908,C00001,-1
AR9908,C00016,-1
AR9908,C15700,-1
AR9908,C00064,1
AR9908,C01352,1
AR9908,C16835,1
AR9909,C00001,-1
AR9909,C00016,-1
AR9909,C15767,-1
AR9909,C00064,1
AR9909,C00232,1
AR9909,C01352,1
AR9910,C00001,-1
AR9910,C00016,-1
AR9910,C15987,-1
AR9910,C00218,1
AR9910,C00232,1
AR9910,C01352,1
AR9911,C00001,-1
AR9911,C00016,-1
AR9911,C15987,-1
AR9911,C00067,1
AR9911,C00334,1
AR9911,C01352,1
AR9912,C00001,-1
AR9912,C00016,-1
AR9912,C16363,-1
AR9912,C00067,1
AR9912,C00086,1
AR9912,C01352,1
AR9913,C00001,-1
AR9913,C00016,-1
AR9913,C16364,-1
AR9913,C00067,1
AR9913,C01352,1
AR9913,C16363,1
AR9914,C00001,-1
AR9914,C00016,-1
AR9914,C16424,-1
AR9914,C00002,1
AR9914,C01352,1
AR9914,C07330,1
AR9915,C00001,-1
AR9915,C00016,-1
AR9915,C16426,-1
AR9915,C00008,1
AR9915,C01352,1
AR9915,C07330,1
AR9916,C00001,-1
AR9916,C00016,-1
AR9916,C16427,-1
AR9916,C00212,1
AR9916,C01352,1
AR9916,C07330,1
AR9917,C00001,-1
AR9917,C00016,-1
AR9917,C16453,-1
AR9917,C01352,1
AR9917,C19567,1
AR9917,C19568,1
AR9918,C00001,-1
AR9918,C00016,-1
AR9918,C16453,-1
AR9918,C00067,1
AR9918,C01352,1
AR9918,C19564,1
AR9919,C00001,-1
AR9919,C00016,-1
AR9919,C16488,-1
AR9919,C00047,1
AR9919,C01352,1
AR9919,C19679,1
AR9920,C00001,-1
AR9920,C00016,-1
AR9920,C16542,-1
AR9920,C01352,1
AR9920,C03273,1
AR9920,C16543,1
AR9921,C00001,-1
AR9921,C00016,-1
AR9921,C16544,-1
AR9921,C00067,1
AR9921,C01352,1
AR9921,C16549,1
AR9922,C00001,-1
AR9922,C00016,-1
AR9922,C16546,-1
AR9922,C00067,1
AR9922,C01352,1
AR9922,C16548,1
AR9923,C00001,-1
AR9923,C00016,-1
AR9923,C16560,-1
AR9923,C00084,1
AR9923,C01352,1
AR9923,C16572,1
AR9924,C00001,-1
AR9924,C00016,-1
AR9924,C16561,-1
AR9924,C00084,1
AR9924,C01352,1
AR9924,C16569,1
AR9925,C00001,-1
AR9925,C00016,-1
AR9925,C16562,-1
AR9925,C01352,1
AR9925,C05665,1
AR9925,C05730,1
AR9926,C00001,-1
AR9926,C00016,-1
AR9926,C16565,-1
AR9926,C01352,1
AR9926,C01672,1
AR9926,C05665,1
AR9927,C00001,-1
AR9927,C00016,-1
AR9927,C16565,-1
AR9927,C00986,1
AR9927,C01352,1
AR9927,C12455,1
AR9928,C00001,-1
AR9928,C00016,-1
AR9928,C16608,-1
AR9928,C00218,1
AR9928,C01352,1
AR9928,C16612,1
AR9929,C00001,-1
AR9929,C00016,-1
AR9929,C16608,-1
AR9929,C00067,1
AR9929,C01352,1
AR9929,C16609,1
AR9930,C00001,-1
AR9930,C00016,-1
AR9930,C16623,-1
AR9930,C00048,1
AR9930,C01352,1
AR9930,C02421,1
AR9931,C00001,-1
AR9931,C00016,-1
AR9931,C16647,-1
AR9931,C00084,1
AR9931,C01352,1
AR9931,C11735,1
AR9932,C00001,-1
AR9932,C00016,-1
AR9932,C16661,-1
AR9932,C00067,1
AR9932,C01352,1
AR9932,C16662,1
AR9933,C00001,-1
AR9933,C00016,-1
AR9933,C16692,-1
AR9933,C00064,1
AR9933,C01352,1
AR9933,C01582,1
AR9934,C00001,-1
AR9934,C00016,-1
AR9934,C16701,-1
AR9934,C00483,1
AR9934,C01352,1
AR9934,C16700,1
AR9935,C00001,-1
AR9935,C00016,-1
AR9935,C16710,-1
AR9935,C00067,1
AR9935,C01352,1
AR9935,C19981,1
AR9936,C00001,-1
AR9936,C00016,-1
AR9936,C16720,-1
AR9936,C00067,1
AR9936,C01352,1
AR9936,C04692,1
AR9937,C00001,-1
AR9937,C00016,-1
AR9937,C17203,-1
AR9937,C00192,1
AR9937,C00637,1
AR9937,C01352,1
AR9938,C00001,-1
AR9938,C00016,-1
AR9938,C17323,-1
AR9938,C00048,1
AR9938,C01352,1
AR9938,C11478,1
AR9939,C00001,-1
AR9939,C00016,-1
AR9939,C17706,-1
AR9939,C00067,1
AR9939,C00908,1
AR9939,C01352,1
AR9940,C00001,-1
AR9940,C00016,-1
AR9940,C17711,-1
AR9940,C00067,1
AR9940,C01352,1
AR9940,C17985,1
AR9941,C00001,-1
AR9941,C00016,-1
AR9941,C17994,-1
AR9941,C00084,1
AR9941,C01352,1
AR9941,C17985,1
AR9942,C00001,-1
AR9942,C00016,-1
AR9942,C18048,-1
AR9942,C00086,1
AR9942,C01352,1
AR9942,C05932,1
AR9943,C00001,-1
AR9943,C00016,-1
AR9943,C18170,-1
AR9943,C01352,1
AR9943,C06244,1
AR9943,C19440,1
AR9944,C00001,-1
AR9944,C00016,-1
AR9944,C18172,-1
AR9944,C00555,1
AR9944,C01352,1
AR9944,C03283,1
AR9945,C00001,-1
AR9945,C00016,-1
AR9945,C18172,-1
AR9945,C00134,1
AR9945,C00441,1
AR9945,C01352,1
AR9946,C00001,-1
AR9946,C00016,-1
AR9946,C18174,-1
AR9946,C00441,1
AR9946,C00986,1
AR9946,C01352,1
AR9947,C00001,-1
AR9947,C00016,-1
AR9947,C18174,-1
AR9947,C01352,1
AR9947,C03283,1
AR9947,C05665,1
AR9948,C00001,-1
AR9948,C00016,-1
AR9948,C18656,-1
AR9948,C00067,1
AR9948,C01352,1
AR9948,C18663,1
AR9949,C00001,-1
AR9949,C00016,-1
AR9949,C18723,-1
AR9949,C00033,1
AR9949,C01352,1
AR9949,C02278,1
AR9949,C17349,1
AR9950,C00001,-1
AR9950,C00016,-1
AR9950,C18814,-1
AR9950,C00084,1
AR9950,C01352,1
AR9950,C11172,1
AR9951,C00001,-1
AR9951,C00016,-1
AR9951,C19102,-1
AR9951,C00048,1
AR9951,C01352,1
AR9951,C06556,1
AR9952,C00001,-1
AR9952,C00016,-1
AR9952,C19103,-1
AR9952,C00084,1
AR9952,C01352,1
AR9952,C06551,1
AR9953,C00001,-1
AR9953,C00016,-1
AR9953,C19105,-1
AR9953,C00048,1
AR9953,C01352,1
AR9953,C06559,1
AR9954,C00001,-1
AR9954,C00016,-1
AR9954,C19132,-1
AR9954,C01352,1
AR9954,C01705,1
AR9954,C17943,1
AR9955,C00001,-1
AR9955,C00016,-1
AR9955,C19281,-1
AR9955,C00084,1
AR9955,C01352,1
AR9955,C19568,1
AR9956,C00001,-1
AR9956,C00016,-1
AR9956,C19286,-1
AR9956,C00048,1
AR9956,C01352,1
AR9956,C19568,1
AR9957,C00001,-1
AR9957,C00016,-1
AR9957,C19305,-1
AR9957,C01352,1
AR9957,C06754,1
AR9957,C16552,1
AR9958,C00001,-1
AR9958,C00016,-1
AR9958,C19430,-1
AR9958,C00266,1
AR9958,C01352,1
AR9958,C19385,1
AR9959,C00001,-1
AR9959,C00016,-1
AR9959,C19456,-1
AR9959,C00058,1
AR9959,C01352,1
AR9959,C01659,1
AR9960,C00001,-1
AR9960,C00016,-1
AR9960,C19484,-1
AR9960,C01352,1
AR9960,C19440,1
AR9960,C19568,1
AR9961,C00001,-1
AR9961,C00016,-1
AR9961,C19563,-1
AR9961,C00058,1
AR9961,C01352,1
AR9961,C19564,1
AR9962,C00001,-1
AR9962,C00016,-1
AR9962,C19574,-1
AR9962,C00067,1
AR9962,C01352,1
AR9962,C19581,1
AR9963,C00001,-1
AR9963,C00016,-1
AR9963,C19580,-1
AR9963,C00058,1
AR9963,C01352,1
AR9963,C19581,1
AR9964,C00001,-1
AR9964,C00016,-1
AR9964,C19669,-1
AR9964,C00555,1
AR9964,C01352,1
AR9964,C03375,1
AR9965,C00001,-1
AR9965,C00016,-1
AR9965,C19669,-1
AR9965,C00315,1
AR9965,C01352,1
AR9965,C05665,1
AR9966,C00001,-1
AR9966,C00016,-1
AR9966,C19911,-1
AR9966,C00037,1
AR9966,C00048,1
AR9966,C01352,1
AR9967,C00001,-1
AR9967,C00016,-1
AR9967,C20301,-1
AR9967,C00058,1
AR9967,C01352,1
AR9967,C19568,1
AR9968,C00001,-1
AR9968,C00016,-1
AR9968,C20410,-1
AR9968,C00067,1
AR9968,C01352,1
AR9968,C04290,1
AR9969,C00001,-1
AR9969,C00016,-1
AR9969,C20560,-1
AR9969,C00986,1
AR9969,C01352,1
AR9969,C02647,1
AR9970,C00001,-1
AR9970,C00016,-1
AR9970,C20560,-1
AR9970,C00179,1
AR9970,C01352,1
AR9970,C05665,1
AR9971,C00001,-1
AR9971,C00016,-1
AR9971,C20792,-1
AR9971,C00266,1
AR9971,C01352,1
AR9971,C19670,1
AR9972,C00001,-1
AR9972,C00016,-1
AR9972,C20796,-1
AR9972,C00067,1
AR9972,C01352,1
AR9972,C04154,1
AR9973,C00001,-1
AR9973,C00016,-1
AR9973,C20850,-1
AR9973,C00192,1
AR9973,C01165,1
AR9973,C01352,1
AR9974,C00001,-1
AR9974,C00016,-1
AR9974,C20858,-1
AR9974,C00067,1
AR9974,C01352,1
AR9974,C02583,1
AR9975,C00001,-1
AR9975,C00016,-1
AR9975,C20926,-1
AR9975,C00064,1
AR9975,C01352,1
AR9975,C03765,1
AR9976,C00001,-1
AR9976,C00016,-1
AR9976,C20961,-1
AR9976,C01352,1
AR9976,C01596,1
AR9976,C11822,1
AR9977,C00001,-1
AR9977,C00016,-1
AR9977,C20978,-1
AR9977,C00329,1
AR9977,C01352,1
AR9977,C04076,1
AR9978,C00001,-1
AR9978,C00016,-1
AR9978,C20979,-1
AR9978,C00352,1
AR9978,C01352,1
AR9978,C04076,1
AR9979,C00001,-1
AR9979,C00016,-1
AR9979,C00179,-1
AR9979,C00555,1
AR9979,C01352,1
AR9979,C17349,1
AR9980,C00001,-1
AR9980,C00016,-1
AR9980,C00543,-1
AR9980,C00067,1
AR9980,C00218,1
AR9980,C01352,1
AR9981,C00001,-1
AR9981,C00016,-1
AR9981,C00565,-1
AR9981,C00067,1
AR9981,C00543,1
AR9981,C01352,1
AR9982,C00001,-1
AR9982,C00016,-1
AR9982,C00581,-1
AR9982,C00048,1
AR9982,C01352,1
AR9982,C17349,1
AR9983,C00001,-1
AR9983,C00016,-1
AR9983,C01043,-1
AR9983,C00048,1
AR9983,C01352,1
AR9983,C16363,1
AR9984,C00001,-1
AR9984,C00016,-1
AR9984,C01241,-1
AR9984,C00067,1
AR9984,C00350,1
AR9984,C01352,1
AR9985,C00001,-1
AR9985,C00016,-1
AR9985,C00213,-1
AR9985,C00048,1
AR9985,C00218,1
AR9985,C01352,1
AR9986,C00001,-1
AR9986,C00016,-1
AR9986,C00213,-1
AR9986,C00037,1
AR9986,C00067,1
AR9986,C01352,1
AR9987,C00001,-1
AR9987,C00016,-1
AR9987,C00978,-1
AR9987,C01352,1
AR9987,C05634,1
AR9987,C06244,1
AR9988,C00001,-1
AR9988,C00016,-1
AR9988,C01586,-1
AR9988,C00048,1
AR9988,C01352,1
AR9988,C09815,1
AR9989,C00001,-1
AR9989,C00016,-1
AR9989,C01705,-1
AR9989,C00037,1
AR9989,C01352,1
AR9989,C17943,1
AR9990,C00001,-1
AR9990,C00016,-1
AR9990,C01705,-1
AR9990,C00048,1
AR9990,C01352,1
AR9990,C11033,1
AR9991,C00001,-1
AR9991,C00016,-1
AR9991,C00062,-1
AR9991,C01165,1
AR9991,C01352,1
AR9991,C17349,1
AR9992,C00001,-1
AR9992,C00016,-1
AR9992,C00436,-1
AR9992,C00086,1
AR9992,C00555,1
AR9992,C01352,1
AR9993,C00001,-1
AR9993,C00016,-1
AR9993,C00449,-1
AR9993,C00025,1
AR9993,C01352,1
AR9993,C04076,1
AR9994,C00001,-1
AR9994,C00016,-1
AR9994,C01210,-1
AR9994,C00067,1
AR9994,C00346,1
AR9994,C01352,1
AR9995,C00001,-1
AR9995,C00016,-1
AR9995,C00300,-1
AR9995,C00048,1
AR9995,C01352,1
AR9995,C02294,1
AR9996,C00001,-1
AR9996,C00016,-1
AR9996,C00300,-1
AR9996,C00067,1
AR9996,C00581,1
AR9996,C01352,1
AR9997,C00001,-1
AR9997,C00016,-1
AR9997,C00788,-1
AR9997,C00218,1
AR9997,C01352,1
AR9997,C05577,1
AR9998,C00001,-1
AR9998,C00016,-1
AR9998,C00788,-1
AR9998,C00067,1
AR9998,C00547,1
AR9998,C01352,1
AR9999,C00001,-1
AR9999,C00016,-1
AR9999,C01035,-1
AR9999,C00232,1
AR9999,C01352,1
AR9999,C17349,1
AR10000,C00001,-1
AR10000,C00016,-1
AR10000,C01073,-1
AR10000,C00222,1
AR10000,C01352,1
AR10000,C06244,1
AR10001,C00001,-1
AR10001,C00016,-1
AR10001,C20361,-1
AR10001,C00218,1
AR10001,C01352,1
AR10001,C19567,1
AR10002,C00001,-1
AR10002,C00016,-1
AR10002,C00750,-1
AR10002,C00315,1
AR10002,C01352,1
AR10002,C05665,1
AR10003,C00001,-1
AR10003,C00016,-1
AR10003,C01046,-1
AR10003,C00025,1
AR10003,C00067,1
AR10003,C01352,1
AR10004,C00001,-1
AR10004,C00016,-1
AR10004,C01047,-1
AR10004,C00064,1
AR10004,C00084,1
AR10004,C01352,1
AR10005,C00001,-1
AR10005,C00016,-1
AR10005,C00612,-1
AR10005,C00134,1
AR10005,C01352,1
AR10005,C18170,1
AR10006,C00001,-1
AR10006,C00016,-1
AR10006,C00315,-1
AR10006,C00555,1
AR10006,C00986,1
AR10006,C01352,1
AR10007,C00001,-1
AR10007,C00016,-1
AR10007,C00315,-1
AR10007,C00134,1
AR10007,C01352,1
AR10007,C05665,1
AR10008,C00001,-1
AR10008,C00016,-1
AR10008,C00327,-1
AR10008,C00086,1
AR10008,C01165,1
AR10008,C01352,1
AR10009,C00001,-1
AR10009,C00016,-1
AR10009,C01029,-1
AR10009,C00986,1
AR10009,C01352,1
AR10009,C05936,1
AR10010,C00001,-1
AR10010,C00016,-1
AR10010,C01029,-1
AR10010,C01352,1
AR10010,C02714,1
AR10010,C05665,1
AR10011,C00001,-1
AR10011,C00016,-1
AR10011,C01616,-1
AR10011,C00041,1
AR10011,C00593,1
AR10011,C01352,1
AR10012,C00001,-1
AR10012,C00016,-1
AR10012,C01869,-1
AR10012,C00067,1
AR10012,C01352,1
AR10012,C04227,1
AR10013,C00001,-1
AR10013,C00016,-1
AR10013,C01026,-1
AR10013,C00048,1
AR10013,C00543,1
AR10013,C01352,1
AR10014,C00001,-1
AR10014,C00016,-1
AR10014,C01026,-1
AR10014,C00067,1
AR10014,C00213,1
AR10014,C01352,1
AR10015,C00001,-1
AR10015,C00016,-1
AR10015,C01028,-1
AR10015,C00192,1
AR10015,C01352,1
AR10015,C04076,1
AR10016,C00001,-1
AR10016,C00016,-1
AR10016,C01924,-1
AR10016,C01352,1
AR10016,C04076,1
AR10016,C17349,1
AR10017,C00001,-1
AR10017,C00016,-1
AR10017,C01959,-1
AR10017,C00593,1
AR10017,C01352,1
AR10017,C17349,1
AR10018,C00001,-1
AR10018,C00016,-1
AR10018,C01575,-1
AR10018,C00067,1
AR10018,C01352,1
AR10018,C02343,1
AR10019,C00001,-1
AR10019,C00016,-1
AR10019,C02567,-1
AR10019,C00315,1
AR10019,C01352,1
AR10019,C18170,1
AR10020,C00001,-1
AR10020,C00016,-1
AR10020,C02567,-1
AR10020,C00612,1
AR10020,C01352,1
AR10020,C05665,1
AR10021,C00001,-1
AR10021,C00016,-1
AR10021,C02055,-1
AR10021,C00048,1
AR10021,C00241,1
AR10021,C01352,1
AR10022,C00001,-1
AR10022,C00016,-1
AR10022,C02131,-1
AR10022,C01352,1
AR10022,C02647,1
AR10022,C06244,1
AR10023,C00001,-1
AR10023,C00016,-1
AR10023,C02131,-1
AR10023,C01352,1
AR10023,C05936,1
AR10023,C17349,1
AR10024,C00001,-1
AR10024,C00016,-1
AR10024,C02207,-1
AR10024,C00041,1
AR10024,C00222,1
AR10024,C01352,1
AR10025,C00001,-1
AR10025,C00016,-1
AR10025,C02253,-1
AR10025,C01352,1
AR10025,C02647,1
AR10025,C09815,1
AR10026,C00001,-1
AR10026,C00016,-1
AR10026,C02294,-1
AR10026,C00067,1
AR10026,C01352,1
AR10026,C17349,1
AR10027,C00001,-1
AR10027,C00016,-1
AR10027,C02297,-1
AR10027,C00488,1
AR10027,C01352,1
AR10027,C06244,1
AR10028,C00001,-1
AR10028,C00016,-1
AR10028,C02299,-1
AR10028,C00067,1
AR10028,C00292,1
AR10028,C01352,1
AR10029,C00001,-1
AR10029,C00016,-1
AR10029,C02303,-1
AR10029,C00048,1
AR10029,C01352,1
AR10029,C02179,1
AR10030,C00001,-1
AR10030,C00016,-1
AR10030,C02305,-1
AR10030,C00067,1
AR10030,C01352,1
AR10030,C03166,1
AR10031,C00001,-1
AR10031,C00016,-1
AR10031,C02427,-1
AR10031,C00086,1
AR10031,C01352,1
AR10031,C04076,1
AR10032,C00001,-1
AR10032,C00016,-1
AR10032,C02436,-1
AR10032,C00067,1
AR10032,C00706,1
AR10032,C01352,1
AR10033,C00001,-1
AR10033,C00016,-1
AR10033,C02442,-1
AR10033,C00218,1
AR10033,C01352,1
AR10033,C03765,1
AR10034,C00001,-1
AR10034,C00016,-1
AR10034,C02442,-1
AR10034,C00067,1
AR10034,C00483,1
AR10034,C01352,1
AR10035,C00001,-1
AR10035,C00016,-1
AR10035,C02444,-1
AR10035,C00241,1
AR10035,C01352,1
AR10035,C04076,1
AR10036,C00001,-1
AR10036,C00016,-1
AR10036,C02642,-1
AR10036,C00086,1
AR10036,C00222,1
AR10036,C01352,1
AR10037,C00001,-1
AR10037,C00016,-1
AR10037,C02647,-1
AR10037,C01352,1
AR10037,C16835,1
AR10037,C17349,1
AR10038,C00001,-1
AR10038,C00016,-1
AR10038,C02714,-1
AR10038,C00555,1
AR10038,C01352,1
AR10038,C06244,1
AR10039,C00001,-1
AR10039,C00016,-1
AR10039,C02721,-1
AR10039,C00041,1
AR10039,C00067,1
AR10039,C01352,1
AR10040,C00001,-1
AR10040,C00016,-1
AR10040,C02723,-1
AR10040,C00218,1
AR10040,C00555,1
AR10040,C01352,1
AR10041,C00001,-1
AR10041,C00016,-1
AR10041,C02723,-1
AR10041,C00067,1
AR10041,C00134,1
AR10041,C01352,1
AR10042,C00001,-1
AR10042,C00016,-1
AR10042,C02727,-1
AR10042,C01352,1
AR10042,C04076,1
AR10042,C06244,1
AR10043,C00001,-1
AR10043,C00016,-1
AR10043,C02728,-1
AR10043,C00047,1
AR10043,C00067,1
AR10043,C01352,1
AR10044,C00001,-1
AR10044,C00016,-1
AR10044,C02728,-1
AR10044,C00218,1
AR10044,C01352,1
AR10044,C04076,1
AR10045,C00001,-1
AR10045,C00016,-1
AR10045,C02846,-1
AR10045,C00067,1
AR10045,C01352,1
AR10045,C02299,1
AR10046,C00001,-1
AR10046,C00016,-1
AR10046,C02854,-1
AR10046,C00488,1
AR10046,C01352,1
AR10046,C14279,1
AR10047,C00001,-1
AR10047,C00016,-1
AR10047,C02858,-1
AR10047,C00241,1
AR10047,C01165,1
AR10047,C01352,1
AR10048,C00001,-1
AR10048,C00016,-1
AR10048,C02946,-1
AR10048,C00232,1
AR10048,C01352,1
AR10048,C06244,1
AR10049,C00001,-1
AR10049,C00016,-1
AR10049,C02983,-1
AR10049,C00067,1
AR10049,C00078,1
AR10049,C01352,1
AR10050,C00001,-1
AR10050,C00016,-1
AR10050,C03005,-1
AR10050,C00067,1
AR10050,C00108,1
AR10050,C01352,1
AR10051,C00001,-1
AR10051,C00016,-1
AR10051,C03047,-1
AR10051,C01352,1
AR10051,C02647,1
AR10051,C17349,1
AR10052,C00001,-1
AR10052,C00016,-1
AR10052,C03065,-1
AR10052,C00222,1
AR10052,C01352,1
AR10052,C17349,1
AR10053,C00001,-1
AR10053,C00016,-1
AR10053,C03087,-1
AR10053,C01352,1
AR10053,C03273,1
AR10053,C06244,1
AR10054,C00001,-1
AR10054,C00016,-1
AR10054,C03110,-1
AR10054,C00067,1
AR10054,C00856,1
AR10054,C01352,1
AR10055,C00001,-1
AR10055,C00016,-1
AR10055,C03134,-1
AR10055,C00067,1
AR10055,C01352,1
AR10055,C11489,1
AR10056,C00001,-1
AR10056,C00016,-1
AR10056,C03148,-1
AR10056,C00045,1
AR10056,C00067,1
AR10056,C01352,1
AR10057,C00001,-1
AR10057,C00016,-1
AR10057,C03153,-1
