rn,delta_G,delta_G_error
AR11663,88.1467,0.966189
AR11664,103.637,0.5390199999999999
AR11665,89.7567,0.45578100000000005
AR11666,87.9467,0.18196099999999998
AR11667,91.8267,0.135784
AR11668,87.3567,0.550176
AR11669,94.6867,0.416976
AR11670,99.8167,0.759918
AR11671,87.3567,0.47908
AR11672,88.1467,0.905325
AR11674,86.2267,0.523142
AR11675,120.897,0.054369900000000006
AR11676,106.73700000000001,0.577803
AR11677,97.7967,0.13049000000000002
AR11680,89.3667,0.311026
AR11681,87.3567,0.583689
AR11682,77.4067,1.16286
AR11683,94.7467,0.400674
AR11684,87.3567,0.573205
AR11685,97.7967,0.018230200000000002
AR11686,88.1467,0.84473
AR11687,90.4067,0.129874
AR11688,87.3567,0.581562
AR11689,87.3567,0.533449
AR11690,85.9367,0.479363
AR11691,89.7567,0.469757
AR11692,104.287,0.610298
AR11693,87.3567,0.510667
AR11695,87.3567,0.531346
AR11696,85.9367,0.527879
AR11697,89.4067,0.16686600000000001
AR11698,85.9367,0.477287
AR11699,77.4067,1.16564
AR11700,87.3567,0.590142
AR11701,87.3567,0.508102
AR11702,87.9467,0.18196099999999998
AR11703,125.367,0.25851199999999996
AR11704,87.3567,0.58702
AR11705,87.9467,0.21645599999999998
AR11707,87.3567,0.575002
AR11708,87.3567,0.442687
AR11709,96.1067,0.33061599999999997
AR11710,87.1467,0.809699
AR11711,96.1067,0.433233
AR11712,97.7967,0.212522
AR11714,87.3567,0.582711
AR11715,85.5567,0.637717
AR11716,85.5567,0.637771
AR11717,85.5567,0.6290279999999999
AR11718,99.8167,0.734885
AR11719,99.8167,0.724799
AR11723,91.8267,0.304041
AR11724,104.287,0.190262
AR11725,86.2267,0.581896
AR11726,77.4067,2.10121
AR11727,104.287,0.40610300000000005
AR11728,86.2267,0.583598
AR11729,99.8167,0.542593
AR11730,99.8167,0.558094
AR11731,99.8167,0.484534
AR11732,91.8267,0.114657
AR11733,97.7967,0.44394799999999995
AR11734,104.287,0.610298
AR11735,97.7967,0.40829499999999996
AR11736,99.8167,0.560288
AR11737,86.2267,0.5434479999999999
AR11738,102.26700000000001,0.325466
AR11739,99.8167,0.561034
AR11741,87.9467,0.172517
AR11742,87.3567,0.528993
AR11743,91.8267,0.160967
AR11744,91.8267,0.175502
AR11747,77.4067,1.2573299999999998
AR11749,97.7967,0.0435586
AR11750,102.26700000000001,0.12769
AR11751,117.54700000000001,0.5593020000000001
AR11752,119.09700000000001,0.596091
AR11754,117.54700000000001,0.627904
AR11756,117.54700000000001,0.572768
AR11757,117.54700000000001,0.5962189999999999
AR11758,117.54700000000001,0.536361
AR11759,117.54700000000001,0.565314
AR11760,115.087,0.628853
AR11761,117.54700000000001,0.5785399999999999
AR11762,117.54700000000001,0.538068
AR11763,117.54700000000001,0.766004
AR11764,117.54700000000001,0.6108180000000001
AR11766,117.54700000000001,0.672161
AR11767,115.087,0.665523
AR11768,-104.65700000000001,0.0463417
AR11769,-104.65700000000001,0.06924580000000001
AR11770,-104.65700000000001,0.059290499999999996
AR11771,-104.65700000000001,0.0363653
AR11772,-104.65700000000001,0.00974008
AR11773,-104.65700000000001,0.108162
AR11774,-104.65700000000001,0.0954053
AR11775,-104.65700000000001,0.0940012
AR11776,-104.99700000000001,0.0521138
AR11777,-106.197,0.2035
AR11779,-104.65700000000001,0.130442
AR11780,-104.65700000000001,0.0370665
AR11781,-104.65700000000001,0.125913
AR11782,-109.85700000000001,0.00365143
AR11783,-104.65700000000001,0.0907934
AR11784,-104.65700000000001,0.0173356
AR11785,-104.65700000000001,0.0814686
AR11786,-104.65700000000001,0.0907934
AR11787,-104.65700000000001,0.100377
AR11788,-104.65700000000001,0.0627587
AR11789,-101.917,0.0392809
AR11790,-104.65700000000001,0.0897752
AR11791,-104.65700000000001,0.0450884
AR11792,-104.65700000000001,0.06611410000000001
AR11793,-104.65700000000001,0.0887613
AR11794,-87.4472,0.141861
AR11795,-104.65700000000001,0.0335793
AR11796,-104.65700000000001,0.037686000000000004
AR11798,-104.65700000000001,0.07949289999999999
AR11799,-104.65700000000001,0.184341
AR11800,-104.65700000000001,0.0355974
AR11801,-104.65700000000001,0.115604
AR11802,-104.65700000000001,0.116952
AR11803,-104.65700000000001,0.058922699999999995
AR11804,-104.65700000000001,0.10754200000000001
AR11805,-104.65700000000001,0.057678099999999996
AR11806,-104.65700000000001,0.0628429
AR11807,-104.65700000000001,0.0497157
AR11808,-104.65700000000001,0.0917546
AR11809,-104.65700000000001,0.042160199999999995
AR11810,-104.65700000000001,0.09977280000000001
AR11811,-104.65700000000001,0.032446499999999996
AR11812,-87.4472,0.141861
AR11814,-104.65700000000001,0.029283799999999995
AR11815,-104.65700000000001,0.0582091
AR11816,-104.65700000000001,0.0587894
AR11817,-104.65700000000001,0.026683600000000002
AR11818,-104.65700000000001,0.0652772
AR11819,-104.65700000000001,0.0390478
AR11820,-104.65700000000001,0.149695
AR11821,-104.65700000000001,0.0390149
AR11822,-104.65700000000001,0.0782631
AR11823,-104.65700000000001,0.07868
AR11824,-104.65700000000001,0.0390478
AR11825,-104.65700000000001,0.0659979
AR11826,-104.65700000000001,0.017452900000000004
AR11827,-104.65700000000001,0.0181217
AR11828,-104.65700000000001,0.048475
AR11829,-104.65700000000001,0.0934281
AR11830,-104.65700000000001,0.0690796
AR11831,-104.65700000000001,0.09341870000000001
AR11832,-104.65700000000001,0.0258998
AR11833,-104.65700000000001,0.10949300000000001
AR11834,-102.197,0.031162099999999998
AR11835,-102.197,0.054066199999999995
AR11836,-102.197,0.0441109
AR11837,-102.197,0.0211857
AR11838,-102.197,0.00543952
AR11839,-102.197,0.0929823
AR11840,-102.197,0.0802257
AR11841,-102.197,0.0788216
AR11842,-102.537,0.0369342
AR11843,-103.73700000000001,0.21867899999999998
AR11845,-102.197,0.115263
AR11846,-102.197,0.021886900000000004
AR11847,-102.197,0.11073399999999999
AR11848,-107.397,0.018831
AR11849,-102.197,0.07561380000000001
AR11850,-102.197,0.00215604
AR11851,-102.197,0.066289
AR11852,-102.197,0.07561380000000001
AR11853,-102.197,0.0851972
AR11854,-102.197,0.0475791
AR11855,-99.4572,0.0544605
AR11856,-102.197,0.0745956
AR11857,-102.197,0.0299087
AR11858,-102.197,0.0509345
AR11859,-102.197,0.0735817
AR11860,-84.9872,0.126682
AR11861,-102.197,0.0183997
AR11862,-102.197,0.022506400000000003
AR11864,-102.197,0.0643133
AR11865,-102.197,0.16916099999999998
AR11866,-102.197,0.0204178
AR11867,-102.197,0.100424
AR11868,-102.197,0.101772
AR11869,-102.197,0.0437431
AR11870,-102.197,0.09236269999999999
AR11871,-102.197,0.0424985
AR11872,-102.197,0.047663300000000006
AR11873,-102.197,0.0345361
AR11874,-102.197,0.076575
AR11875,-102.197,0.026980599999999997
AR11876,-102.197,0.08459320000000001
AR11877,-102.197,0.0172669
AR11878,-84.9872,0.126682
AR11880,-102.197,0.0141042
AR11881,-102.197,0.0430295
AR11882,-102.197,0.043609800000000004
AR11883,-102.197,0.011504
AR11884,-102.197,0.0500976
AR11885,-102.197,0.023868200000000003
AR11886,-102.197,0.134516
AR11887,-102.197,0.023835299999999997
AR11888,-102.197,0.0630835
AR11889,-102.197,0.0635004
AR11890,-102.197,0.023868200000000003
AR11891,-102.197,0.050818300000000004
AR11892,-102.197,0.00227329
AR11893,-102.197,0.00294207
AR11894,-102.197,0.0332954
AR11895,-102.197,0.0782485
AR11896,-102.197,0.0539
AR11897,-102.197,0.0782391
AR11898,-102.197,0.010720200000000001
AR11899,-102.197,0.0943132
AR11966,-104.65700000000001,0.025731200000000003
AR11967,-104.65700000000001,0.00282709
AR11968,-104.65700000000001,0.0127824
AR11969,-104.65700000000001,0.0357076
AR11970,-104.65700000000001,0.0623328
AR11971,-104.65700000000001,0.036088999999999996
AR11972,-104.65700000000001,0.0233325
AR11973,-104.65700000000001,0.0219284
AR11974,-104.99700000000001,0.019959099999999997
AR11975,-106.197,0.275573
AR11977,-104.65700000000001,0.0583693
AR11978,-104.65700000000001,0.0350064
AR11979,-104.65700000000001,0.0538404
AR11980,-109.85700000000001,0.07572430000000001
AR11981,-104.65700000000001,0.0187205
AR11982,-104.65700000000001,0.05473719999999999
AR11983,-104.65700000000001,0.00939572
AR11984,-104.65700000000001,0.0187205
AR11985,-104.65700000000001,0.0283039
AR11986,-104.65700000000001,0.00931418
AR11987,-101.917,0.111354
AR11988,-104.65700000000001,0.0177023
AR11989,-104.65700000000001,0.0269845
AR11990,-104.65700000000001,0.00595877
AR11991,-104.65700000000001,0.016688400000000003
AR11992,-87.4472,0.0697882
AR11993,-104.65700000000001,0.038493599999999996
AR11994,-104.65700000000001,0.034386900000000005
AR11996,-104.65700000000001,0.00741999
AR11997,-104.65700000000001,0.112268
AR11998,-104.65700000000001,0.036475400000000005
AR11999,-104.65700000000001,0.04353119999999999
AR12000,-104.65700000000001,0.0448787
AR12001,-104.65700000000001,0.0131502
AR12002,-104.65700000000001,0.035469400000000005
AR12003,-104.65700000000001,0.014394799999999998
AR12004,-104.65700000000001,0.00922998
AR12005,-104.65700000000001,0.0223572
AR12006,-104.65700000000001,0.0196817
AR12007,-104.65700000000001,0.029912599999999998
AR12008,-104.65700000000001,0.027699900000000003
AR12009,-104.65700000000001,0.0396264
AR12010,-87.4472,0.0697882
AR12012,-104.65700000000001,0.0427891
AR12013,-104.65700000000001,0.0138638
AR12014,-104.65700000000001,0.0132835
AR12015,-104.65700000000001,0.0453893
AR12016,-104.65700000000001,0.00679568
AR12017,-104.65700000000001,0.033025099999999995
AR12018,-104.65700000000001,0.0776223
AR12019,-104.65700000000001,0.033058
AR12020,-104.65700000000001,0.00619026
AR12021,-104.65700000000001,0.006607099999999999
AR12022,-104.65700000000001,0.033025099999999995
AR12023,-104.65700000000001,0.006075
AR12024,-104.65700000000001,0.05462
AR12025,-104.65700000000001,0.0539512
AR12026,-104.65700000000001,0.0235979
AR12027,-104.65700000000001,0.0213552
AR12028,-104.65700000000001,0.00299328
AR12029,-104.65700000000001,0.021345799999999998
AR12030,-104.65700000000001,0.0461731
AR12031,-104.65700000000001,0.0374199
AR12032,-104.65700000000001,0.0146846
AR12033,-104.65700000000001,0.037588699999999996
AR12034,-104.65700000000001,0.0276334
AR12035,-104.65700000000001,0.00470822
AR12036,-104.65700000000001,0.021917
AR12037,-104.65700000000001,0.0765048
AR12038,-104.65700000000001,0.06374819999999999
AR12039,-104.65700000000001,0.062344100000000006
AR12040,-104.99700000000001,0.0204567
AR12041,-106.197,0.235157
AR12043,-104.65700000000001,0.09878510000000001
AR12044,-104.65700000000001,0.00540936
AR12045,-104.65700000000001,0.09425610000000001
AR12046,-109.85700000000001,0.0353085
AR12047,-104.65700000000001,0.0591362
AR12048,-104.65700000000001,0.014321500000000001
AR12049,-104.65700000000001,0.0498115
AR12050,-104.65700000000001,0.0591362
AR12051,-104.65700000000001,0.0687197
AR12052,-104.65700000000001,0.031101599999999997
AR12053,-101.917,0.070938
AR12054,-104.65700000000001,0.058118100000000006
AR12055,-104.65700000000001,0.0134312
AR12056,-104.65700000000001,0.034457
AR12057,-104.65700000000001,0.057104199999999994
AR12058,-87.4472,0.110204
AR12059,-104.65700000000001,0.00192214
AR12060,-104.65700000000001,0.00602886
AR12062,-104.65700000000001,0.0478358
AR12063,-104.65700000000001,0.15268299999999999
AR12064,-104.65700000000001,0.00394033
AR12065,-104.65700000000001,0.08394689999999999
AR12066,-104.65700000000001,0.08529439999999999
AR12067,-104.65700000000001,0.0272656
AR12068,-104.65700000000001,0.0758852
AR12069,-104.65700000000001,0.0260209
AR12070,-104.65700000000001,0.0311858
AR12071,-104.65700000000001,0.018058599999999998
AR12072,-104.65700000000001,0.060097500000000005
AR12073,-104.65700000000001,0.010503100000000001
AR12074,-104.65700000000001,0.06811569999999999
AR12075,-104.65700000000001,0.000789395
AR12076,-87.4472,0.110204
AR12078,-104.65700000000001,0.0023733
AR12079,-104.65700000000001,0.026552
AR12080,-104.65700000000001,0.027132299999999998
AR12081,-104.65700000000001,0.00497354
AR12082,-104.65700000000001,0.03362009999999999
AR12083,-104.65700000000001,0.00739067
AR12084,-104.65700000000001,0.118038
AR12085,-104.65700000000001,0.0073578
AR12086,-104.65700000000001,0.046606
AR12087,-104.65700000000001,0.047022900000000006
AR12088,-104.65700000000001,0.00739067
AR12089,-104.65700000000001,0.034340800000000005
AR12090,-104.65700000000001,0.0142042
AR12091,-104.65700000000001,0.013535399999999998
AR12092,-104.65700000000001,0.0168179
AR12093,-104.65700000000001,0.061771000000000006
AR12094,-104.65700000000001,0.037422500000000004
AR12095,-104.65700000000001,0.0617616
AR12096,-104.65700000000001,0.00575733
AR12097,-104.65700000000001,0.0778357
AR12098,-104.65700000000001,0.28468499999999997
AR12099,-104.65700000000001,0.261781
AR12100,-104.65700000000001,0.27173600000000003
AR12101,-104.65700000000001,0.294662
AR12102,-104.65700000000001,0.321287
AR12103,-104.65700000000001,0.222865
AR12104,-104.65700000000001,0.23562199999999997
AR12105,-104.65700000000001,0.23702600000000001
AR12106,-104.99700000000001,0.278913
AR12107,-106.197,0.5345270000000001
AR12109,-104.65700000000001,0.20058499999999999
AR12110,-104.65700000000001,0.29396
AR12111,-104.65700000000001,0.205114
AR12112,-109.85700000000001,0.33467800000000003
AR12113,-104.65700000000001,0.240234
AR12114,-104.65700000000001,0.313691
AR12115,-104.65700000000001,0.249558
AR12116,-104.65700000000001,0.240234
AR12117,-104.65700000000001,0.23065
AR12118,-104.65700000000001,0.268268
AR12119,-101.917,0.37030799999999997
AR12120,-104.65700000000001,0.241252
AR12121,-104.65700000000001,0.285939
AR12122,-104.65700000000001,0.264913
AR12123,-104.65700000000001,0.24226599999999998
AR12124,-87.4472,0.189166
AR12125,-104.65700000000001,0.297448
AR12126,-104.65700000000001,0.29334099999999996
AR12128,-104.65700000000001,0.25153400000000004
AR12129,-104.65700000000001,0.14668599999999998
AR12130,-104.65700000000001,0.295429
AR12131,-104.65700000000001,0.215423
AR12132,-104.65700000000001,0.214075
AR12133,-104.65700000000001,0.272104
AR12134,-104.65700000000001,0.223485
AR12135,-104.65700000000001,0.27334899999999995
AR12136,-104.65700000000001,0.26818400000000003
AR12137,-104.65700000000001,0.28131100000000003
AR12138,-104.65700000000001,0.23927199999999998
AR12139,-104.65700000000001,0.288867
AR12140,-104.65700000000001,0.231254
AR12141,-104.65700000000001,0.29858
AR12142,-87.4472,0.189166
AR12144,-104.65700000000001,0.301743
AR12145,-104.65700000000001,0.272818
AR12146,-104.65700000000001,0.27223800000000004
AR12147,-104.65700000000001,0.304343
AR12148,-104.65700000000001,0.26575
AR12149,-104.65700000000001,0.291979
AR12150,-104.65700000000001,0.181332
AR12151,-104.65700000000001,0.292012
AR12152,-104.65700000000001,0.252764
AR12153,-104.65700000000001,0.252347
AR12154,-104.65700000000001,0.291979
AR12155,-104.65700000000001,0.265029
AR12156,-104.65700000000001,0.31357399999999996
AR12157,-104.65700000000001,0.31290500000000004
AR12158,-104.65700000000001,0.282552
AR12159,-104.65700000000001,0.23759899999999998
AR12160,-104.65700000000001,0.261947
AR12161,-104.65700000000001,0.23760799999999999
AR12162,-104.65700000000001,0.305127
AR12163,-104.65700000000001,0.221534
AR12164,-104.65700000000001,0.00260648
AR12165,-104.65700000000001,0.0202976
AR12166,-104.65700000000001,0.010342299999999999
AR12167,-104.65700000000001,0.0125829
AR12168,-104.65700000000001,0.039208099999999996
AR12169,-104.65700000000001,0.059213699999999994
AR12170,-104.65700000000001,0.046457099999999994
AR12171,-104.65700000000001,0.045052999999999996
AR12172,-104.99700000000001,0.00316559
AR12173,-106.197,0.252448
AR12175,-104.65700000000001,0.08149400000000001
AR12176,-104.65700000000001,0.0118817
AR12177,-104.65700000000001,0.07696499999999999
AR12178,-109.85700000000001,0.052599599999999996
AR12179,-104.65700000000001,0.041845099999999996
AR12180,-104.65700000000001,0.0316126
AR12181,-104.65700000000001,0.0325204
AR12182,-104.65700000000001,0.041845099999999996
AR12183,-104.65700000000001,0.05142859999999999
AR12184,-104.65700000000001,0.013810499999999998
AR12185,-101.917,0.0882291
AR12186,-104.65700000000001,0.040826999999999995
AR12187,-104.65700000000001,0.00385987
AR12188,-104.65700000000001,0.0171659
AR12189,-104.65700000000001,0.0398131
AR12190,-87.4472,0.09291289999999999
AR12191,-104.65700000000001,0.015368999999999999
AR12192,-104.65700000000001,0.011262200000000002
AR12194,-104.65700000000001,0.0305447
AR12195,-104.65700000000001,0.135392
AR12196,-104.65700000000001,0.013350799999999998
AR12197,-104.65700000000001,0.0666558
AR12198,-104.65700000000001,0.0680033
AR12199,-104.65700000000001,0.00997449
AR12200,-104.65700000000001,0.0585941
AR12201,-104.65700000000001,0.00872985
AR12202,-104.65700000000001,0.0138947
AR12203,-104.65700000000001,0.000767514
AR12204,-104.65700000000001,0.0428064
AR12205,-104.65700000000001,0.00678798
AR12206,-104.65700000000001,0.0508246
AR12207,-104.65700000000001,0.0165017
AR12208,-87.4472,0.09291289999999999
AR12210,-104.65700000000001,0.019664400000000002
AR12211,-104.65700000000001,0.00926086
AR12212,-104.65700000000001,0.00984116
AR12213,-104.65700000000001,0.0222646
AR12214,-104.65700000000001,0.016329
AR12215,-104.65700000000001,0.00990043
AR12216,-104.65700000000001,0.100747
AR12217,-104.65700000000001,0.00993331
AR12218,-104.65700000000001,0.0293149
AR12219,-104.65700000000001,0.0297318
AR12220,-104.65700000000001,0.00990043
AR12221,-104.65700000000001,0.0170497
AR12222,-104.65700000000001,0.0314953
AR12223,-104.65700000000001,0.0308265
AR12224,-104.65700000000001,0.00047318800000000004
AR12225,-104.65700000000001,0.0444799
AR12226,-104.65700000000001,0.0201314
AR12227,-104.65700000000001,0.044470499999999996
AR12228,-104.65700000000001,0.0230484
AR12229,-104.65700000000001,0.060544600000000004
AR12230,-104.65700000000001,0.030284600000000002
AR12231,-104.65700000000001,0.00738049
AR12232,-104.65700000000001,0.017335800000000002
AR12233,-104.65700000000001,0.040261
AR12234,-104.65700000000001,0.06688619999999999
AR12235,-104.65700000000001,0.0315356
AR12236,-104.65700000000001,0.0187791
AR12237,-104.65700000000001,0.017375
AR12238,-104.99700000000001,0.0245125
AR12239,-106.197,0.28012600000000004
AR12241,-104.65700000000001,0.0538159
AR12242,-104.65700000000001,0.0395598
AR12243,-104.65700000000001,0.049287
AR12244,-109.85700000000001,0.0802777
AR12245,-104.65700000000001,0.014167099999999998
AR12246,-104.65700000000001,0.05929059999999999
AR12247,-104.65700000000001,0.00484232
AR12248,-104.65700000000001,0.014167099999999998
AR12249,-104.65700000000001,0.0237505
AR12250,-104.65700000000001,0.0138676
AR12251,-101.917,0.115907
AR12252,-104.65700000000001,0.0131489
AR12253,-104.65700000000001,0.0315379
AR12254,-104.65700000000001,0.010512200000000001
AR12255,-104.65700000000001,0.012135
AR12256,-87.4472,0.06523480000000001
AR12257,-104.65700000000001,0.043047
AR12258,-104.65700000000001,0.038940300000000004
AR12260,-104.65700000000001,0.00286659
AR12261,-104.65700000000001,0.107714
AR12262,-104.65700000000001,0.041028800000000004
AR12263,-104.65700000000001,0.0389778
AR12264,-104.65700000000001,0.0403253
AR12265,-104.65700000000001,0.017703599999999996
AR12266,-104.65700000000001,0.030916000000000003
AR12267,-104.65700000000001,0.0189482
AR12268,-104.65700000000001,0.0137834
AR12269,-104.65700000000001,0.0269106
AR12270,-104.65700000000001,0.015128299999999999
AR12271,-104.65700000000001,0.034466000000000004
AR12272,-104.65700000000001,0.0231465
AR12273,-104.65700000000001,0.0441798
AR12274,-87.4472,0.06523480000000001
AR12276,-104.65700000000001,0.0473425
AR12277,-104.65700000000001,0.018417199999999998
AR12278,-104.65700000000001,0.017836900000000003
AR12279,-104.65700000000001,0.0499427
AR12280,-104.65700000000001,0.011349099999999999
AR12281,-104.65700000000001,0.0375785
AR12282,-104.65700000000001,0.07306889999999999
AR12283,-104.65700000000001,0.0376114
AR12284,-104.65700000000001,0.00163686
AR12285,-104.65700000000001,0.00205369
AR12286,-104.65700000000001,0.0375785
AR12287,-104.65700000000001,0.0106284
AR12288,-104.65700000000001,0.0591734
AR12289,-104.65700000000001,0.0585046
AR12290,-104.65700000000001,0.028151299999999997
AR12291,-104.65700000000001,0.0168018
AR12292,-104.65700000000001,0.00754668
AR12293,-104.65700000000001,0.0167924
AR12294,-104.65700000000001,0.0507265
AR12295,-104.65700000000001,0.0328665
AR12296,-102.197,0.06515
AR12297,-102.197,0.0422459
AR12298,-102.197,0.052201199999999996
AR12299,-102.197,0.0751264
AR12300,-102.197,0.101752
AR12301,-102.197,0.00332981
AR12302,-102.197,0.0160864
AR12303,-102.197,0.0174905
AR12304,-102.537,0.0593779
AR12305,-103.73700000000001,0.314992
AR12307,-102.197,0.0189505
AR12308,-102.197,0.0744252
AR12309,-102.197,0.0144215
AR12310,-107.397,0.11514300000000001
AR12311,-102.197,0.020698400000000002
AR12312,-102.197,0.0941561
AR12313,-102.197,0.0300231
AR12314,-102.197,0.020698400000000002
AR12315,-102.197,0.0111149
AR12316,-102.197,0.048733
AR12317,-99.4572,0.150773
