,!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol)
268,R00336,-26.677870749222663
269,R00337,-22.10770918207021
270,R00338,-52.54732631872473
271,R00339,-33.911505090655524
272,R00340,-33.911505090655524
273,R00341,10.332971110628876
274,R00342,29.55821116542461
275,R00343,29.427656131423873
276,R00344,-4.92761149941785
277,R00345,37.69816985853272
278,R00346,20.68083258826539
279,R00347,-25.504843231860264
280,R00348,-8.125701181983146
281,R00350,17.24868623641619
282,R00351,35.91715319325091
283,R00352,8.55195444534641
284,R00353,1.8918652132704494
285,R00354,15.035124250700193
286,R00355,2.8445743933179415
287,R00357,-93.09742613281452
288,R00359,-98.28208170696604
289,R00360,-102.86536390441057
290,R00361,-81.53362992241247
291,R00362,3.801298359547289
292,R00363,5.751303474079776
293,R00364,-83.09253002516363
294,R00365,45.01502113453785
295,R00366,-87.40855393529799
296,R00367,11.255815176349302
297,R00368,35.197994114110315
298,R00369,-8.354451086964445
299,R00371,34.60442534554306
300,R00372,8.533446590834501
301,R00373,5.6888721975165595
302,R00374,-162.9411336809761
303,R00380,-121.4270905079452
304,R00383,1209.2580289793148
305,R00384,38.694597195640654
306,R00385,34.987779421462164
307,R00387,34.987779421462164
308,R00388,81.48848078976192
310,R00390,158.08527859837363
311,R00391,-81.06561358471322
312,R00392,0.0
313,R00393,1250.400728063152
314,R00394,-1247.0022045292824
315,R00395,1087.0762243304393
316,R00396,36.660570047572946
317,R00397,-14.584773358229825
318,R00398,34.127794546967834
319,R00399,33.666087403976235
320,R00400,-2.6655788894481134
321,R00401,-0.040976487502916825
322,R00402,61.21694462493679
323,R00405,-1.7513499411736575
324,R00406,-5.964746905089896
325,R00407,-25.613848806730857
326,R00408,39.8065916471478
327,R00409,5.9269387791613894
328,R00410,12.602965679932595
329,R00411,-2.216409812455595
330,R00412,-81.43469878812687
331,R00414,-20.826470332581096
332,R00416,-11.228119589969083
333,R00417,-534.3271881522223
334,R00418,1.52740244555946
335,R00420,1.5322630892703728
336,R00421,-20.339831093416024
337,R00422,-1012.7804604731294
338,R00424,-74.51086233548105
339,R00425,-75.26831529027226
340,R00426,-34.54546610990148
341,R00428,10.394201941493066
342,R00429,-8.693761358199993
343,R00430,30.386380401337647
344,R00431,13.136028153660106
345,R00432,1.0517071018571187
346,R00434,-1.2972582707509304
347,R00436,-4.980785685135899
348,R00444,23.22251814969475
349,R00445,-18.702878589792817
350,R00446,36.87711110727423
351,R00447,-104.26302208339749
352,R00448,-232.85438878007272
353,R00449,-465.7227468803794
354,R00451,-18.38608766512357
355,R00452,39.4308783901522
356,R00453,0.2165410597010009
357,R00454,-25.768678417933643
358,R00457,0.3955365635710564
359,R00458,-6.347176415769752
360,R00459,-120.83700462432745
361,R00460,5.095614596939413e-09
362,R00461,-4.625714034086343
363,R00462,-25.022397698427596
364,R00463,19.156950352905085
365,R00465,44.03745644578112
366,R00466,-159.1081691326329
367,R00468,-14.252751544061312
368,R00469,-24.06794024041544
369,R00470,17.885685519103987
370,R00471,16.91705903355077
371,R00472,35.81133374320092
372,R00473,16.1622318415602
373,R00474,29.660988228849376
374,R00475,-88.25556359005348
375,R00476,-81.46509979739916
376,R00477,17.7044479548712
377,R00478,3.5243470844236384
378,R00479,9.519832192639555
379,R00480,22.274273316339645
380,R00481,-71.2049326468017
381,R00482,-9.964764436467249
382,R00483,-20.11809115151823
383,R00484,-33.65617200098359
384,R00485,-17.400434311436527
385,R00486,70.6848486238739
386,R00487,-20.465867886930255
387,R00488,-11.649986946773652
388,R00489,-19.787410219752132
389,R00490,13.197966369162486
390,R00491,5.18465557415152
391,R00493,-165.41255677470892
392,R00494,-1.826889730253356
393,R00497,-28.447207746991126
394,R00499,-31.96430779332843
395,R00501,-23.301028833182045
396,R00502,-2.5253583449019743
397,R00503,-10.877455307782839
398,R00504,216.78309842522913
399,R00505,1.068022726277377
400,R00506,241.21760483748147
401,R00507,-88.52318548830135
402,R00508,-12.521170983636246
403,R00509,-14.844027764267537
404,R00510,-9.385822360739837
405,R00511,-14.200677195833414
406,R00512,1.3079001512007835
407,R00513,-13.164521552070596
408,R00514,-28.673098899105582
409,R00515,-39.28476955588398
410,R00516,-13.369766264523037
411,R00517,-10.361464509039251
412,R00518,-15.434021785175958
413,R00519,-14.214326531138113
414,R00521,-6.564360109095425
415,R00522,-16.628901954309306
416,R00524,-29.36051951262411
417,R00525,-32.817143924177174
418,R00526,-31.144148499949807
419,R00527,-5.710124361936323
420,R00528,-122.06514813455595
421,R00529,46.53134214916673
422,R00530,56.87920362680347
423,R00531,-84.04986761212187
424,R00532,139.71960509227313
425,R00533,-172.40181436316075
426,R00534,163.54420454921433
427,R00535,-284.4327338983828
428,R00536,-287.2492832656683
429,R00537,-287.24928326566794
430,R00538,-42.794027433956444
431,R00539,-44.906429665708906
432,R00540,-0.8437129771322986
433,R00542,403.97371760214753
434,R00543,39.74917512846977
435,R00545,528.8567986688349
436,R00546,162.1073492467932
437,R00547,569.508997714286
438,R00548,-17.324380333706422
439,R00549,-10.040818414197815
440,R00550,0.4888729710247617
441,R00551,-33.93486541904858
442,R00552,-37.14214515842269
443,R00554,8.42451028547896
444,R00555,-815.3622536112828
445,R00557,-1257.383424824161
446,R00558,6.548242556205068
447,R00559,-445.5899045163026
448,R00562,31.405759277552534
449,R00563,14.677186136530963
450,R00565,-0.472630979787823
451,R00566,-4.891590753892274
452,R00567,18.033805210869957
453,R00568,-23.053404567810503
454,R00569,-27.62900792704597
455,R00570,0.26380917914195834
456,R00571,-4.311794180093898
457,R00572,27.3195141791648
458,R00573,-18.560301340035096
459,R00574,-3.5381381173794324
460,R00575,-7.927638109529553
461,R00576,-11.217782892582818
462,R00577,883.3181578112101
463,R00578,-34.36659831145937
464,R00579,6.22826185309782
465,R00581,40.73940704409438
466,R00582,-10.57782815834367
467,R00584,-6.439509111923883
468,R00585,4.078836996520806
469,R00586,-6.282000053649881
470,R00588,-4.275614090443582
471,R00589,-1.4129946855470052
472,R00590,-6.016692392551377
473,R00594,-121.4270905079452
474,R00595,-121.4270905079452
475,R00596,-121.4270905079452
476,R00597,-121.4270905079452
477,R00598,-121.4270905079452
478,R00599,-121.4270905079452
479,R00600,-121.4270905079452
480,R00601,-121.4270905079452
481,R00602,-290.7463901993829
482,R00603,-83.10800743049622
483,R00604,-45.840220705463935
484,R00605,33.57336002257625
485,R00606,-81.52058626289329
486,R00608,-98.85021504725924
487,R00609,-81.51597199362494
488,R00610,-70.47066073611845
489,R00611,-81.53760180689825
490,R00612,-64.46956077662546
491,R00614,-79.41358072804044
492,R00615,19.70215078276879
493,R00616,7.701742707426888
494,R00617,-47.067349530672914
495,R00618,-35.0669414553309
496,R00619,-3.6997868311021875
497,R00621,-27.316755836716254
498,R00623,38.694597195640654
499,R00624,38.694597195640654
500,R00625,34.987779421462164
501,R00626,-44.906429665708906
502,R00627,-81.06561358471322
503,R00628,39.92291450087589
504,R00629,-4.117397216248548
505,R00630,-81.4886246295972
506,R00631,-42.794027433956444
507,R00634,-46.50084520813493
508,R00635,-0.0001438398352746617
509,R00636,0.0
510,R00637,81.48848078976192
511,R00638,-81.4886246295972
512,R00639,0.0
513,R00640,-81.49239611708686
514,R00643,-133.51389395576584
515,R00644,-326.0613743548097
516,R00645,-81.60109510652808
517,R00646,-506.7056295639833
518,R00647,0.0038423046213438283
519,R00648,-106.31911385724075
520,R00649,-0.6323189585660884
521,R00650,1.0742615950780419
522,R00651,-57.94349112391798
523,R00652,-18.910559921942706
524,R00653,-25.0287132353547
525,R00654,-8.834490192055341
526,R00655,-2.5335075568812613
527,R00656,-23.842764476977777
528,R00658,-3.8108873820313676
529,R00659,27.37807864585392
530,R00660,-14.769830529472252
531,R00661,16.232898941060824
532,R00662,-36.74533908695729
533,R00664,-66.68465643587166
534,R00665,-25.911870549133596
535,R00666,43.962766532387604
536,R00667,-4.150434691499754
537,R00668,-38.175248624881405
538,R00669,-6.843543063083928
539,R00670,-29.547045538292537
540,R00671,-22.702082586872507
541,R00672,-9.52459942848094
542,R00673,20.531308042789988
543,R00674,-50.74179306181135
544,R00675,-2.70179256632332
545,R00676,-2.8323476003238284
546,R00677,-135.1253676361584
547,R00678,-341.86952273423475
548,R00679,-478.3128422152487
549,R00681,-394.0822881554788
550,R00682,2.751937529121278
551,R00683,-7.329724970791204
552,R00684,-39.18336711002593
553,R00685,-35.997623258582735
554,R00686,-44.2202137503065
555,R00688,36.4232263645672
556,R00689,-96.00034870526869
557,R00690,-470.3273217381633
558,R00691,-77.07770360386793
559,R00692,-0.2373436830063156
560,R00693,-30.88679230270543
561,R00694,-0.058348179136260114
562,R00695,2.902922572454173
563,R00697,-3.682116999100913
564,R00698,-313.6792341621982
565,R00699,-28.011508499942465
566,R00700,-35.576424929996165
567,R00702,-155.74030277122733
568,R00703,26.75865532619582
569,R00704,23.68030783095037
570,R00705,-25.1358651912808
571,R00706,-25.266420225282673
572,R00707,-40.25943521831982
573,R00708,-40.38999025232124
574,R00709,5.606534488694933
575,R00710,-49.73872954643957
576,R00711,-49.86928458044031
577,R00713,-36.54164257715547
578,R00714,-36.672197611156435
579,R00715,36.630332271435464
580,R00716,36.499777237434046
581,R00717,44.16801147978185
582,R00719,-28.689281703186175
583,R00720,-14.098737929381386
584,R00722,1.3240829552814262
585,R00723,-76.84122658732224
586,R00724,26.25924040302459
587,R00725,-19.225117967934295
588,R00726,9.008888155346483
589,R00727,-3.0754328964565047
590,R00728,-27.42341145916953
591,R00729,-95.51812888513828
592,R00730,39.936294074168174
593,R00731,-428.5244432234929
594,R00732,-20.50657439766178
595,R00733,-20.63712943166297
596,R00734,0.4238716409940366
597,R00735,-72.05457263655546
598,R00736,-70.58770660739145
599,R00737,-39.76522752925251
600,R00739,-49.289141819157976
601,R00740,-9.907933190875383
602,R00742,-6.819476712688584
603,R00743,-11.612711003881259
604,R00744,46.38286290167771
605,R00746,20.981254775499337
606,R00747,-77.36338352526249
607,R00748,-40.56031350991075
608,R00749,-35.88501940922683
609,R00750,-11.719881473115322
610,R00751,9.963660450678788
611,R00753,24.571508847278636
612,R00754,21.111809809500528
613,R00755,-12.851132487474388
614,R00756,-14.598831217708437
615,R00758,10.129104567422246
616,R00760,-15.121031308724184
617,R00761,-48.63217502829853
618,R00762,-12.76636753019563
619,R00763,-35.60643552104842
620,R00764,-4.250969740071696
621,R00765,0.6447631876148421
622,R00766,4.534413334911619
623,R00767,-14.862640396850622
624,R00768,-14.893270347555926
625,R00769,-14.804075930160934
626,R00770,-15.92291417299083
627,R00771,2.661700236513525
628,R00772,-1.0822136840359917
629,R00774,31.40227379565954
630,R00775,-33.46223443926081
631,R00776,5.051210048092315
632,R00777,-63.80275204832898
633,R00778,-71.4805276545541
634,R00782,-4.612845864831058
635,R00783,-40.7443123147986
636,R00784,-40.7443123147986
637,R00785,-40.7443123147986
638,R00787,390.651125889895
639,R00789,390.2594607878928
640,R00790,438.59132067993363
641,R00791,159.65172757597816
642,R00792,123.0426283448453
643,R00793,-0.002156983280386271
644,R00794,143.6716626459654
645,R00796,143.5411076119642
646,R00798,-123.0426283448453
647,R00799,-0.0419479602239079
648,R00800,-169.39999999986435
649,R00801,-24.67476503629257
650,R00802,-21.734194253505848
651,R00803,-7.8392576736112005
652,R00804,-44.906429665708906
653,R00805,-17.852706948696614
654,R00806,-1.0741261746051123
655,R00807,-19.943602815409577
656,R00808,-81.48874982092661
657,R00809,-22.411938683061862
658,R00810,-19.68181468469095
659,R00811,-44.099685809423136
660,R00812,-81.13458678320148
661,R00813,-90.93468101048262
662,R00814,-81.2651418172029
663,R00815,-442.633567687491
664,R00816,-259.66310083966414
665,R00817,-309.7347420017835
666,R00818,-453.40838524642845
667,R00821,-10.642117136704769
668,R00822,-10.623455336436649
669,R00823,-474.326188036998
670,R00825,-474.1956330029975
671,R00827,-7.6432449579763215
672,R00828,-414.2987586848508
673,R00829,28.615124933450943
674,R00830,14.706796352796971
675,R00832,-5.819459591144891
676,R00833,-8.353466868023588
677,R00834,11.798140776425953
678,R00835,-3.923160145715201
679,R00836,-16.22581612149247
680,R00837,-9.523075089405324
681,R00838,-20.42526955103665
682,R00839,-20.42526955103665
683,R00841,-13.144624903666973
684,R00842,25.746349363486843
685,R00844,25.615794329485198
686,R00845,31.19114420083065
687,R00846,-106.67722570634871
688,R00847,-14.220573844237208
689,R00848,4.335996385698081
690,R00849,-81.36485116425263
691,R00850,-3.680461168415036
692,R00851,1009.053798280891
693,R00853,-10.637011937403486
694,R00854,-17.46214409057086
695,R00855,-37.575995439378005
696,R00856,-1.7087741165063335
697,R00857,200.2042306984236
698,R00858,120.62332283588924
699,R00859,168.95518272793
700,R00860,-37.11274329775739
701,R00861,-247.06274222502734
702,R00863,-253.1045790566782
703,R00864,2.175773295525808
704,R00865,-81.48864533910472
705,R00866,-14.194390095807762
706,R00867,-10.772483864013623
707,R00868,9.925489136942588
708,R00870,9.794934102941397
709,R00871,19.644049304896953
710,R00872,-38.897932357626935
711,R00873,-81.48865592909664
712,R00874,-15.989224149622942
713,R00875,11.598558968652696
714,R00876,-16.445114264006122
715,R00877,-2.8075908343303126
716,R00878,-1.7678554761854457
717,R00880,-10.96951058738091
718,R00881,-26.155124572551244
719,R00883,-0.8455371027449701
720,R00885,-8.390341537350878
721,R00888,-55.40740122937068
722,R00889,1.6873293783884264
723,R00890,253.00377765625967
724,R00891,-25.597639154190276
725,R00892,-6.776364733110768
726,R00893,-93.24526178559162
727,R00894,-33.027419207181424
728,R00895,-17.017117438928665
729,R00896,-17.017117438928665
730,R00897,-51.43149393424393
731,R00899,8.571119188617615
732,R00900,8.535021246585302
733,R00901,-286.0924946168326
734,R00903,-9.178803660109907
735,R00904,-40.66841098968075
736,R00905,-57.22903460264348
737,R00906,33.78815178154514
738,R00907,3.685845669987316
739,R00908,-3.506850166117374
740,R00909,-13.001392195464291
741,R00910,-27.677548666512678
742,R00911,0.3123499186081631
743,R00912,-7.473034310585206
744,R00913,-63.89503882209564
745,R00915,-308.2919174839345
746,R00916,-123.03875812868111
747,R00917,-70.67177932316493
748,R00918,-145.78627387535778
749,R00919,60.42439017479887
750,R00920,11.805902603181039
751,R00921,20.869260045506053
752,R00922,-29.81206258427119
753,R00923,-19.433463378905856
754,R00925,1.652575888130059
755,R00926,-869.4715614740687
756,R00927,31.283206963333214
757,R00928,7.055246517381647
758,R00930,-2.1831111312280598
759,R00931,37.55572519290739
760,R00932,39.5537949375061
761,R00934,-15.049597135861177
762,R00935,-29.623372031754116
763,R00936,25.324462782268256
764,R00937,41.16787203171248
765,R00939,25.19390774826752
766,R00940,40.906761963710096
767,R00941,-39.03512615512136
768,R00942,-235.42349148502058
769,R00943,-2.6749541579210927
770,R00944,-24.690244589982854
771,R00945,6.759496474251307
772,R00946,-3.249099725888641
773,R00947,-15.185955353910579
774,R00948,-8.332788911837724
775,R00949,-16.3493539066194
776,R00951,-29.18573655111726
777,R00952,4.040211031841636
778,R00953,3.2124357847650344
779,R00954,-2.2726026152167833
780,R00955,-0.8856360030288215
781,R00956,-5.512273622902967
782,R00957,-19.440445619711113
783,R00959,0.771927804238544
784,R00960,-5.81966252139722
785,R00961,-2.4267934964627784
786,R00962,-14.488604507352761
787,R00963,-9.087981582503694
788,R00964,-18.2772171654006
789,R00965,-26.03316876670931
790,R00966,16.505825193372743
791,R00967,-18.482461877853098
792,R00968,-15.47416012236937
793,R00969,-37.14065566560936
794,R00970,-19.601300120682424
795,R00973,-21.82243412554203
796,R00974,-31.83070987525278
797,R00975,-130.9950968606398
798,R00976,-123.04269925013301
799,R00977,1.4284782091958732
800,R00978,1.2979231751946827
801,R00980,-463.5535158662926
802,R00982,-10.4949922593471
803,R00983,-449.56997222600853
804,R00984,2.1694947610204167
805,R00985,-91.96227903220279
806,R00986,-106.21078619214427
807,R00987,-53.26681228790909
808,R00988,-33.29990322448637
809,R00989,-17.87738865816891
810,R00990,-10.639490840865307
811,R00991,-146.36886972070639
812,R00993,-129.32556898931333
813,R00994,2.5282120266615493
814,R00995,-21.20861603923504
815,R00996,-24.091969719207157
816,R00997,42.307116144126724
817,R00998,20.524651570766423
818,R00999,-58.8588517387837
819,R01000,18.669393141583214
820,R01001,2.872500968247664
821,R01003,-15.016936032086456
822,R01004,-31.50895112516463
823,R01005,233.73443587800773
824,R01006,-259.48332708890547
825,R01007,5.531461524844872
826,R01008,233.91926607390542
827,R01009,242.60223302806742
828,R01010,-14.958153538137033
829,R01011,-12.407045209766864
830,R01012,-39.99036856807356
831,R01013,1090.4186494451437
832,R01014,19.351495406770198
833,R01015,-5.575349871345168
834,R01016,-59.82721737707087
835,R01018,-12.61207189495883
836,R01019,-115.86514224637803
837,R01021,-18.728119769507998
838,R01022,-114.75920081775692
839,R01023,-9.92595537617143
840,R01025,-81.48862436411486
841,R01026,-22.189899457532036
842,R01027,-573.7280779574969
843,R01028,484.88328518480574
844,R01029,488.1220561116512
845,R01030,-254.52977065460317
846,R01031,-43.25301883088903
847,R01032,43.25301883088902
848,R01033,42.78550356131848
849,R01034,23.932820729016612
850,R01036,39.13909536078518
851,R01039,23.802265695015876
852,R01041,39.00854032678353
853,R01043,-27.49490916474071
854,R01044,3.6305770035577325
855,R01045,-81.48862496662076
856,R01047,-33.571994375854686
857,R01049,-0.31014213247368616
858,R01050,-11.465574698157411
859,R01051,-24.48670379729026
860,R01052,-4.51259829277717
861,R01053,-36.34928555932055
862,R01054,-22.658065692541868
863,R01055,-33.61258163524444
864,R01056,2.079713849932432
865,R01057,-11.47557935981149
866,R01058,-42.208682151166386
867,R01059,-22.03796997019026
868,R01061,4.6027114926585
869,R01063,4.472156458657764
870,R01064,13.829600448094595
871,R01066,20.29773556645108
872,R01067,10.192340143446302
873,R01068,22.393224257312113
874,R01069,21.83130435796113
875,R01070,21.83130435796113
876,R01071,49.42681918898512
877,R01072,60.44097730183957
878,R01073,60.213973703118256
879,R01074,1166.240120031953
880,R01075,-10.504866280215538
881,R01076,-13.606830902479487
882,R01077,4.4758571100922495
883,R01078,1.6147551806782303
884,R01079,-51.590794156104266
885,R01080,-14.493071505219405
886,R01081,2.6795638517882594
887,R01082,3.430028597566391
888,R01083,16.141784825778473
889,R01085,-45.14743813063858
890,R01086,11.475639301630622
891,R01087,-7.547510308868397
892,R01088,36.82921770455255
893,R01089,-17.35239622873229
894,R01090,0.3476431608496
895,R01091,6.922798251846814
896,R01092,-13.774540912772181
897,R01093,-17.99838666798678
898,R01094,-15.714199841038408
899,R01095,-17.867831633986043
900,R01096,-20.80554903398115
901,R01097,-15.84475487504028
902,R01098,-171.82088718959008
903,R01099,-112.99779453317544
904,R01100,-10.74095037253619
905,R01101,-10.72430919660269
906,R01103,2.2324351157138835
907,R01104,-2.093865619044095
908,R01105,-262.8360105178006
909,R01106,-123.0426283448453
910,R01108,17.297307661910736
911,R01109,17.742525100771445
912,R01110,-0.6242616526144502
913,R01111,-2.7704162569316395
914,R01113,22.33204826217093
915,R01115,81.51641308970999
916,R01117,229.81796290444095
917,R01120,-1178.279264348809
918,R01121,-34.577593047644825
919,R01122,-377.5709091894333
920,R01123,-4.8542152837242725
921,R01126,-5.634526460308855
922,R01127,19.58809130978102
923,R01128,-8.302519091587385
924,R01130,19.526673465652948
925,R01131,-21.730672287595496
926,R01132,28.905864238894196
927,R01134,-252.81579291979506
928,R01135,4.718934353180657
929,R01137,2.371823688563609
930,R01138,25.21149966974326
931,R01139,-20.272858701215625
932,R01140,-17.49285499728734
933,R01142,-377.47166264583643
934,R01143,-377.34110761183524
935,R01144,-0.5847638904428152
936,R01145,180.08583466443008
937,R01146,-81.4886246295972
938,R01147,-1.0268772877035417
939,R01148,0.7804783659904047
940,R01149,-8.290657705003241
941,R01150,-25.72889148196515
