,!MiriamID::urn:miriam:kegg.reaction,!dG0_prime (kJ/mol)
392,R00614,-79.41358072804044
393,R00615,19.70215078276874
394,R00616,7.701742707426888
395,R00617,-47.067349530672914
396,R00618,-35.06694145533095
397,R00619,-3.6997868311021875
398,R00621,-27.316755836716197
399,R00643,-133.5138939557658
400,R00644,-326.0613743548097
401,R00646,-506.7056295639832
402,R00647,0.0038423046213438283
403,R00648,-106.31911385724072
404,R00649,-0.6323189585660884
405,R00650,1.0742615950780419
406,R00651,-57.943491123917966
407,R00652,-18.910559921942706
408,R00653,-25.0287132353547
409,R00654,-8.834490192055412
410,R00655,-2.5335075568812613
411,R00656,-23.8427644769778
412,R00658,-3.810887382031453
413,R00659,27.37807864585392
414,R00660,-14.769830529472529
415,R00661,16.232898941060824
416,R00662,-36.745339086957244
417,R00664,-66.68465643587166
418,R00665,-25.911870549133596
419,R00666,43.96276653238817
420,R00667,-4.150434691499754
421,R00668,-38.17524862488139
422,R00669,-6.843543063083928
423,R00670,-29.547045538292537
424,R00671,-22.702082586872507
425,R00672,-9.52459942848094
426,R00673,20.531308042789988
427,R00674,-50.741793061811336
428,R00675,-2.70179256632278
429,R00676,-2.832347600324198
430,R00677,-135.1253676361584
431,R00678,-341.86952273423475
432,R00679,-478.3128422152487
433,R00681,-394.0822881554788
434,R00682,2.751937529121278
435,R00683,-7.329724970791204
436,R00684,-39.183367110025955
437,R00685,-35.997623258582706
438,R00686,-44.220213750306726
439,R00688,36.42322636456697
440,R00689,-96.00034870526869
441,R00690,-470.3273217381633
442,R00691,-77.07770360386789
443,R00692,-0.2373436830063156
444,R00693,-30.88679230270543
445,R00694,-0.05834817913620327
446,R00695,2.902922572454173
447,R00697,-3.682116999100913
448,R00699,-28.011508499942465
449,R00700,-35.576424929996165
450,R00702,-155.74030277122733
451,R00703,26.758655326195836
452,R00704,23.680307830950383
453,R00705,-25.1358651912808
454,R00706,-25.26642022528131
455,R00707,-40.25943521831999
456,R00708,-40.389990252321184
457,R00709,5.606534488694848
458,R00710,-49.73872954643936
459,R00711,-49.86928458044055
460,R00713,-36.54164257715547
461,R00714,-36.67219761115689
462,R00715,36.63033227143529
463,R00716,36.49977723743433
464,R00717,44.16801147978204
465,R00719,-28.689281703186452
466,R00720,-14.098737929381343
467,R00722,1.3240829552814262
468,R00723,-76.84122658732252
469,R00724,26.25924040302459
470,R00725,-19.22511796793424
471,R00726,9.00888815534654
472,R00727,-3.07543289645605
473,R00728,-27.423411459169472
474,R00729,-95.51812888513825
475,R00730,-281.64315158865327
476,R00731,-428.5244432234929
477,R00732,-20.506574397661836
478,R00733,-20.637129431663027
479,R00734,0.42387164099409347
480,R00735,-72.05457263655546
481,R00736,-70.58770660739145
482,R00737,-39.76522752925251
483,R00739,-49.289141819157976
484,R00740,-9.907933190874019
485,R00742,-6.819476712688584
486,R00743,-11.612711003881259
487,R00744,46.38286290167753
488,R00746,20.98125477549928
489,R00747,-77.36338352526252
490,R00748,-40.56031350991077
491,R00749,-35.88501940922683
492,R00750,-11.719881473115322
493,R00751,9.963660450678788
494,R00753,24.571508847278636
495,R00754,21.11180980950047
496,R00755,-12.851132487474388
497,R00756,-14.598831217708437
498,R00758,10.12910456742253
499,R00760,-15.121031308724184
500,R00761,-48.63217502829838
501,R00762,-12.766367530195623
502,R00763,-35.60643552104841
503,R00764,-4.250969740071696
504,R00765,0.6447631876148421
505,R00766,4.534413334911619
506,R00767,-14.862640396850622
507,R00768,-14.893270347555926
508,R00769,-14.804075930160934
509,R00770,-15.92291417299083
510,R00771,2.661700236513525
511,R00772,-1.0822136840359917
512,R00774,31.40227379565954
513,R00775,-33.46223443926081
514,R00776,5.051210048092315
515,R00777,-63.80275204832898
516,R00778,-71.48052765455408
517,R00781,-347.7519124239031
518,R00782,-4.612845864831073
519,R00787,390.651125889895
520,R00789,390.2594607878928
521,R00793,-0.002156983280386271
522,R00794,143.67166264596537
523,R00796,143.54110761196418
524,R00799,-0.041947960223836844
525,R00800,-169.39999999986435
526,R00801,-24.67476503629257
527,R00802,-21.734194253505848
528,R00803,-7.8392576736112005
529,R00805,-17.852706948696664
530,R00806,-1.0741261746051123
531,R00807,-19.943602815409236
532,R00809,-22.411938683061862
533,R00810,-19.68181468469095
534,R00812,-81.13458678320154
535,R00813,-90.93468101048268
536,R00814,-81.26514181720273
537,R00815,-442.6335676874908
538,R00816,-259.66310083966414
539,R00817,-309.7347420017835
540,R00818,-453.40838524642834
541,R00821,-10.642117136704769
542,R00822,-10.623455336436649
543,R00823,-474.32618803699836
544,R00825,-474.19563300299717
545,R00827,-7.6432449579763215
546,R00828,-414.29875868485095
547,R00829,28.615124933450943
548,R00830,14.706796352797141
549,R00832,-5.819459591144891
550,R00833,-8.353466868023588
551,R00834,11.79814077642601
552,R00835,-3.9231601457153147
553,R00836,-16.22581612149247
554,R00837,-9.523075089405324
555,R00838,-20.42526955103665
556,R00839,-20.42526955103665
557,R00841,-13.14462490366708
558,R00842,25.746349363487127
559,R00844,25.61579432948548
560,R00845,31.19114420083065
561,R00846,-106.67722570634868
562,R00847,-14.220573844237208
563,R00848,4.335996385698081
564,R00850,-3.6804611684151496
565,R00853,-10.637011937403486
566,R00854,-17.46214409057086
567,R00855,-37.575995439378005
568,R00856,-1.7087741165063335
569,R00858,120.62332283588924
570,R00863,-253.1045790566782
571,R00864,2.175773295525808
572,R00866,-14.194390095807762
573,R00867,-10.772483864013623
574,R00868,9.92548913694253
575,R00870,9.79493410294134
576,R00871,19.644049304896726
577,R00872,-38.89793235762704
578,R00874,-15.989224149622942
579,R00875,11.59855896865264
580,R00876,-16.44511426400595
581,R00877,-2.8075908343303126
582,R00878,-1.7678554761854457
583,R00880,-10.96951058738091
584,R00881,-26.155124572551244
585,R00883,-0.8455371027449701
586,R00885,-8.390341537350878
587,R00888,-55.40740122937052
588,R00889,1.6873293783884264
589,R00891,-25.59763915419029
590,R00892,-6.776364733110881
591,R00893,-93.24526178559162
592,R00894,-33.027419207181424
593,R00895,-17.017117438928693
594,R00896,-17.017117438928693
595,R00897,-51.43149393424392
596,R00899,8.571119188617615
597,R00900,8.53502124658553
598,R00901,-286.0924946168326
599,R00903,-9.178803660109907
600,R00904,-40.6684109896799
601,R00905,-57.22903460264348
602,R00906,33.788151781544855
603,R00907,3.685845669987316
604,R00908,-3.506850166117374
605,R00909,-13.001392195464291
606,R00910,-27.677548666512678
607,R00911,0.31234991860810624
608,R00912,-7.473034310585206
609,R00913,-63.89503882209567
610,R00917,-70.67177932316493
611,R00918,-145.78627387534846
612,R00919,60.42439017479887
613,R00920,11.805902603181039
614,R00921,20.869260045506167
615,R00922,-29.81206258427119
616,R00923,-19.4334633789058
617,R00924,39.14459223101221
618,R00925,1.652575888130059
619,R00926,-869.4715614740687
620,R00927,31.283206963333214
621,R00928,7.055246517381647
622,R00930,-2.183111131227861
623,R00931,37.55572519290763
624,R00932,39.55379493750638
625,R00934,-15.049597135861177
626,R00935,-29.62337203175366
627,R00936,25.324462782268483
628,R00937,41.16787203171248
629,R00939,25.193907748267748
630,R00940,40.906761963710096
631,R00941,-39.0351261551225
632,R00942,-235.42349148501967
633,R00943,-2.6749541579210927
634,R00944,-24.690244589982854
635,R00945,6.759496474251023
636,R00946,-3.249099725888641
637,R00947,-15.185955353910686
638,R00948,-8.332788911837724
639,R00949,-16.3493539066194
640,R00951,-29.18573655111726
641,R00952,4.040211031841636
642,R00953,3.2124357847650344
643,R00954,-2.2726026152167833
644,R00955,-0.8856360030287647
645,R00956,-5.512273622902967
646,R00957,-19.440445619711113
647,R00959,0.771927804238544
648,R00960,-4.17011051262665
649,R00961,-2.4267934964628353
650,R00962,-14.488604507352761
651,R00963,-9.087981582503573
652,R00964,-18.2772171654006
653,R00965,-26.033168766709252
654,R00966,16.505825193372743
655,R00967,-18.482461877853098
656,R00968,-15.47416012236937
657,R00969,-37.14065566560936
658,R00970,-19.601300120682424
659,R00973,-21.82243412554203
660,R00974,-31.83070987525278
661,R00975,-130.9950968606398
662,R00977,1.428478209195987
663,R00978,1.2979231751947964
664,R00980,-463.5535158662924
665,R00982,-10.494992259345736
666,R00983,-449.56997222600853
667,R00984,2.1694947610204167
668,R00985,-91.9622790322027
669,R00986,-106.21078619214418
670,R00987,-53.26681228790912
671,R00988,-33.29990322448637
672,R00989,-17.87738865816891
673,R00990,-10.639490840865307
674,R00994,2.5282120266618335
675,R00995,21.20861603923504
676,R00996,-24.091969719207157
677,R00997,42.307116144126724
678,R00998,20.524651570766423
679,R00999,-58.858851738783756
680,R01000,18.6693931415831
681,R01001,2.8725009682477207
682,R01010,-14.958153538137026
683,R01011,-12.407045209766864
684,R01012,-39.99036856807356
685,R01014,19.351495406770255
686,R01015,-5.575349871345168
687,R01016,-59.82721737707098
688,R01019,-115.86514224637801
689,R01021,-18.728119769507998
690,R01022,-114.75920081775692
691,R01023,-9.92595537617143
692,R01026,-22.18989945753202
693,R01027,-573.7280779574969
694,R01028,484.8832851848058
695,R01030,-254.52977065460328
696,R01031,-43.25301883088902
697,R01032,43.25301883088909
698,R01033,42.78550356131851
699,R01034,23.93282072901684
700,R01036,39.13909536078489
701,R01039,23.80226569501565
702,R01041,39.0085403267837
703,R01043,-27.494909164740818
704,R01044,3.6305770035577325
705,R01047,-33.57199437585467
706,R01048,-37.96223131712196
707,R01049,-0.31014213247368616
708,R01050,-11.465574698157411
709,R01051,-24.48670379729026
710,R01052,-4.51259829277717
711,R01053,-36.34928555932055
712,R01054,-22.658065692541868
713,R01055,-33.61258163524451
714,R01056,2.079713849932432
715,R01057,-11.47557935981149
716,R01058,-42.208682151167466
717,R01059,-22.03796997019026
718,R01061,4.602711492658585
719,R01063,4.47215645865694
720,R01064,13.829600448094595
721,R01066,20.29773556645111
722,R01067,10.192340143446302
723,R01068,22.393224257312113
724,R01069,21.83130435796113
725,R01070,21.83130435796113
726,R01071,49.42681918898512
727,R01072,60.44097730183972
728,R01073,60.213973703118256
729,R01074,1166.240120031953
730,R01075,-10.504866280214628
731,R01076,-13.606830902479487
732,R01077,4.475857110092193
733,R01079,-51.59079415610506
734,R01080,-14.493071505219405
735,R01081,2.6795638517882594
736,R01082,3.4300285975664195
737,R01083,16.141784825778473
738,R01085,-45.14743813063863
739,R01086,11.475639301630622
740,R01087,-7.547510308868397
741,R01088,36.82921770455289
742,R01089,-17.35239622873229
743,R01090,0.3476431608496
744,R01091,6.922798251846814
745,R01092,-13.774540912772181
746,R01093,-17.99838666798678
747,R01094,-15.714199841038294
748,R01095,-17.867831633986043
749,R01096,-20.805549033980924
750,R01097,-15.84475487503994
751,R01098,-171.82088718959005
752,R01099,-112.99779453317541
753,R01100,-10.74095037253619
754,R01101,-10.72430919660269
755,R01103,2.2324351157138267
756,R01104,-2.093865619044095
757,R01108,17.297307661910736
758,R01109,17.74252510077133
759,R01110,-0.6242616526144502
760,R01111,-2.770416256931867
761,R01113,22.33204826217093
762,R01117,229.81796290444095
763,R01121,-34.57759304764477
764,R01123,-4.8542152837242725
765,R01126,-5.634526460308791
766,R01127,19.58809130978102
767,R01128,-8.30251909158737
768,R01130,19.52667346565221
769,R01131,-21.730672287595496
770,R01132,28.90586423889421
771,R01134,-252.81579291979506
772,R01135,4.71893435318043
773,R01137,2.371823688563609
774,R01138,25.21149966974326
775,R01139,-20.272858701215682
776,R01140,-17.492854997287395
777,R01142,-377.4716626458368
778,R01143,-377.34110761183535
779,R01144,-0.5847638904428152
780,R01145,180.08583466443014
781,R01147,-1.0268772877035417
782,R01148,0.7804783659904047
783,R01149,-8.290657705003241
784,R01150,-25.72889148196515
785,R01151,-91.83539271395802
786,R01152,-53.191021802915714
787,R01153,7.3421148226478365
788,R01154,-21.97602596187633
789,R01155,4.106607812174474
790,R01156,-10.139828871827547
791,R01157,-58.59032020344887
792,R01158,-10.118568537708114
793,R01159,25.622132888712883
794,R01160,-29.083898309510175
795,R01161,-12.758662225433739
796,R01163,-30.629011381032768
797,R01164,-30.883066516587235
798,R01166,3.5178677686827484
799,R01167,-27.014161884869907
800,R01168,6.914751080658689
801,R01169,-18.519479935755157
802,R01171,53.68402969688282
803,R01172,-7.47197745278504
804,R01173,-7.602532486785549
805,R01174,22.5539898978152
806,R01175,32.27367671909428
807,R01176,-1.0474702261240054
808,R01177,30.429554340854338
809,R01179,-4.355200403127867
810,R01180,35.548241512886534
811,R01181,-2.7981256642008248
812,R01182,-4.2507728700116445
813,R01183,-2.5254908325082397
814,R01184,-399.92567949288366
815,R01185,-23.114425877892472
816,R01186,-23.114425877892472
817,R01187,-23.114425877892472
818,R01188,29.511568892149512
819,R01189,29.511568892149512
820,R01190,29.511568892149512
821,R01192,-18.612506243747703
822,R01193,-263.70780701449877
823,R01194,-3.0058994365710987
824,R01200,-9.161911600016538
825,R01201,-9.560937434500715
826,R01202,-36.44509983836326
827,R01203,-168.29236968585144
828,R01204,-22.953943233687028
829,R01205,-15.109502258418388
830,R01207,3.720777207762012
831,R01209,-36.93032392724518
832,R01210,-22.11687236630405
833,R01211,-0.0010153160058621324
834,R01212,38.10537137234064
835,R01213,23.65298969360788
836,R01214,1.7543518626385435
837,R01215,1.5753563587685449
838,R01216,19.07636194259561
839,R01218,8.903687610011502
840,R01220,8.773132576010084
841,R01221,22.186467115346318
842,R01224,43.39953444754963
843,R01225,3.627526012210467
844,R01226,6.278916764953124
845,R01227,-7.887172458050145
846,R01228,-19.478026289854142
847,R01229,29.622456155192623
848,R01230,-309.7304368144014
849,R01231,-323.97894397434357
850,R01232,-46.46973724714678
851,R01233,-32.27286349468454
852,R01234,-33.24820783915027
853,R01238,-10.621088738235784
854,R01239,-7.655394493857543
855,R01240,-51.422192816885286
856,R01241,10.496988572736825
857,R01242,-287.2471803074567
858,R01243,198.72399481915534
859,R01244,-22.64101546891483
860,R01245,-5.970428499618265
861,R01246,23.406956612572856
862,R01248,50.29088190750596
863,R01249,23.276401578571665
864,R01251,50.16032687350477
865,R01252,-488.723969485226
866,R01255,-28.95433858521187
867,R01256,-7.716096846263781
868,R01257,8.147858187635848
869,R01266,22.42261760328114
870,R01267,-88.08528293531029
871,R01268,-5.510423392524331
872,R01269,44.62645172651034
873,R01270,-21.342990160068695
874,R01271,15.865393170413114
875,R01273,-29.374927902705252
876,R01274,-26.793434770047895
877,R01277,-13.89271554870129
878,R01278,61.87140366913718
879,R01279,40.591605725350746
880,R01280,-10.725090692907543
881,R01281,6.6359271186956335
882,R01283,-2.2786340532758516
883,R01286,0.5382891566924854
884,R01287,-64.49934726269748
885,R01288,-56.58021768550793
886,R01289,-30.748774175713947
887,R01290,-30.748774175713947
888,R01291,-15.594908618581826
889,R01292,-4.423648200228172
890,R01293,-36.55960270882693
891,R01294,-36.69015774282812
892,R01295,-442.6321592519788
893,R01296,-442.7617561232912
894,R01297,-453.37346743315175
895,R01298,-442.63120108929
896,R01299,-453.24291239915055
897,R01300,-11.660025537716137
898,R01301,-25.8584999252395
899,R01302,112.90325560947309
900,R01304,-51.40619759800131
901,R01305,-508.3423586641985
902,R01307,-41.57526362074083
903,R01308,43.177297748175135
904,R01322,-6.483169805353782
905,R01323,-11.233825891153174
906,R01324,6.843282680861449
907,R01325,8.467621401283807
908,R01326,-16.846408459018733
909,R01327,-18.170491414300102
910,R01329,4.386694054734562
911,R01330,-19.218232147581887
912,R01333,-60.92740868884394
913,R01334,-31.60996389009739
914,R01335,64.92105544811776
915,R01336,-16.417105926610333
916,R01353,32.67516264868732
917,R01354,871.1241373621984
918,R01355,1.543377847949131
919,R01357,0.6982890237072752
920,R01358,-38.21681448666311
921,R01359,-6.1009596529592045
922,R01360,-21.258553895213595
923,R01361,11.013988015697691
924,R01364,73.47116688464845
925,R01365,1.7457592498317354
926,R01366,-15.293204563888537
927,R01367,-114.27740375370563
928,R01370,33.15446005014064
929,R01371,33.02390501613968
930,R01372,-506.3984169223477
931,R01373,-67.57946075741341
932,R01375,-10.980439209576588
933,R01376,-39.12501893088961
934,R01377,-25.45952779203361
935,R01378,5.700675406339144
